trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method,hour,day_of_week,month,year,is_weekend,wait_time_mins,fare_per_km,surge_tier
2470,226,281,18,20,9/30/2023 5:46,9/30/2023 5:51,9/30/2023 7:03,completed,24.32,72,43.65,1,43.65,cash,5,Saturday,2023-09,2023,TRUE,5,1.794819079,No Surge
2471,227,231,16,11,3/15/2023 12:25,3/15/2023 12:31,3/15/2023 13:06,completed,29.01,35,41.41,1,41.41,wallet,12,Wednesday,2023-03,2023,FALSE,6,1.427438814,No Surge
2473,229,34,27,30,11/28/2022 1:04,11/28/2022 1:16,11/28/2022 1:41,completed,19.54,25,28.99,1,28.99,wallet,1,Monday,2022-11,2022,FALSE,12,1.483623337,No Surge
2475,230,131,35,32,2/28/2022 12:01,2/28/2022 12:06,2/28/2022 12:09,completed,2.96,3,6.36,1,6.36,wallet,12,Monday,2022-02,2022,FALSE,5,2.148648649,No Surge
2476,230,110,26,23,7/14/2023 10:24,7/14/2023 10:34,7/14/2023 11:20,completed,23.31,46,37.34,1,37.34,card,10,Friday,2023-07,2023,FALSE,10,1.601887602,No Surge
2477,230,398,2,7,3/16/2023 10:12,3/16/2023 10:18,3/16/2023 11:09,completed,28.68,51,44.25,1,44.25,cash,10,Thursday,2023-03,2023,FALSE,6,1.542887029,No Surge
2478,230,40,14,13,4/2/2022 4:30,4/2/2022 4:33,4/2/2022 5:09,completed,22.76,36,34.74,1,34.74,cash,4,Saturday,2022-04,2022,TRUE,3,1.526362039,No Surge
2480,230,156,33,34,7/30/2023 20:35,7/30/2023 20:40,7/30/2023 20:58,completed,11.17,18,18.39,1,18.39,card,20,Sunday,2023-07,2023,TRUE,5,1.646374217,No Surge
2481,230,37,15,11,4/15/2024 12:31,4/15/2024 12:34,4/15/2024 13:14,completed,30.39,40,43.93,1,43.93,card,12,Monday,2024-04,2024,FALSE,3,1.445541296,No Surge
2482,230,165,7,1,8/10/2022 22:11,8/10/2022 22:20,8/10/2022 22:23,completed,2.67,3,6.04,1,6.04,wallet,22,Wednesday,2022-08,2022,FALSE,9,2.262172285,No Surge
2483,230,226,38,39,12/16/2023 9:28,12/16/2023 9:31,12/16/2023 9:52,completed,17.91,21,26.4,1,26.4,cash,9,Saturday,2023-12,2023,TRUE,3,1.474036851,No Surge
2484,230,204,8,1,6/25/2023 17:33,6/25/2023 17:36,6/25/2023 17:39,completed,0.74,3,3.91,1,3.91,wallet,17,Sunday,2023-06,2023,TRUE,3,5.283783784,No Surge
2485,230,226,33,39,9/13/2022 17:05,9/13/2022 17:08,9/13/2022 17:12,completed,2.73,4,6.3,2.76,17.39,wallet,17,Tuesday,2022-09,2022,FALSE,3,6.36996337,High Surge
2486,230,350,22,25,12/30/2022 14:32,12/30/2022 14:34,12/30/2022 15:11,completed,17.53,37,29.18,1,29.18,wallet,14,Friday,2022-12,2022,FALSE,2,1.664575014,No Surge
2487,230,124,26,30,10/4/2023 2:31,10/4/2023 2:36,10/4/2023 2:50,completed,15.69,14,22.56,1,22.56,wallet,2,Wednesday,2023-10,2023,FALSE,5,1.437858509,No Surge
2488,231,185,19,20,12/18/2022 4:48,12/18/2022 4:53,12/18/2022 5:14,completed,6.83,21,14.21,1,14.21,wallet,4,Sunday,2022-12,2022,TRUE,5,2.080527086,No Surge
2490,231,370,17,19,2/20/2023 18:04,2/20/2023 18:12,2/20/2023 18:15,completed,1.63,3,4.89,2.69,13.15,wallet,18,Monday,2023-02,2023,FALSE,8,8.067484663,High Surge
2491,231,214,23,29,4/26/2023 19:48,4/26/2023 19:58,4/26/2023 20:51,completed,41.17,53,58.39,1.66,96.93,cash,19,Wednesday,2023-04,2023,FALSE,10,2.35438426,High Surge
2492,231,244,14,15,1/31/2023 5:08,1/31/2023 5:14,1/31/2023 6:02,completed,17.73,48,31.6,1,31.6,cash,5,Tuesday,2023-01,2023,FALSE,6,1.782289904,No Surge
2493,231,204,8,3,5/9/2022 20:17,5/9/2022 20:22,5/9/2022 21:13,completed,22.81,51,37.79,1,37.79,cash,20,Monday,2022-05,2022,FALSE,5,1.656729505,No Surge
2494,231,61,40,32,9/27/2023 1:31,9/27/2023 1:33,9/27/2023 2:22,completed,43.97,49,60.67,1,60.67,wallet,1,Wednesday,2023-09,2023,FALSE,2,1.379804412,No Surge
2495,232,63,24,22,2/14/2022 9:26,2/14/2022 9:29,2/14/2022 9:45,completed,10.14,16,16.85,1,16.85,cash,9,Monday,2022-02,2022,FALSE,3,1.6617357,No Surge
2496,232,99,38,33,6/5/2022 3:25,6/5/2022 3:35,6/5/2022 3:56,completed,16.66,21,25.03,1,25.03,cash,3,Sunday,2022-06,2022,TRUE,10,1.50240096,No Surge
2498,232,330,6,7,6/23/2023 4:58,6/23/2023 5:06,6/23/2023 5:09,completed,3.99,3,7.49,1,7.49,cash,4,Friday,2023-06,2023,FALSE,8,1.877192982,No Surge
2499,232,173,2,6,12/14/2023 1:51,12/14/2023 1:54,12/14/2023 2:26,completed,31.18,32,43.2,1,43.2,card,1,Thursday,2023-12,2023,FALSE,3,1.385503528,No Surge
2500,232,40,11,16,3/28/2024 20:06,3/28/2024 20:17,3/28/2024 21:05,completed,28.54,48,43.49,1,43.49,wallet,20,Thursday,2024-03,2024,FALSE,11,1.523826209,No Surge
2501,232,321,7,3,7/16/2023 15:12,7/16/2023 15:19,7/16/2023 16:13,completed,16.37,54,31.31,1,31.31,wallet,15,Sunday,2023-07,2023,TRUE,7,1.912645082,No Surge
2502,232,284,14,16,3/8/2024 7:53,3/8/2024 8:05,3/8/2024 8:33,completed,19.47,28,29.52,2.76,81.48,wallet,7,Friday,2024-03,2024,FALSE,12,4.184899846,High Surge
2503,232,178,39,34,1/16/2022 14:23,1/16/2022 14:29,1/16/2022 14:33,completed,4.84,4,8.62,1,8.62,cash,14,Sunday,2022-01,2022,TRUE,6,1.780991736,No Surge
2504,232,220,4,3,7/12/2022 10:18,7/12/2022 10:20,7/12/2022 11:00,completed,15.65,40,27.72,1,27.72,wallet,10,Tuesday,2022-07,2022,FALSE,2,1.771246006,No Surge
2505,232,327,1,10,1/22/2022 6:25,1/22/2022 6:31,1/22/2022 6:55,completed,10.37,24,18.71,1,18.71,wallet,6,Saturday,2022-01,2022,TRUE,6,1.804243009,No Surge
2507,232,184,8,1,3/14/2022 3:31,3/14/2022 3:42,3/14/2022 3:48,completed,0.94,6,4.73,1,4.73,cash,3,Monday,2022-03,2022,FALSE,11,5.031914894,No Surge
2508,232,162,37,40,4/16/2022 15:13,4/16/2022 15:24,4/16/2022 15:56,completed,42.15,32,55.27,1,55.27,wallet,15,Saturday,2022-04,2022,TRUE,11,1.311269276,No Surge
2509,232,173,5,9,4/20/2024 1:51,4/20/2024 1:56,4/20/2024 2:05,completed,3.9,9,8.59,1.62,13.92,cash,1,Saturday,2024-04,2024,TRUE,5,3.569230769,High Surge
2510,232,378,38,32,12/9/2023 11:09,12/9/2023 11:18,12/9/2023 11:51,completed,22.19,33,33.51,1,33.51,wallet,11,Saturday,2023-12,2023,TRUE,9,1.510139703,No Surge
2513,232,320,38,36,6/10/2023 0:21,6/10/2023 0:23,6/10/2023 1:11,completed,20.38,48,34.52,2.76,95.28,wallet,0,Saturday,2023-06,2023,TRUE,2,4.675171737,High Surge
2514,232,295,29,27,11/18/2023 11:22,11/18/2023 11:32,11/18/2023 12:04,completed,26.32,32,37.85,1,37.85,card,11,Saturday,2023-11,2023,TRUE,10,1.438069909,No Surge
2515,233,366,4,9,12/18/2023 14:32,12/18/2023 14:34,12/18/2023 14:54,completed,11.34,20,18.97,1,18.97,card,14,Monday,2023-12,2023,FALSE,2,1.672839506,No Surge
2516,234,98,30,29,4/27/2023 0:49,4/27/2023 0:54,4/27/2023 1:33,completed,34.27,39,48,1,48,card,0,Thursday,2023-04,2023,FALSE,5,1.400641961,No Surge
2517,234,371,5,1,4/1/2023 2:18,4/1/2023 2:26,4/1/2023 2:39,completed,6.29,13,12.02,1,12.02,cash,2,Saturday,2023-04,2023,TRUE,8,1.910969793,No Surge
2518,234,333,3,4,9/30/2023 18:25,9/30/2023 18:37,9/30/2023 19:16,completed,16.63,39,28.59,1,28.59,wallet,18,Saturday,2023-09,2023,TRUE,12,1.719182201,No Surge
2519,235,6,35,36,4/6/2023 22:22,4/6/2023 22:28,4/6/2023 22:40,completed,7.71,12,13.38,1,13.38,card,22,Thursday,2023-04,2023,FALSE,6,1.73540856,No Surge
2521,236,319,4,1,1/4/2024 14:53,1/4/2024 15:04,1/4/2024 15:17,completed,10.07,13,16.18,1,16.18,wallet,14,Thursday,2024-01,2024,FALSE,11,1.606752731,No Surge
2522,237,258,19,15,9/9/2023 9:35,9/9/2023 9:44,9/9/2023 9:52,completed,3.99,8,8.49,1,8.49,card,9,Saturday,2023-09,2023,TRUE,9,2.127819549,No Surge
2523,237,285,26,27,9/11/2022 4:40,9/11/2022 4:47,9/11/2022 5:15,completed,17.5,28,27.35,1,27.35,wallet,4,Sunday,2022-09,2022,TRUE,7,1.562857143,No Surge
2528,237,93,8,7,2/14/2022 20:25,2/14/2022 20:37,2/14/2022 20:47,completed,3.39,10,8.23,1,8.23,wallet,20,Monday,2022-02,2022,FALSE,12,2.427728614,No Surge
2529,237,392,4,3,12/20/2022 7:03,12/20/2022 7:15,12/20/2022 8:10,completed,19.66,55,35.13,2.87,100.82,cash,7,Tuesday,2022-12,2022,FALSE,12,5.128179044,High Surge
2530,237,247,15,17,8/26/2023 16:29,8/26/2023 16:39,8/26/2023 16:46,completed,5.06,7,9.47,1,9.47,wallet,16,Saturday,2023-08,2023,TRUE,10,1.871541502,No Surge
2531,237,116,7,9,2/29/2024 14:29,2/29/2024 14:39,2/29/2024 14:52,completed,8.35,13,14.29,1,14.29,cash,14,Thursday,2024-02,2024,FALSE,10,1.711377246,No Surge
2532,237,180,16,19,6/11/2023 5:57,6/11/2023 6:09,6/11/2023 6:16,completed,3.11,7,7.32,1,7.32,wallet,5,Sunday,2023-06,2023,TRUE,12,2.353697749,No Surge
2533,237,236,15,13,11/28/2023 15:06,11/28/2023 15:17,11/28/2023 15:20,completed,2.61,3,5.97,1,5.97,wallet,15,Tuesday,2023-11,2023,FALSE,11,2.287356322,No Surge
2534,237,378,32,37,6/22/2023 7:02,6/22/2023 7:06,6/22/2023 8:04,completed,17.35,58,33.19,2.24,74.35,cash,7,Thursday,2023-06,2023,FALSE,4,4.285302594,High Surge
2535,237,41,29,28,1/17/2024 11:56,1/17/2024 12:06,1/17/2024 13:06,completed,30.14,60,47.65,1,47.65,cash,11,Wednesday,2024-01,2024,FALSE,10,1.580955541,No Surge
2536,237,269,18,15,11/23/2023 4:46,11/23/2023 4:54,11/23/2023 5:22,completed,20.27,28,30.4,1,30.4,card,4,Thursday,2023-11,2023,FALSE,8,1.49975333,No Surge
2537,237,27,29,28,10/6/2022 3:40,10/6/2022 3:49,10/6/2022 4:40,completed,31.97,51,47.87,1,47.87,wallet,3,Thursday,2022-10,2022,FALSE,9,1.497341257,No Surge
2538,237,220,9,7,11/12/2023 13:20,11/12/2023 13:32,11/12/2023 13:47,completed,8.29,15,14.62,1,14.62,wallet,13,Sunday,2023-11,2023,TRUE,12,1.763570567,No Surge
2539,238,13,36,38,4/11/2024 1:47,4/11/2024 1:53,4/11/2024 2:42,completed,21.51,49,35.96,1,35.96,cash,1,Thursday,2024-04,2024,FALSE,6,1.671780567,No Surge
2541,238,284,13,20,2/19/2024 12:29,2/19/2024 12:41,2/19/2024 12:51,completed,3.7,10,8.57,1,8.57,wallet,12,Monday,2024-02,2024,FALSE,12,2.316216216,No Surge
2542,238,208,16,12,1/29/2023 17:50,1/29/2023 17:58,1/29/2023 18:01,completed,2.53,3,5.88,1,5.88,wallet,17,Sunday,2023-01,2023,TRUE,8,2.324110672,No Surge
2543,238,142,4,10,10/7/2023 8:13,10/7/2023 8:22,10/7/2023 8:38,completed,13.01,16,20.01,1,20.01,card,8,Saturday,2023-10,2023,TRUE,9,1.538047656,No Surge
2544,239,159,2,3,2/13/2023 11:57,2/13/2023 12:05,2/13/2023 12:53,completed,26.68,48,41.45,1,41.45,wallet,11,Monday,2023-02,2023,FALSE,8,1.553598201,No Surge
2546,239,65,18,12,5/9/2022 5:23,5/9/2022 5:28,5/9/2022 5:45,completed,12.81,17,19.99,1,19.99,wallet,5,Monday,2022-05,2022,FALSE,5,1.56049961,No Surge
2547,239,211,11,19,1/30/2023 14:23,1/30/2023 14:32,1/30/2023 15:17,completed,34.15,45,49.07,1,49.07,cash,14,Monday,2023-01,2023,FALSE,9,1.436896047,No Surge
2549,241,398,2,9,1/10/2023 10:48,1/10/2023 10:56,1/10/2023 11:37,completed,27.12,41,40.53,1,40.53,wallet,10,Tuesday,2023-01,2023,FALSE,8,1.494469027,No Surge
2550,242,209,1,9,2/26/2023 19:42,2/26/2023 19:50,2/26/2023 19:59,completed,4.07,9,8.78,1,8.78,cash,19,Sunday,2023-02,2023,TRUE,8,2.157248157,No Surge
2551,242,354,29,25,6/5/2023 6:05,6/5/2023 6:13,6/5/2023 7:09,completed,22.5,56,38.45,1,38.45,cash,6,Monday,2023-06,2023,FALSE,8,1.708888889,No Surge
2552,242,364,37,40,3/26/2024 21:39,3/26/2024 21:45,3/26/2024 22:44,completed,38,59,56.1,1,56.1,wallet,21,Tuesday,2024-03,2024,FALSE,6,1.476315789,No Surge
2553,242,24,37,31,6/10/2024 3:56,6/10/2024 4:02,6/10/2024 4:39,completed,43.42,37,57.66,1,57.66,card,3,Monday,2024-06,2024,FALSE,6,1.327959466,No Surge
2554,242,367,7,5,9/22/2023 21:29,9/22/2023 21:36,9/22/2023 21:58,completed,11.39,22,19.43,1,19.43,cash,21,Friday,2023-09,2023,FALSE,7,1.705882353,No Surge
2558,242,270,23,24,1/29/2024 22:38,1/29/2024 22:40,1/29/2024 23:11,completed,17.81,31,28.29,1,28.29,wallet,22,Monday,2024-01,2024,FALSE,2,1.588433464,No Surge
2559,242,22,11,14,10/1/2022 6:13,10/1/2022 6:17,10/1/2022 7:09,completed,34.12,52,50.43,1.2,60.52,cash,6,Saturday,2022-10,2022,TRUE,4,1.773739742,Low Surge
2560,242,208,15,14,9/7/2022 17:44,9/7/2022 17:52,9/7/2022 18:33,completed,21.85,41,34.74,2.82,97.97,cash,17,Wednesday,2022-09,2022,FALSE,8,4.48375286,High Surge
2561,242,399,24,22,4/7/2022 2:29,4/7/2022 2:34,4/7/2022 2:48,completed,8.23,14,14.35,1,14.35,cash,2,Thursday,2022-04,2022,FALSE,5,1.743620899,No Surge
2562,242,99,37,38,1/2/2023 19:12,1/2/2023 19:14,1/2/2023 20:14,completed,40.58,60,59.14,2.01,118.87,wallet,19,Monday,2023-01,2023,FALSE,2,2.929275505,High Surge
2563,242,175,25,26,10/14/2023 18:32,10/14/2023 18:42,10/14/2023 19:28,completed,23.81,46,37.89,1,37.89,card,18,Saturday,2023-10,2023,TRUE,10,1.591348173,No Surge
2565,242,47,22,23,5/28/2023 9:37,5/28/2023 9:46,5/28/2023 10:07,completed,13.92,21,22.01,1,22.01,wallet,9,Sunday,2023-05,2023,TRUE,9,1.581178161,No Surge
2566,242,272,3,5,1/30/2023 1:02,1/30/2023 1:09,1/30/2023 2:04,completed,18,55,33.3,1,33.3,cash,1,Monday,2023-01,2023,FALSE,7,1.85,No Surge
2568,242,63,25,26,10/29/2023 19:44,10/29/2023 19:49,10/29/2023 20:55,completed,31.62,66,50.48,1,50.48,card,19,Sunday,2023-10,2023,TRUE,5,1.596457938,No Surge
2569,242,283,11,20,1/23/2022 14:56,1/23/2022 15:01,1/23/2022 16:01,completed,26.16,60,43.28,1,43.28,cash,14,Sunday,2022-01,2022,TRUE,5,1.654434251,No Surge
2570,242,53,34,33,1/6/2024 15:00,1/6/2024 15:07,1/6/2024 15:19,completed,6.47,12,12.02,1,12.02,card,15,Saturday,2024-01,2024,TRUE,7,1.857805255,No Surge
2571,242,42,21,23,1/1/2023 13:47,1/1/2023 13:57,1/1/2023 14:32,completed,22.81,35,34.59,1,34.59,wallet,13,Sunday,2023-01,2023,TRUE,10,1.516440158,No Surge
2572,242,13,34,37,10/6/2023 9:50,10/6/2023 10:02,10/6/2023 10:58,completed,18.08,56,33.59,1.36,45.68,wallet,9,Friday,2023-10,2023,FALSE,12,2.526548673,Low Surge
2573,242,284,11,12,5/24/2024 21:36,5/24/2024 21:44,5/24/2024 22:26,completed,32.23,42,46.35,1,46.35,wallet,21,Friday,2024-05,2024,FALSE,8,1.438101148,No Surge
2574,242,98,27,23,10/21/2022 10:56,10/21/2022 11:07,10/21/2022 12:15,completed,24.64,68,43.2,1,43.2,wallet,10,Friday,2022-10,2022,FALSE,11,1.753246753,No Surge
2575,242,193,1,9,8/6/2022 11:44,8/6/2022 11:48,8/6/2022 11:56,completed,2.97,8,7.37,1,7.37,wallet,11,Saturday,2022-08,2022,TRUE,4,2.481481481,No Surge
2577,242,46,21,22,3/21/2023 7:10,3/21/2023 7:19,3/21/2023 7:55,completed,26.9,36,39.29,1.9,74.65,cash,7,Tuesday,2023-03,2023,FALSE,9,2.775092937,High Surge
2580,242,22,15,16,1/25/2022 5:58,1/25/2022 6:06,1/25/2022 6:12,completed,7.05,6,11.46,1,11.46,card,5,Tuesday,2022-01,2022,FALSE,8,1.625531915,No Surge
2581,242,371,6,3,3/4/2023 19:04,3/4/2023 19:07,3/4/2023 19:59,completed,21.61,52,36.67,1,36.67,wallet,19,Saturday,2023-03,2023,TRUE,3,1.696899584,No Surge
2582,242,295,27,25,8/16/2023 18:46,8/16/2023 18:56,8/16/2023 19:38,completed,24.96,42,38.36,2.12,81.32,card,18,Wednesday,2023-08,2023,FALSE,10,3.258012821,High Surge
2584,242,107,18,19,2/26/2023 7:50,2/26/2023 7:59,2/26/2023 8:46,completed,15.02,47,28.42,1,28.42,card,7,Sunday,2023-02,2023,TRUE,9,1.892143808,No Surge
2585,242,380,3,6,4/22/2024 6:14,4/22/2024 6:19,4/22/2024 7:11,completed,17.23,52,31.85,1,31.85,wallet,6,Monday,2024-04,2024,FALSE,5,1.848520023,No Surge
2586,242,290,34,35,5/27/2023 20:44,5/27/2023 20:46,5/27/2023 20:57,completed,3.49,11,8.54,1,8.54,wallet,20,Saturday,2023-05,2023,TRUE,2,2.446991404,No Surge
2587,242,400,7,2,3/7/2022 17:03,3/7/2022 17:15,3/7/2022 17:41,completed,22.04,26,31.94,2.83,90.39,card,17,Monday,2022-03,2022,FALSE,12,4.101179673,High Surge
2588,242,216,17,13,2/21/2023 12:36,2/21/2023 12:45,2/21/2023 12:57,completed,5.73,12,11.2,1,11.2,cash,12,Tuesday,2023-02,2023,FALSE,9,1.954624782,No Surge
2589,242,208,20,12,3/19/2023 23:59,3/20/2023 0:01,3/20/2023 0:12,completed,7.24,11,12.66,1,12.66,card,23,Sunday,2023-03,2023,TRUE,2,1.748618785,No Surge
2590,242,380,6,9,3/16/2022 7:39,3/16/2022 7:51,3/16/2022 7:59,completed,2.96,8,7.36,2.66,19.58,card,7,Wednesday,2022-03,2022,FALSE,12,6.614864865,High Surge
2591,242,375,14,12,3/1/2024 15:38,3/1/2024 15:43,3/1/2024 16:43,completed,22.45,60,39.2,1,39.2,card,15,Friday,2024-03,2024,FALSE,5,1.74610245,No Surge
2592,242,269,19,15,3/3/2023 14:25,3/3/2023 14:31,3/3/2023 14:37,completed,3.91,6,8,1.37,10.96,card,14,Friday,2023-03,2023,FALSE,6,2.803069054,Low Surge
2593,242,99,36,35,6/19/2022 13:15,6/19/2022 13:25,6/19/2022 13:48,completed,10.44,23,18.58,1,18.58,cash,13,Sunday,2022-06,2022,TRUE,10,1.779693487,No Surge
2594,242,397,18,11,4/13/2022 2:25,4/13/2022 2:34,4/13/2022 3:27,completed,41.59,53,58.85,1,58.85,cash,2,Wednesday,2022-04,2022,FALSE,9,1.415003607,No Surge
2595,242,267,2,1,10/18/2023 22:04,10/18/2023 22:11,10/18/2023 22:38,completed,23.7,27,33.97,1,33.97,wallet,22,Wednesday,2023-10,2023,FALSE,7,1.433333333,No Surge
2596,242,200,33,38,6/16/2024 6:37,6/16/2024 6:42,6/16/2024 7:10,completed,10.51,28,19.66,1,19.66,wallet,6,Sunday,2024-06,2024,TRUE,5,1.870599429,No Surge
2597,242,197,16,17,1/1/2022 9:51,1/1/2022 9:59,1/1/2022 10:12,completed,4.18,13,9.7,1,9.7,card,9,Saturday,2022-01,2022,TRUE,8,2.320574163,No Surge
2598,242,246,16,17,9/18/2023 22:14,9/18/2023 22:17,9/18/2023 22:25,completed,2.79,8,7.17,1,7.17,card,22,Monday,2023-09,2023,FALSE,3,2.569892473,No Surge
2599,242,282,18,16,2/20/2024 20:37,2/20/2024 20:45,2/20/2024 21:05,completed,11.06,20,18.67,1.3,24.27,card,20,Tuesday,2024-02,2024,FALSE,8,2.194394213,Low Surge
2600,242,277,34,32,2/11/2023 18:32,2/11/2023 18:43,2/11/2023 18:58,completed,9.1,15,15.51,1,15.51,wallet,18,Saturday,2023-02,2023,TRUE,11,1.704395604,No Surge
2601,242,36,7,2,1/8/2024 16:17,1/8/2024 16:24,1/8/2024 17:23,completed,28,59,45.1,1,45.1,cash,16,Monday,2024-01,2024,FALSE,7,1.610714286,No Surge
2602,242,267,10,7,3/11/2023 14:27,3/11/2023 14:39,3/11/2023 15:25,completed,18.9,46,32.49,1,32.49,wallet,14,Saturday,2023-03,2023,TRUE,12,1.719047619,No Surge
2603,242,269,16,19,1/9/2023 18:18,1/9/2023 18:20,1/9/2023 18:24,completed,1.9,4,5.39,2.3,12.4,wallet,18,Monday,2023-01,2023,FALSE,2,6.526315789,High Surge
2604,242,225,8,6,9/23/2023 6:10,9/23/2023 6:22,9/23/2023 6:25,completed,0.93,3,4.12,1,4.12,card,6,Saturday,2023-09,2023,TRUE,12,4.430107527,No Surge
2605,242,208,16,14,3/27/2023 21:42,3/27/2023 21:52,3/27/2023 22:32,completed,26.03,40,39.13,1,39.13,card,21,Monday,2023-03,2023,FALSE,10,1.503265463,No Surge
2606,242,181,3,8,11/19/2023 9:06,11/19/2023 9:16,11/19/2023 9:59,completed,22.83,43,36.21,1.33,48.16,card,9,Sunday,2023-11,2023,TRUE,10,2.109505037,Low Surge
2608,242,92,21,23,3/24/2022 18:02,3/24/2022 18:11,3/24/2022 19:03,completed,23.72,52,38.99,1.6,62.38,cash,18,Thursday,2022-03,2022,FALSE,9,2.629848229,High Surge
2611,242,238,5,1,5/4/2022 19:01,5/4/2022 19:04,5/4/2022 19:13,completed,8.9,9,14.09,1.66,23.39,wallet,19,Wednesday,2022-05,2022,FALSE,3,2.628089888,High Surge
2612,242,343,2,10,8/22/2022 0:14,8/22/2022 0:23,8/22/2022 0:57,completed,22.68,34,34.25,1,34.25,cash,0,Monday,2022-08,2022,FALSE,9,1.510141093,No Surge
2613,242,284,15,16,8/10/2023 7:09,8/10/2023 7:12,8/10/2023 7:19,completed,5.96,7,10.46,2.14,22.38,card,7,Thursday,2023-08,2023,FALSE,3,3.755033557,High Surge
2614,242,151,9,4,11/17/2022 13:36,11/17/2022 13:44,11/17/2022 14:09,completed,14.97,25,23.97,1,23.97,wallet,13,Thursday,2022-11,2022,FALSE,8,1.601202405,No Surge
2615,242,383,2,5,3/11/2024 13:23,3/11/2024 13:32,3/11/2024 14:04,completed,31.08,32,43.09,1,43.09,wallet,13,Monday,2024-03,2024,FALSE,9,1.386422136,No Surge
2617,242,218,20,17,4/24/2024 5:21,4/24/2024 5:24,4/24/2024 5:33,completed,6.51,9,11.46,1,11.46,wallet,5,Wednesday,2024-04,2024,FALSE,3,1.760368664,No Surge
2618,242,346,28,21,2/20/2024 9:31,2/20/2024 9:43,2/20/2024 10:32,completed,19.24,49,33.46,1,33.46,cash,9,Tuesday,2024-02,2024,FALSE,12,1.739085239,No Surge
2619,242,369,7,6,11/30/2023 22:11,11/30/2023 22:20,11/30/2023 22:30,completed,3.61,10,8.47,1,8.47,wallet,22,Thursday,2023-11,2023,FALSE,9,2.346260388,No Surge
2620,242,269,19,11,3/2/2022 22:51,3/2/2022 23:00,3/2/2022 23:51,completed,27.6,51,43.06,1,43.06,wallet,22,Wednesday,2022-03,2022,FALSE,9,1.560144928,No Surge
2621,242,101,38,34,12/14/2022 22:27,12/14/2022 22:38,12/14/2022 23:10,completed,19.29,32,30.12,1,30.12,wallet,22,Wednesday,2022-12,2022,FALSE,11,1.561430793,No Surge
2622,242,70,18,19,2/16/2024 21:25,2/16/2024 21:33,2/16/2024 22:03,completed,15.7,30,25.77,1,25.77,cash,21,Friday,2024-02,2024,FALSE,8,1.641401274,No Surge
2623,242,106,7,1,7/13/2023 7:27,7/13/2023 7:31,7/13/2023 7:35,completed,2.64,4,6.2,1.7,10.54,card,7,Thursday,2023-07,2023,FALSE,4,3.992424242,High Surge
2624,242,257,19,18,5/20/2024 15:24,5/20/2024 15:35,5/20/2024 15:54,completed,10.5,19,17.85,1,17.85,wallet,15,Monday,2024-05,2024,FALSE,11,1.7,No Surge
2625,242,308,23,30,6/23/2023 7:04,6/23/2023 7:11,6/23/2023 8:10,completed,47.04,59,66.04,2.1,138.68,card,7,Friday,2023-06,2023,FALSE,7,2.948129252,High Surge
2626,242,209,9,4,2/13/2024 21:00,2/13/2024 21:12,2/13/2024 21:22,completed,8.43,10,13.77,1,13.77,wallet,21,Tuesday,2024-02,2024,FALSE,12,1.633451957,No Surge
2629,242,299,33,35,3/31/2024 21:20,3/31/2024 21:32,3/31/2024 21:45,completed,9.3,13,15.33,1,15.33,wallet,21,Sunday,2024-03,2024,TRUE,12,1.648387097,No Surge
2630,242,341,20,15,6/12/2022 3:10,6/12/2022 3:18,6/12/2022 3:30,completed,6.62,12,12.18,1,12.18,card,3,Sunday,2022-06,2022,TRUE,8,1.839879154,No Surge
2631,242,207,7,3,5/19/2024 9:00,5/19/2024 9:12,5/19/2024 9:42,completed,19.92,30,30.41,1,30.41,card,9,Sunday,2024-05,2024,TRUE,12,1.526606426,No Surge
2632,242,151,7,8,4/7/2022 2:30,4/7/2022 2:33,4/7/2022 2:43,completed,3.86,10,8.75,1,8.75,card,2,Thursday,2022-04,2022,FALSE,3,2.266839378,No Surge
2633,242,110,26,30,6/7/2024 23:43,6/7/2024 23:54,6/8/2024 0:14,completed,14.15,20,22.07,2.71,59.81,wallet,23,Friday,2024-06,2024,FALSE,11,4.226855124,High Surge
2634,242,224,21,23,9/25/2022 22:17,9/25/2022 22:20,9/25/2022 23:20,completed,17.42,60,33.66,1,33.66,cash,22,Sunday,2022-09,2022,TRUE,3,1.932261768,No Surge
2635,242,15,5,7,6/19/2022 7:17,6/19/2022 7:29,6/19/2022 7:45,completed,8.53,16,15.08,1,15.08,wallet,7,Sunday,2022-06,2022,TRUE,12,1.767878077,No Surge
2636,242,104,22,25,9/26/2023 8:21,9/26/2023 8:28,9/26/2023 9:02,completed,18.65,34,29.82,2.94,87.67,cash,8,Tuesday,2023-09,2023,FALSE,7,4.70080429,High Surge
2638,242,156,34,39,10/3/2023 3:02,10/3/2023 3:08,10/3/2023 3:16,completed,5.93,8,10.62,1,10.62,card,3,Tuesday,2023-10,2023,FALSE,6,1.790893761,No Surge
2639,242,133,36,31,4/10/2022 21:19,4/10/2022 21:30,4/10/2022 22:18,completed,22.74,48,37.11,1,37.11,card,21,Sunday,2022-04,2022,TRUE,11,1.631926121,No Surge
2640,242,321,7,10,10/26/2023 7:49,10/26/2023 8:01,10/26/2023 8:38,completed,19.89,37,31.78,2.44,77.54,card,7,Thursday,2023-10,2023,FALSE,12,3.898441428,High Surge
