payment_id,trip_id,amount,method,status,paid_at
2454,2903,47.36,card,success,2022-10-24 14:03:38
2455,2904,30.25,card,success,2023-12-11 05:53:21
2456,2905,41.15,card,success,2022-08-16 16:47:44
2457,2906,10.58,wallet,success,2024-01-21 12:27:37
2458,2908,15.12,wallet,success,2024-01-31 03:57:17
2459,2910,42.27,card,success,2023-09-07 22:23:13
2460,2912,45.12,card,success,2024-01-29 02:49:20
2461,2913,42.3,cash,success,2024-02-27 15:39:24
2462,2914,9.1,cash,success,2023-08-05 10:38:15
2463,2915,3.85,wallet,success,2023-02-17 16:48:06
2464,2916,29.45,wallet,success,2023-04-07 22:57:19
2465,2918,42.19,cash,success,2023-04-11 00:06:36
2466,2919,15.86,cash,success,2023-11-19 23:21:21
2467,2920,6.0,card,success,2023-08-24 01:52:34
2468,2922,32.7,wallet,success,2024-06-15 22:37:50
2469,2923,88.23,card,success,2023-03-09 08:39:45
2470,2924,29.9,cash,success,2023-02-24 11:39:28
2471,2925,44.5,cash,success,2023-03-14 06:08:31
2472,2926,22.46,cash,success,2024-03-15 18:01:01
2473,2927,40.22,card,success,2022-05-29 20:47:38
2474,2928,25.98,cash,success,2022-10-26 04:56:33
2475,2929,40.36,wallet,success,2022-04-12 13:02:49
2476,2930,76.7,cash,success,2022-06-09 18:43:34
2477,2931,34.86,wallet,success,2023-12-16 22:05:17
2478,2932,18.94,card,success,2022-10-29 03:07:31
2479,2933,16.64,card,success,2023-09-07 11:30:31
2480,2934,6.28,card,success,2024-03-31 00:10:25
2481,2935,43.12,card,success,2022-02-22 03:28:41
2482,2936,16.03,card,success,2022-12-18 05:49:52
2483,2937,36.49,cash,success,2022-05-31 16:31:01
2484,2938,8.94,cash,success,2023-09-25 09:57:37
2485,2939,44.57,card,success,2022-12-08 13:38:44
2486,2941,110.19,wallet,success,2022-06-19 00:44:07
2487,2942,28.65,cash,success,2022-06-01 07:59:18
2488,2943,10.99,cash,success,2024-06-10 11:35:50
2489,2944,12.41,wallet,success,2023-09-09 07:58:45
2490,2945,28.21,cash,success,2023-12-13 13:00:00
2491,2946,49.62,card,success,2022-12-10 09:42:18
2492,2947,36.05,wallet,success,2023-04-11 00:57:43
2493,2948,18.28,cash,success,2022-09-18 15:24:49
2494,2950,50.86,wallet,success,2023-03-21 17:30:44
2495,2951,111.49,wallet,success,2022-12-16 01:37:02
2496,2952,18.94,wallet,success,2024-03-25 06:56:28
2497,2953,20.24,wallet,success,2023-01-29 10:29:42
2498,2954,53.48,card,success,2022-06-26 23:43:56
2499,2955,47.34,wallet,success,2024-06-16 09:59:44
2500,2957,16.79,wallet,success,2022-05-08 04:58:19
2501,2958,10.57,card,success,2022-02-16 13:03:23
2502,2959,50.33,card,success,2022-02-16 00:04:45
2503,2960,37.47,wallet,success,2024-04-22 03:10:36
2504,2962,41.14,cash,success,2022-07-20 21:49:05
2505,2963,44.59,wallet,success,2023-02-25 19:25:57
2506,2964,7.43,cash,success,2024-02-20 23:15:25
2507,2965,10.37,cash,success,2022-04-28 20:38:20
2508,2966,38.82,cash,success,2023-12-22 14:36:09
2509,2967,22.43,wallet,success,2024-04-09 02:37:50
2510,2968,22.45,card,success,2023-04-15 17:10:12
2511,2970,16.46,card,success,2024-05-10 11:16:49
2512,2971,31.79,wallet,success,2022-12-01 14:36:16
2513,2972,44.48,wallet,success,2022-02-03 13:55:05
2514,2974,15.8,card,success,2024-05-04 04:01:35
2515,2975,92.7,wallet,success,2023-10-05 19:53:09
2516,2976,32.74,wallet,success,2022-10-30 23:52:51
2517,2977,36.85,wallet,success,2022-04-01 07:29:06
2518,2979,37.6,wallet,success,2023-11-26 23:30:02
2519,2980,58.2,wallet,success,2022-05-06 13:48:52
2520,2981,36.08,cash,success,2022-12-31 02:49:40
2521,2984,38.83,card,success,2024-05-02 14:00:52
2522,2985,11.28,wallet,success,2023-09-21 12:15:19
2523,2987,39.91,wallet,success,2022-08-23 18:46:16
2524,2991,10.35,cash,success,2023-06-12 01:55:42
2525,2992,36.82,card,success,2022-08-30 06:53:48
2526,2993,28.39,wallet,success,2022-04-17 11:25:25
2527,2994,26.11,cash,success,2023-04-28 00:13:20
2528,2995,11.22,cash,success,2022-11-12 21:38:12
2529,2996,50.5,cash,success,2023-12-29 01:45:30
2530,2997,10.1,cash,success,2024-05-24 14:44:05
2531,2998,16.41,card,success,2022-04-01 04:18:34
2532,2999,63.73,cash,success,2022-11-25 18:41:35
2533,3000,16.42,cash,success,2024-02-24 12:56:30
2534,3002,29.47,wallet,success,2022-03-19 05:21:48
2535,3003,4.36,card,success,2022-07-17 02:35:12
2536,3004,15.38,cash,success,2024-05-07 12:36:17
2537,3005,16.09,wallet,success,2022-11-30 06:55:01
2538,3006,70.16,cash,success,2022-03-24 19:44:15
2539,3007,10.07,wallet,success,2023-08-15 03:45:56
2540,3008,16.32,wallet,success,2022-08-23 22:42:15
2541,3009,37.22,wallet,success,2023-02-27 21:52:47
2542,3010,14.83,cash,success,2022-07-03 18:32:49
2543,3011,13.68,wallet,success,2024-04-11 16:43:25
2544,3012,29.81,wallet,success,2023-11-20 13:12:17
2545,3013,28.97,card,success,2023-07-03 03:42:23
2546,3014,50.76,wallet,success,2022-10-23 04:33:08
2547,3017,13.16,wallet,refunded,2023-03-03 11:54:09
2548,3018,55.67,wallet,success,2022-12-09 10:33:46
2549,3019,76.51,wallet,success,2022-09-30 00:58:45
2550,3020,38.47,wallet,success,2022-06-08 01:30:08
2551,3021,8.46,wallet,success,2022-02-05 18:47:40
2552,3022,51.98,wallet,success,2024-04-08 02:24:58
2553,3023,166.49,card,success,2024-02-02 20:09:59
2554,3024,39.17,wallet,success,2022-09-06 17:22:05
2555,3025,12.48,card,success,2023-08-26 05:06:10
2556,3026,14.28,cash,success,2022-11-05 17:32:51
2557,3027,58.56,cash,success,2023-01-25 23:01:01
2558,3028,10.17,wallet,success,2024-05-12 13:40:51
2559,3029,22.47,card,success,2023-01-07 08:42:29
2560,3031,5.0,card,success,2023-06-19 21:56:03
2561,3032,8.24,card,success,2022-04-03 05:00:30
2562,3034,32.39,cash,success,2024-03-11 16:33:55
2563,3035,34.03,cash,success,2023-06-26 17:16:36
2564,3036,37.88,card,success,2022-10-03 07:32:50
2565,3037,101.14,cash,success,2023-02-11 10:43:01
2566,3038,8.86,wallet,success,2024-05-19 11:36:45
2567,3039,47.3,wallet,success,2022-02-07 02:36:01
2568,3040,31.71,card,success,2023-02-19 03:44:53
2569,3042,12.3,cash,success,2022-12-03 12:07:41
2570,3043,55.51,cash,success,2023-03-28 18:22:18
2571,3044,20.14,card,success,2024-05-17 06:49:25
2572,3046,14.35,wallet,success,2023-05-08 15:00:27
2573,3047,49.16,card,success,2024-01-28 20:50:56
2574,3048,17.63,wallet,success,2022-12-25 06:00:08
2575,3049,29.9,card,success,2024-04-04 01:15:44
2576,3050,37.77,cash,success,2023-09-20 00:07:35
2577,3051,25.95,card,success,2022-12-20 23:31:37
2578,3052,15.28,wallet,success,2023-12-10 12:44:08
2579,3053,13.39,card,success,2024-01-09 14:35:14
2580,3054,20.15,wallet,success,2023-10-10 10:01:32
2581,3055,32.14,card,success,2022-04-06 14:11:08
2582,3056,38.05,card,success,2023-11-27 17:33:29
2583,3057,18.0,wallet,success,2022-12-17 10:27:35
2584,3058,29.05,card,success,2023-12-16 22:03:58
2585,3059,51.37,wallet,success,2022-03-02 00:24:24
2586,3060,42.41,card,success,2024-02-16 22:29:16
2587,3061,77.92,wallet,success,2024-05-10 20:07:01
2588,3062,3.65,card,success,2023-12-20 02:30:13
2589,3063,15.01,cash,success,2023-02-10 12:42:53
2590,3064,47.24,card,success,2023-10-02 09:07:24
2591,3065,6.31,wallet,success,2022-12-27 22:00:31
2592,3066,40.75,card,success,2022-07-18 23:56:45
2593,3068,10.85,cash,success,2022-07-23 14:20:20
2594,3069,12.07,cash,success,2024-04-14 06:29:23
2595,3070,36.32,wallet,success,2024-05-07 23:16:27
2596,3071,36.81,card,success,2023-10-04 23:18:18
2597,3072,43.46,card,success,2022-03-23 13:22:21
2598,3074,20.19,wallet,success,2023-07-22 13:31:30
2599,3078,18.56,card,success,2024-06-03 01:06:44
2600,3079,8.72,card,success,2023-04-24 09:38:21
2601,3080,68.57,card,success,2023-02-08 19:39:33
2602,3082,5.96,cash,success,2023-02-10 10:21:09
2603,3083,31.99,card,success,2023-10-18 06:51:48
2604,3084,42.88,card,success,2024-01-19 21:51:04
2605,3085,10.23,wallet,success,2022-11-02 05:38:08
2606,3086,35.89,wallet,success,2022-03-02 17:48:06
2607,3087,48.06,cash,success,2022-07-19 18:52:32
2608,3088,36.56,wallet,success,2023-10-18 22:26:55
2609,3089,9.44,cash,success,2024-03-10 15:27:38
2610,3090,48.93,wallet,success,2022-10-24 21:51:13
2611,3092,26.39,card,success,2022-12-27 11:12:33
2612,3093,133.17,card,success,2023-05-01 08:29:43
2613,3094,90.5,card,success,2023-08-24 19:25:58
2614,3095,11.42,wallet,success,2022-04-15 00:56:33
2615,3096,3.73,card,success,2024-01-26 12:06:57
2616,3099,14.53,cash,success,2022-07-12 07:14:05
2617,3100,9.15,card,success,2022-12-19 21:55:12
2618,3101,41.44,card,success,2024-05-06 17:08:25
2619,3103,45.25,cash,success,2024-02-10 21:36:46
2620,3104,37.48,wallet,success,2023-07-28 11:36:18
2621,3105,61.57,wallet,success,2022-07-05 15:43:33
2622,3106,50.28,cash,success,2023-10-14 05:48:46
2623,3107,13.9,card,success,2022-07-14 03:28:49
2624,3109,32.21,wallet,success,2022-01-14 08:21:17
2625,3110,16.88,wallet,success,2023-07-07 04:46:37
2626,3111,7.74,wallet,success,2024-06-10 06:35:41
2627,3112,93.38,card,success,2024-04-26 05:41:23
2628,3113,15.05,wallet,success,2023-04-23 15:38:42
2629,3114,52.7,card,success,2023-12-24 07:32:58
2630,3115,36.81,card,success,2024-06-19 21:28:09
2631,3117,34.09,wallet,success,2022-08-11 20:47:10
2632,3121,104.59,wallet,success,2024-01-31 18:57:29
2633,3123,42.95,cash,success,2023-03-17 20:47:17
2634,3124,6.8,cash,success,2022-11-07 16:09:23
2635,3125,61.35,wallet,success,2023-11-07 10:25:47
2636,3126,8.44,card,success,2023-08-18 15:59:20
2637,3127,14.89,card,success,2022-05-13 16:00:03
2638,3128,36.3,wallet,success,2022-06-25 14:34:30
2639,3129,25.16,card,success,2024-04-16 00:35:24
2640,3130,30.06,wallet,success,2023-01-05 08:23:37
2641,3131,36.81,card,success,2022-08-19 17:51:12
2642,3132,52.18,cash,success,2023-09-04 05:13:05
2643,3133,74.56,cash,success,2023-01-27 23:01:28
2644,3134,12.46,wallet,success,2022-05-10 16:15:36
2645,3135,38.76,card,success,2023-06-11 14:22:25
2646,3137,39.62,card,success,2023-08-06 21:35:58
2647,3138,53.86,card,success,2022-09-06 21:43:27
2648,3139,15.05,cash,success,2022-04-22 12:12:31
2649,3140,57.15,cash,failed,2024-02-05 19:36:00
2650,3141,26.89,card,success,2022-04-23 01:11:21
2651,3142,83.9,wallet,success,2023-10-25 19:43:37
2652,3143,6.21,cash,success,2024-06-24 09:40:10
2653,3144,43.6,cash,success,2023-04-03 05:10:29
2654,3145,33.44,card,success,2023-02-18 10:49:29
2655,3146,7.44,card,success,2023-09-01 09:33:42
2656,3147,95.15,wallet,success,2023-02-13 07:49:44
2657,3148,13.37,wallet,success,2024-01-22 00:59:45
2658,3149,39.91,wallet,success,2022-07-15 00:08:28
2659,3150,22.26,wallet,success,2023-05-30 06:57:02
2660,3151,6.78,wallet,success,2022-01-30 17:38:14
2661,3152,33.95,card,success,2022-03-16 15:06:13
2662,3153,36.93,wallet,success,2023-08-16 06:53:56
2663,3154,139.69,card,success,2024-06-18 18:39:32
2664,3155,28.28,card,success,2022-03-29 03:30:14
2665,3156,19.2,cash,success,2022-10-10 16:04:48
2666,3157,12.54,wallet,success,2024-01-20 03:05:37
2667,3158,36.65,wallet,success,2022-04-18 03:10:04
2668,3159,9.54,cash,success,2022-11-02 14:29:09
2669,3160,9.41,cash,success,2023-02-21 17:01:58
2670,3161,45.77,wallet,success,2022-01-06 05:51:43
2671,3162,10.03,cash,success,2022-04-29 07:03:29
2672,3163,11.05,wallet,success,2022-01-27 11:52:42
2673,3164,21.1,cash,success,2022-11-11 07:11:06
2674,3165,31.81,wallet,success,2022-06-14 05:36:39
2675,3166,8.5,card,failed,2022-10-31 10:44:13
2676,3167,38.32,wallet,success,2022-06-15 05:40:48
2677,3168,33.11,cash,success,2024-05-08 23:02:31
2678,3169,34.16,card,success,2023-06-19 01:15:29
2679,3170,43.03,wallet,success,2022-12-01 23:42:43
2680,3171,9.97,card,success,2023-08-19 13:51:57
2681,3172,3.87,card,success,2022-12-19 14:42:38
2682,3174,45.75,card,success,2022-10-11 16:56:42
2683,3175,7.77,card,success,2023-01-07 03:01:37
2684,3176,27.01,card,success,2022-09-28 19:21:15
2685,3177,42.44,wallet,success,2023-11-29 03:33:28
2686,3178,4.34,wallet,success,2022-04-24 06:11:03
2687,3180,6.35,wallet,success,2022-09-15 15:46:23
2688,3181,32.51,card,success,2023-06-06 07:46:18
2689,3182,50.04,card,success,2024-01-14 02:03:32
2690,3183,39.24,cash,success,2023-03-20 03:01:22
2691,3184,24.05,card,success,2024-02-16 01:38:36
2692,3185,38.7,card,success,2024-01-30 13:50:24
2693,3186,49.27,wallet,success,2023-08-29 05:23:25
2694,3187,17.73,card,success,2023-10-07 21:31:30
2695,3188,87.04,card,success,2024-04-23 19:32:12
2696,3189,126.28,card,success,2024-06-05 20:34:42
2697,3190,30.0,cash,success,2023-02-18 09:35:58
2698,3191,26.88,cash,success,2023-04-15 22:32:20
2699,3192,15.01,cash,success,2023-09-11 22:55:45
2700,3193,22.9,wallet,success,2023-08-21 10:29:16
2701,3194,22.67,wallet,success,2022-08-22 02:21:52
2702,3195,22.93,cash,success,2022-04-07 01:18:11
2703,3196,12.76,wallet,success,2023-01-13 14:38:24
2704,3197,15.07,cash,success,2024-01-13 18:16:34
2705,3198,33.82,wallet,success,2022-06-16 23:41:42
2706,3199,155.72,card,success,2024-05-30 19:28:28
2707,3200,20.64,card,success,2022-10-04 18:25:56
2708,3201,69.54,wallet,success,2022-07-18 19:11:18
2709,3202,9.2,card,success,2024-05-21 04:47:12
2710,3203,22.58,wallet,success,2023-03-10 22:54:14
2711,3204,7.07,card,success,2022-06-26 21:30:48
2712,3205,22.76,cash,success,2022-11-01 21:15:38
2713,3206,6.92,card,success,2023-07-20 04:30:05
2714,3207,23.74,wallet,success,2022-09-02 02:59:42
2715,3208,37.82,card,success,2022-08-11 18:37:17
2716,3209,34.15,card,success,2024-01-08 23:26:51
2717,3210,9.27,wallet,success,2022-09-09 17:00:30
2718,3211,17.14,card,success,2024-06-15 14:53:55
2719,3212,29.06,wallet,failed,2022-09-18 05:35:23
2720,3213,35.03,wallet,success,2024-04-02 00:05:07
2721,3214,107.3,card,success,2024-02-28 08:46:15
2722,3215,24.36,cash,success,2023-10-26 04:38:01
2723,3217,48.81,wallet,success,2022-12-17 18:48:21
2724,3218,35.9,cash,success,2024-06-23 18:49:12
2725,3219,60.85,wallet,success,2024-02-26 11:54:15
2726,3220,24.61,wallet,success,2022-01-03 04:40:14
2727,3221,17.12,cash,success,2023-03-23 12:14:01
2728,3222,40.4,cash,success,2023-01-02 22:19:34
2729,3223,41.53,card,success,2024-03-25 02:30:47
2730,3224,22.46,card,success,2024-03-19 03:29:50
2731,3227,54.77,cash,success,2022-01-22 07:08:10
2732,3229,27.47,wallet,success,2022-11-05 19:31:13
2733,3230,35.94,card,success,2022-11-20 21:53:13
2734,3231,12.66,wallet,success,2023-09-27 13:20:35
2735,3232,13.45,cash,success,2023-10-13 00:34:51
2736,3233,40.36,wallet,success,2023-04-24 12:46:52
2737,3234,26.18,wallet,success,2022-06-22 16:21:13
2738,3235,5.89,cash,success,2024-03-20 06:43:00
2739,3236,13.57,wallet,success,2023-04-21 16:56:34
2740,3237,62.83,cash,success,2022-01-09 12:52:40
2741,3240,157.45,wallet,success,2022-06-17 20:50:05
2742,3241,28.79,card,success,2022-02-19 20:27:55
2743,3242,15.89,card,success,2024-03-07 07:16:30
2744,3243,20.57,card,success,2022-12-14 07:10:11
2745,3244,27.83,wallet,success,2024-06-10 06:46:43
2746,3246,40.03,card,success,2024-06-12 02:32:48
2747,3247,13.68,wallet,success,2024-06-14 21:10:11
2748,3248,15.76,card,success,2024-02-26 01:18:21
2749,3249,131.25,card,success,2022-01-11 18:01:31
2750,3250,20.37,card,success,2023-01-20 10:06:00
2751,3251,43.89,wallet,success,2022-05-20 11:31:20
2752,3252,34.7,cash,success,2022-06-01 19:39:03
2753,3253,28.7,card,success,2024-01-08 15:41:43
2754,3254,8.91,cash,success,2023-10-27 21:44:37
2755,3255,15.1,wallet,success,2023-04-22 17:22:34
2756,3256,36.99,card,success,2023-07-27 22:17:07
2757,3257,38.26,cash,success,2023-09-16 22:02:15
2758,3258,92.45,card,success,2024-05-29 09:23:31
2759,3259,43.88,cash,success,2022-03-12 13:26:16
2760,3260,111.59,card,success,2022-02-09 20:34:41
2761,3262,30.53,wallet,success,2024-04-30 14:59:18
2762,3263,32.7,cash,success,2022-11-20 00:15:21
2763,3264,22.27,wallet,success,2023-12-26 11:19:58
2764,3265,53.07,cash,success,2024-04-08 19:13:27
2765,3267,14.61,cash,success,2024-05-17 11:03:52
2766,3268,38.34,cash,success,2022-03-19 09:56:26
2767,3270,57.73,card,success,2023-03-24 21:48:49
2768,3271,119.32,card,success,2023-06-19 09:22:41
2769,3272,9.63,cash,success,2024-05-01 21:19:53
2770,3274,18.63,card,success,2022-02-01 23:15:25
2771,3275,46.3,wallet,success,2023-02-22 15:41:28
2772,3276,10.88,card,success,2023-07-13 10:49:55
2773,3277,32.67,wallet,success,2023-08-08 01:20:06
2774,3278,9.58,wallet,success,2023-06-07 15:18:05
2775,3279,14.88,card,success,2022-08-30 15:02:09
2776,3280,39.37,wallet,success,2024-05-01 12:31:33
2777,3281,44.71,cash,success,2024-06-06 15:05:42
2778,3283,34.07,card,success,2022-10-07 13:01:04
2779,3284,26.18,wallet,success,2022-12-24 15:25:42
2780,3285,36.06,card,success,2023-05-07 18:52:27
2781,3286,25.7,card,success,2023-07-27 19:13:06
2782,3288,44.67,cash,success,2023-06-21 21:55:43
2783,3289,4.82,cash,failed,2023-04-13 09:14:33
2784,3290,39.26,wallet,success,2022-05-20 12:13:38
2785,3291,59.78,wallet,success,2022-06-10 04:50:33
2786,3293,45.09,card,success,2023-07-18 12:51:39
2787,3294,60.86,card,success,2023-04-23 13:35:59
2788,3295,33.74,cash,success,2022-04-23 07:03:19
2789,3297,9.51,wallet,success,2023-03-22 21:43:00
2790,3298,12.1,wallet,success,2022-03-27 09:46:55
2791,3299,26.47,wallet,success,2022-06-22 00:24:38
2792,3300,17.92,card,failed,2022-08-26 07:18:39
2793,3303,37.72,cash,success,2023-03-08 09:44:00
2794,3305,27.16,card,success,2024-04-05 02:46:56
2795,3306,12.61,cash,success,2023-08-20 20:22:52
2796,3308,46.57,card,success,2022-03-28 21:40:22
2797,3309,49.3,cash,success,2024-03-05 00:36:50
2798,3310,18.99,wallet,success,2023-03-02 11:41:21
2799,3311,46.23,card,success,2023-06-11 04:26:34
2800,3312,21.0,card,success,2022-04-25 06:38:24
2801,3314,19.86,wallet,success,2022-09-27 14:55:08
2802,3316,33.12,card,success,2023-05-21 03:01:47
2803,3317,33.87,cash,success,2023-09-11 02:32:05
2804,3318,22.8,wallet,success,2022-12-18 08:08:01
2805,3319,10.5,cash,success,2023-11-27 10:08:11
2806,3320,119.65,wallet,success,2022-03-18 08:33:17
2807,3321,4.41,cash,success,2024-05-05 01:05:42
2808,3322,117.33,cash,success,2023-06-08 19:06:34
2809,3323,17.02,cash,success,2023-06-13 01:50:11
2810,3324,56.21,cash,success,2022-11-07 07:13:20
2811,3326,37.84,card,success,2022-10-14 10:10:32
2812,3327,36.36,card,success,2023-12-22 18:49:47
2813,3328,56.35,card,success,2022-12-10 15:15:52
2814,3329,44.56,card,success,2023-12-25 01:02:55
2815,3330,57.69,card,success,2024-05-25 00:07:43
2816,3331,112.73,card,success,2023-07-13 18:20:20
2817,3333,42.89,wallet,success,2023-02-01 19:08:07
2818,3335,17.0,cash,success,2024-06-25 23:13:06
2819,3336,30.0,wallet,failed,2024-03-23 12:48:40
2820,3337,52.61,cash,success,2022-11-28 19:37:15
2821,3339,85.84,card,success,2022-05-28 01:21:27
2822,3341,42.23,wallet,success,2023-01-04 11:35:42
2823,3342,44.06,cash,success,2023-04-23 05:47:16
2824,3343,25.92,wallet,success,2023-09-09 02:24:47
2825,3344,24.83,cash,success,2023-02-06 05:54:22
2826,3345,40.42,wallet,success,2023-04-16 09:05:35
2827,3346,13.46,card,success,2022-08-04 11:12:45
2828,3347,29.36,card,success,2022-08-22 05:51:43
2829,3348,25.43,card,success,2024-05-11 12:04:59
2830,3349,34.86,card,success,2022-09-11 05:42:22
2831,3350,5.35,wallet,success,2022-04-18 20:48:37
2832,3351,38.25,cash,success,2023-06-19 11:35:35
2833,3353,7.26,wallet,failed,2022-03-15 22:11:54
2834,3354,79.05,card,success,2022-04-29 08:40:09
2835,3355,32.59,cash,success,2022-02-08 10:52:03
2836,3356,187.47,cash,success,2024-02-08 09:16:06
2837,3357,24.84,card,success,2022-08-11 03:02:52
2838,3358,3.99,wallet,success,2022-06-01 02:33:19
2839,3359,14.4,cash,success,2022-07-02 01:47:20
2840,3360,24.27,cash,success,2024-02-17 16:37:39
2841,3361,47.4,wallet,success,2023-03-01 09:58:13
2842,3362,42.12,wallet,success,2023-02-02 01:39:34
2843,3363,53.26,cash,success,2022-09-15 22:47:27
2844,3365,36.15,wallet,success,2022-03-08 16:31:12
2845,3367,118.05,cash,success,2023-12-12 10:00:14
2846,3368,48.47,card,success,2024-02-13 13:37:42
2847,3369,15.25,cash,success,2022-06-24 09:35:06
2848,3370,36.18,card,success,2024-05-21 09:50:03
2849,3371,23.62,cash,success,2023-06-08 08:55:19
2850,3373,33.03,wallet,success,2022-11-14 21:42:23
2851,3374,23.9,cash,success,2023-02-20 14:14:09
2852,3375,46.15,cash,success,2022-04-09 04:58:45
2853,3376,4.64,cash,success,2022-07-03 15:37:46
2854,3377,14.89,card,success,2023-05-22 01:50:47
2855,3378,11.39,wallet,success,2022-10-14 20:47:11
2856,3380,41.22,cash,success,2022-01-15 13:51:36
2857,3381,42.09,wallet,success,2022-11-07 20:33:09
2858,3383,5.93,cash,success,2023-07-25 22:22:10
2859,3384,45.2,card,success,2022-08-07 21:47:28
2860,3385,4.8,wallet,success,2022-11-16 14:19:21
2861,3386,6.54,wallet,success,2023-01-21 18:23:00
2862,3388,19.37,cash,success,2022-11-02 19:34:44
2863,3389,28.34,cash,success,2024-03-05 23:42:51
2864,3390,20.52,card,success,2022-01-22 08:41:35
2865,3391,13.17,card,success,2022-11-16 10:55:44
2866,3392,11.9,card,success,2022-12-27 02:04:51
2867,3393,45.35,card,success,2023-08-28 22:12:03
2868,3394,35.57,cash,success,2024-06-28 05:34:12
2869,3395,9.01,cash,refunded,2022-01-24 02:09:22
2870,3396,10.65,cash,success,2023-04-28 11:14:19
2871,3398,37.69,card,success,2023-09-13 06:37:00
2872,3399,13.83,wallet,success,2022-06-30 14:34:35
2873,3401,37.43,cash,success,2023-11-18 22:19:23
2874,3402,12.49,cash,success,2024-04-23 02:04:14
2875,3403,41.4,card,success,2023-08-05 08:49:37
2876,3404,4.34,card,success,2023-04-16 19:13:10
2877,3405,55.14,cash,success,2022-10-15 17:43:39
2878,3406,35.38,cash,success,2023-11-22 14:10:06
2879,3407,45.21,wallet,success,2023-07-17 15:45:47
2880,3408,63.14,cash,success,2024-03-14 19:42:21
2881,3409,11.75,card,success,2024-06-28 05:24:25
2882,3410,51.93,wallet,success,2023-04-03 10:10:55
2883,3411,129.72,cash,success,2024-05-24 23:58:26
2884,3413,23.84,card,success,2023-10-31 06:18:51
2885,3415,31.95,cash,success,2024-03-13 09:39:29
2886,3418,56.42,wallet,success,2022-01-17 06:01:41
2887,3419,19.87,cash,success,2022-02-13 14:17:25
2888,3420,52.09,cash,success,2024-01-11 14:54:54
2889,3421,40.32,cash,success,2023-05-13 16:32:12
2890,3422,112.28,card,success,2022-02-16 19:20:29
2891,3423,49.61,wallet,success,2022-06-27 22:42:22
2892,3425,109.02,card,success,2024-05-27 08:24:49
2893,3427,39.39,wallet,success,2023-03-27 03:44:42
2894,3428,7.31,card,success,2023-03-12 16:09:01
2895,3429,46.84,card,success,2022-10-23 10:15:49
2896,3430,15.03,wallet,success,2023-02-09 16:45:52
2897,3431,25.11,wallet,success,2024-04-18 03:35:55
2898,3432,28.4,cash,success,2024-02-17 16:43:34
2899,3433,36.02,wallet,success,2023-03-02 10:27:13
2900,3434,10.89,cash,success,2023-05-29 06:29:42
2901,3435,56.55,wallet,success,2022-12-05 04:07:25
2902,3436,33.49,cash,success,2022-09-20 00:13:17
2903,3437,42.22,cash,success,2022-08-21 07:34:04
2904,3438,96.07,wallet,success,2022-02-19 01:57:36
2905,3439,17.08,wallet,success,2024-03-31 06:57:13
2906,3440,8.94,wallet,success,2022-12-24 18:35:51
2907,3441,41.97,card,success,2022-05-15 09:55:16
2908,3442,28.75,wallet,success,2022-04-21 02:19:37
2909,3443,9.36,card,success,2024-03-06 23:24:28
2910,3444,64.64,wallet,success,2022-09-06 17:36:51
2911,3445,41.44,card,success,2022-12-26 21:05:03
2912,3447,36.98,wallet,success,2023-12-08 05:48:53
2913,3448,9.89,cash,success,2023-04-05 06:54:01
2914,3449,73.44,wallet,success,2024-03-21 13:32:20
2915,3450,7.92,wallet,success,2022-02-19 21:44:26
2916,3451,152.81,wallet,success,2023-01-27 02:57:01
2917,3452,56.07,card,success,2022-07-23 12:04:49
2918,3454,50.35,wallet,success,2023-08-21 06:03:45
2919,3455,26.25,wallet,success,2022-09-22 07:19:23
2920,3457,34.92,wallet,success,2023-03-08 17:49:08
2921,3459,23.4,card,success,2023-09-21 17:27:59
2922,3460,52.34,cash,success,2022-12-07 03:34:23
2923,3461,69.85,wallet,success,2022-03-02 18:58:07
2924,3463,44.3,wallet,success,2023-11-13 21:19:27
2925,3464,32.47,wallet,success,2022-08-24 09:56:16
2926,3465,45.45,cash,success,2022-04-07 09:38:21
2927,3468,99.77,cash,success,2022-08-07 00:06:58
2928,3469,32.41,wallet,success,2023-05-22 16:47:22
2929,3470,53.17,cash,success,2022-02-25 04:19:23
2930,3471,18.68,card,success,2022-06-28 18:36:54
2931,3472,10.12,card,success,2022-09-14 18:35:28
2932,3473,58.71,card,success,2023-06-24 22:53:40
2933,3475,10.43,cash,success,2024-05-18 12:26:36
2934,3476,30.63,wallet,success,2022-04-12 22:45:21
2935,3478,37.02,wallet,success,2022-11-26 20:51:44
2936,3479,15.89,cash,success,2023-11-21 13:50:26
2937,3481,44.51,card,success,2023-02-28 07:48:01
2938,3482,12.06,wallet,success,2023-01-31 06:47:26
2939,3484,6.6,wallet,success,2023-01-01 08:49:11
2940,3485,47.08,card,success,2024-02-05 07:38:28
2941,3487,30.22,card,success,2024-05-03 07:20:06
2942,3488,37.52,card,success,2022-10-20 11:03:31
2943,3489,7.52,cash,success,2024-05-22 21:04:49
2944,3490,22.16,cash,failed,2023-10-18 01:04:42
2945,3491,14.19,card,success,2024-01-25 22:58:52
2946,3492,9.64,wallet,success,2023-02-10 21:02:06
2947,3493,13.01,card,success,2023-03-01 15:11:13
2948,3494,35.58,card,success,2023-02-02 03:46:08
2949,3495,14.52,card,success,2024-06-14 16:33:47
2950,3497,11.04,card,success,2023-01-27 17:04:25
2951,3498,32.47,card,success,2022-10-23 06:53:29
