rider_id,user_id,rating,total_trips,created_at
595,250,3.52,84,2021-08-12 18:11:09
596,241,3.96,1,2022-04-22 22:51:10
597,1277,3.61,0,2021-06-15 13:36:52
598,1203,4.37,14,2021-10-08 20:29:00
599,296,3.74,1,2020-11-23 07:57:20
600,1338,4.2,85,2021-10-10 15:31:44
601,1823,3.34,2,2020-12-21 01:17:51
602,114,4.07,3,2021-08-29 00:39:29
603,153,3.01,7,2019-09-12 06:06:33
604,1418,4.94,2,2021-06-12 03:18:22
605,3,3.67,30,2021-12-16 06:15:12
606,982,3.44,11,2020-05-31 10:34:12
607,1878,4.4,2,2024-01-26 11:54:50
608,1022,3.11,3,2021-02-13 00:59:24
609,1129,3.79,3,2020-07-28 06:17:12
610,863,4.89,34,2019-07-31 05:39:41
611,96,4.86,11,2023-01-07 09:20:49
612,1271,3.47,8,2024-06-11 16:45:24
613,673,3.29,20,2022-12-10 11:13:40
614,1050,3.99,1,2022-08-15 06:56:16
615,1457,4.54,3,2023-07-24 12:24:12
616,1998,4.29,50,2021-02-04 11:28:54
617,1280,4.23,2,2023-09-23 10:52:50
618,1537,3.64,13,2021-09-25 00:33:49
619,1742,4.11,2,2020-06-15 04:23:13
620,552,3.36,52,2021-08-06 10:52:03
621,311,3.34,1,2021-12-11 20:09:38
622,1912,3.28,20,2021-08-29 07:13:10
623,1915,3.2,12,2019-12-26 07:56:53
624,520,4.95,1,2021-10-15 02:28:01
625,1659,3.98,3,2024-03-25 13:49:48
626,404,3.17,5,2019-07-26 19:04:54
627,557,3.11,1,2019-06-12 06:12:39
628,1639,4.06,14,2024-06-01 06:11:04
629,1484,3.09,4,2021-08-16 12:27:28
630,228,4.2,2,2021-03-13 14:12:33
631,1327,3.9,16,2021-08-12 14:41:29
632,1650,3.54,1,2020-12-16 13:59:03
633,1070,4.53,1,2024-06-07 03:35:53
634,418,3.43,7,2020-03-14 12:36:50
635,589,3.6,10,2023-07-02 07:27:41
636,701,4.46,55,2021-07-08 00:11:34
637,823,3.22,59,2022-12-04 00:51:11
638,722,3.24,1,2023-12-09 19:15:15
639,803,3.6,1,2023-11-10 06:31:05
640,596,3.92,5,2021-03-18 15:50:02
641,1298,3.58,45,2024-02-17 13:31:00
642,1305,3.41,5,2021-11-01 17:52:19
643,10,3.46,2,2023-05-06 05:00:08
644,956,4.07,1,2020-11-21 11:49:42
645,180,3.39,14,2023-07-05 04:33:52
646,289,3.44,87,2019-09-16 07:48:23
647,1178,4.75,1,2019-08-02 06:44:29
648,887,4.38,6,2021-01-14 13:17:43
649,504,4.65,2,2023-06-08 04:55:35
650,110,4.84,68,2020-07-20 03:17:40
651,1539,3.85,0,2019-04-27 07:19:24
652,1787,4.03,1,2023-04-22 04:09:09
653,20,4.07,9,2020-06-27 23:06:10
654,1689,4.62,2,2023-09-26 23:14:22
655,1612,3.14,30,2020-06-24 20:57:49
656,1868,3.96,4,2023-01-16 10:48:37
657,541,3.39,76,2021-06-05 05:06:41
658,715,4.65,4,2022-09-12 20:39:37
659,1907,3.37,42,2019-07-14 11:24:44
660,816,3.63,1,2020-01-15 17:54:56
661,1645,3.89,4,2021-08-07 20:50:55
662,316,3.82,3,2020-10-22 20:34:30
663,1347,4.85,13,2020-12-04 11:33:39
664,1510,3.97,2,2023-05-10 06:53:23
665,555,3.1,13,2023-05-10 08:50:31
666,824,4.13,1,2019-11-30 14:49:41
667,1603,3.71,1,2023-01-26 05:34:03
668,733,3.38,7,2021-05-17 11:52:40
669,981,4.74,0,2023-03-23 18:29:50
670,21,3.18,22,2023-01-28 19:03:25
671,1624,3.89,2,2022-03-23 04:49:26
672,1123,4.87,23,2024-01-15 19:14:46
673,1185,4.62,3,2024-01-04 11:51:46
674,1978,4.86,1,2021-08-22 08:28:41
675,962,3.45,1,2022-05-15 11:54:37
676,1440,3.27,1,2024-02-22 10:20:02
677,198,4.15,1,2022-03-14 09:51:21
678,1866,4.26,1,2022-08-28 23:59:26
679,1849,3.52,3,2021-11-26 20:44:03
680,247,3.11,0,2023-12-31 10:18:06
681,1321,4.15,3,2019-04-01 01:53:07
682,1523,4.38,1,2019-12-15 11:40:07
683,749,3.1,10,2024-01-25 09:28:04
684,859,4.11,2,2023-01-30 08:19:15
685,333,3.46,1,2019-02-22 16:46:14
686,1576,4.06,8,2020-12-27 20:45:57
687,1848,4.67,39,2021-11-23 12:37:14
688,1396,3.33,1,2019-09-22 00:53:40
689,372,4.08,87,2022-06-26 13:53:47
690,1449,4.33,1,2021-06-21 13:56:56
691,516,4.81,0,2020-06-12 19:07:12
692,172,4.3,51,2022-04-26 06:15:02
693,1960,3.55,0,2023-05-18 19:20:26
694,405,4.55,7,2021-07-13 10:15:00
695,497,4.24,0,2024-03-25 23:06:14
696,278,4.45,19,2023-12-16 19:37:13
697,1147,3.74,1,2020-06-14 08:03:29
698,1743,4.12,1,2022-02-26 10:56:13
699,1485,4.65,75,2023-03-04 05:47:57
700,1458,3.66,4,2023-11-10 01:56:23
701,1325,3.7,1,2023-06-04 06:30:03
702,214,3.25,10,2023-05-30 08:11:53
703,1116,4.48,0,2024-01-15 07:45:20
704,12,3.1,63,2020-03-21 17:05:42
705,422,3.14,4,2023-12-19 19:48:15
706,1346,3.93,1,2023-08-02 00:49:10
707,209,4.22,1,2024-05-15 01:41:21
708,495,4.68,14,2020-03-03 16:35:55
709,1850,3.6,5,2023-08-07 02:43:00
710,636,3.38,3,2024-03-05 08:16:05
711,1634,4.81,0,2022-11-04 20:37:02
712,1767,4.8,16,2022-12-06 18:19:16
713,28,3.03,0,2021-10-16 13:50:43
714,1716,4.5,2,2023-07-02 22:06:50
715,490,3.6,5,2021-03-27 03:44:40
716,746,4.85,5,2019-11-04 05:08:28
717,1275,4.58,0,2020-10-02 08:43:35
718,375,3.85,4,2020-05-11 17:12:57
719,933,4.05,3,2022-04-30 11:22:24
720,1994,4.96,11,2019-11-22 15:17:10
721,1604,3.17,18,2020-11-07 04:15:03
722,1345,4.28,1,2020-10-14 04:46:22
723,167,4.06,18,2021-11-27 16:24:58
724,871,4.5,8,2023-07-25 11:05:53
725,888,3.23,3,2019-09-12 12:06:07
726,352,4.16,2,2024-03-09 10:35:55
727,650,4.97,3,2023-03-08 14:37:27
728,623,4.67,17,2019-09-05 21:18:11
729,1246,3.55,3,2021-11-11 15:41:07
730,889,4.15,1,2019-03-12 09:56:39
731,1505,4.48,2,2024-04-01 13:24:17
732,1297,4.31,4,2023-11-15 19:26:13
733,621,4.26,2,2020-06-02 14:45:08
734,1560,4.67,0,2022-10-15 11:35:36
735,1565,3.94,3,2019-05-27 00:07:56
736,1921,3.74,4,2020-04-04 05:17:08
737,704,4.12,55,2022-08-14 03:06:24
738,91,4.85,1,2023-12-24 03:45:28
739,1431,3.42,88,2022-03-06 22:46:00
740,1211,3.18,9,2021-08-30 17:00:32
741,1152,4.49,1,2023-07-31 22:33:55
742,1953,4.5,0,2022-12-14 17:00:38
743,523,4.92,30,2019-02-06 22:29:17
744,1906,4.54,2,2021-09-16 06:53:08
745,1836,3.39,1,2022-05-10 20:48:39
746,19,3.04,0,2020-01-13 14:31:14
747,1788,3.24,1,2021-01-19 04:02:21
748,731,4.57,1,2019-09-05 23:49:38
749,632,3.02,1,2023-07-13 20:23:15
750,1731,3.25,1,2023-11-17 19:39:03
751,1068,4.97,2,2021-08-12 23:26:59
752,1155,3.27,8,2021-09-06 03:13:17
753,1954,3.7,1,2021-01-26 01:26:23
754,1124,4.45,1,2019-05-12 07:19:23
755,474,4.15,1,2023-07-09 03:05:14
756,1029,3.66,1,2023-07-21 05:20:53
757,195,4.6,7,2023-04-10 13:20:38
758,442,4.43,19,2019-05-13 17:10:22
759,727,3.57,1,2019-07-09 12:13:53
760,1399,4.76,1,2021-07-19 00:10:26
761,1491,3.42,53,2022-12-03 09:31:30
762,1662,3.41,32,2019-08-05 11:37:38
763,451,4.81,73,2023-07-08 12:58:58
764,468,3.99,4,2022-03-23 20:50:12
765,1811,4.52,1,2020-03-10 12:47:04
766,1504,4.83,21,2019-09-03 00:40:02
767,793,3.43,1,2021-12-19 07:23:15
768,792,4.02,1,2024-02-06 20:12:45
769,432,3.8,3,2021-02-01 06:19:33
770,838,3.42,5,2021-01-21 20:25:01
771,290,4.6,5,2019-07-07 12:17:37
772,1943,4.41,10,2024-04-30 21:01:07
773,790,3.67,0,2021-09-26 15:56:58
774,804,4.95,9,2022-08-29 14:10:18
775,388,3.18,4,2024-05-20 06:08:28
776,700,4.91,1,2022-10-31 05:28:52
777,1845,4.33,1,2019-09-25 00:45:48
778,80,4.3,0,2022-04-13 17:52:03
779,371,4.64,13,2021-01-13 19:36:47
780,1490,4.17,1,2023-11-01 00:35:35
781,1085,3.37,3,2021-12-13 05:07:11
782,1759,4.58,3,2019-12-26 10:29:02
783,1949,3.2,17,2021-06-20 13:11:20
784,58,3.49,1,2024-03-20 21:43:26
785,562,3.09,5,2020-02-21 09:32:52
786,1291,4.68,1,2021-01-15 14:31:06
787,1037,3.94,5,2020-07-18 13:20:12
788,1405,3.91,1,2020-05-07 03:45:10
789,454,4.09,1,2022-08-03 13:29:33
790,363,4.99,1,2022-03-21 01:24:18
791,1583,3.82,46,2021-12-02 00:32:24
792,158,4.83,46,2021-07-05 11:41:45
793,1797,3.35,19,2019-09-13 09:47:00
794,882,3.76,76,2021-03-02 21:47:00
795,268,3.51,2,2022-07-04 16:30:21
796,1361,3.15,4,2019-11-22 17:40:07
797,918,4.25,1,2022-12-05 20:19:50
798,1729,4.92,0,2021-10-01 13:13:04
799,396,4.27,34,2020-09-28 02:21:01
800,282,3.67,4,2024-05-26 07:07:26
801,1766,4.84,8,2022-06-26 13:35:51
802,1928,4.66,17,2019-05-14 03:24:11
803,374,4.95,3,2020-01-22 14:53:54
804,1174,3.07,3,2023-10-07 12:46:15
805,1369,4.09,10,2020-02-25 13:50:17
806,61,3.98,1,2020-10-26 20:29:26
807,1326,3.02,1,2020-03-19 09:13:23
808,961,3.97,1,2020-10-09 21:10:12
809,1077,3.84,58,2023-05-01 18:00:09
810,1292,4.74,1,2021-03-29 00:51:23
811,1217,4.27,5,2021-04-20 16:31:04
812,826,3.91,1,2023-07-02 03:17:48
813,1916,4.51,15,2020-12-15 07:50:03
814,861,4.18,2,2020-10-18 20:12:56
815,757,4.85,6,2023-11-23 12:47:34
816,950,3.82,13,2019-05-20 12:15:19
817,904,3.84,17,2022-06-03 09:07:51
818,1550,3.52,1,2024-02-29 07:11:41
819,63,4.25,3,2019-01-12 03:58:18
820,1398,4.14,31,2020-06-21 21:44:53
821,763,4.01,4,2021-05-14 09:33:29
822,605,4.88,79,2023-05-01 20:47:25
823,171,3.91,14,2021-04-17 16:30:16
824,252,4.74,45,2021-12-25 07:00:12
825,1421,3.22,17,2021-01-06 17:39:20
826,580,4.66,1,2021-10-18 02:00:54
827,978,4.08,4,2022-11-10 12:25:20
828,1130,3.27,1,2023-03-06 08:37:47
829,638,3.25,11,2021-04-06 01:36:09
830,56,4.78,86,2019-03-08 02:13:43
831,1873,4.28,13,2022-08-12 20:44:37
832,1772,4.61,1,2023-10-06 16:56:48
833,41,4.97,88,2019-11-25 06:27:22
834,1884,4.52,1,2021-04-21 22:24:47
835,794,4.55,1,2019-04-20 02:20:54
836,812,3.41,3,2020-10-09 01:19:59
837,577,4.18,11,2023-06-13 00:38:16
838,343,4.8,1,2023-04-25 23:49:58
839,1224,3.99,1,2023-08-31 17:55:52
840,1048,3.94,2,2022-01-20 19:44:04
841,877,4.92,14,2020-11-22 02:40:43
842,1308,4.46,4,2020-10-28 06:28:50
843,1404,3.81,2,2023-01-15 10:50:13
844,453,3.9,4,2021-02-19 01:03:12
845,1304,3.19,0,2019-01-27 04:29:32
846,1818,4.21,1,2024-04-18 15:01:53
847,1799,4.83,4,2021-12-20 15:16:34
848,1466,3.39,3,2024-06-01 19:52:06
849,149,4.75,1,2019-03-14 01:19:30
850,414,3.37,8,2020-02-01 19:13:00
851,98,3.79,3,2021-12-19 07:31:35
852,1175,3.53,1,2020-06-02 09:53:23
853,1582,4.94,61,2021-03-24 21:36:23
854,1036,3.14,0,2020-06-13 08:52:38
855,1673,4.72,3,2020-12-23 19:10:33
856,550,4.79,1,2024-03-13 23:21:08
857,1487,3.07,18,2022-01-11 08:42:07
858,1897,3.9,1,2020-02-21 04:04:26
859,75,3.01,2,2021-05-18 08:55:01
860,465,3.13,2,2019-06-25 20:11:08
861,725,4.41,5,2023-03-18 03:04:43
862,1013,4.38,4,2021-04-25 10:05:46
863,1003,3.2,1,2020-10-30 06:22:59
864,1706,3.32,3,2022-02-27 09:01:12
865,1253,5.0,1,2021-01-16 06:27:45
866,242,4.68,56,2024-06-21 11:56:21
867,178,3.15,4,2024-04-14 13:45:38
868,1140,3.97,1,2024-03-29 05:39:26
869,102,3.62,1,2024-05-24 16:13:22
870,1633,4.85,10,2020-03-24 00:12:39
871,1103,4.5,19,2023-08-18 02:32:47
872,1112,4.9,1,2019-03-29 11:51:25
873,1132,4.17,4,2023-09-30 17:03:25
874,893,3.95,4,2022-04-25 23:41:59
875,353,4.97,3,2023-11-20 09:36:54
876,1045,3.81,76,2020-07-23 14:14:34
877,407,3.35,4,2019-08-31 17:41:31
878,1136,4.98,43,2021-07-16 13:18:02
879,1683,4.59,76,2020-07-30 09:32:08
880,797,3.58,2,2021-04-03 08:55:49
881,1219,4.66,9,2024-06-29 01:51:02
882,1191,4.35,11,2020-06-19 14:25:48
883,1846,3.84,66,2019-12-02 04:17:12
884,813,4.07,7,2024-04-16 01:00:58
885,223,3.1,3,2020-08-20 19:47:36
886,1208,3.61,19,2023-06-22 17:30:24
887,1357,3.86,14,2022-03-31 05:23:48
888,1121,3.43,18,2023-01-15 10:27:01
889,70,3.02,3,2023-08-24 20:17:38
890,1566,3.8,2,2020-06-11 15:49:55
891,873,3.11,4,2020-04-15 12:39:50
892,582,4.56,0,2019-04-09 18:59:44
893,1573,4.19,1,2021-01-04 14:40:09
894,383,3.78,3,2022-07-10 13:52:30
895,1705,4.44,42,2019-08-06 17:25:38
896,423,4.14,9,2020-09-02 19:06:07
897,1323,3.82,4,2023-08-17 05:18:42
898,26,4.17,2,2019-01-31 23:53:38
899,879,3.68,3,2023-01-18 05:55:37
900,771,4.21,11,2019-04-04 06:49:53
901,1637,3.12,4,2023-03-18 16:51:58
902,511,3.49,1,2021-11-02 06:25:19
903,1746,4.91,2,2023-10-16 10:43:13
904,1363,4.93,1,2019-03-22 18:27:59
905,604,4.6,1,2020-11-02 16:08:12
906,1133,4.23,79,2019-10-05 23:45:27
907,1572,3.38,1,2019-04-18 12:30:22
908,130,4.31,22,2020-06-17 08:17:00
909,1686,3.32,3,2019-12-06 03:20:30
910,134,3.41,0,2022-03-28 17:09:59
911,770,4.13,1,2023-05-02 09:21:36
912,852,3.95,13,2019-08-23 18:56:42
913,36,4.31,9,2023-03-20 19:40:40
914,934,3.29,18,2020-01-08 16:08:32
915,401,3.05,1,2021-02-27 19:05:56
916,894,3.63,5,2021-05-17 20:11:11
917,1864,4.49,40,2019-12-14 13:58:45
918,1913,5.0,1,2019-12-11 17:43:41
919,54,4.14,0,2023-08-27 23:01:52
920,1722,4.62,6,2019-08-01 12:28:21
921,419,3.95,1,2019-01-20 12:55:01
922,979,3.91,1,2021-08-09 22:20:13
923,428,3.49,2,2019-06-17 03:08:23
924,1188,4.97,46,2020-03-25 13:35:42
925,1620,4.65,2,2021-07-25 20:01:59
926,762,3.59,33,2020-02-14 07:35:29
927,1319,3.37,1,2020-03-24 02:10:21
928,1299,3.19,3,2022-05-19 09:41:11
929,931,3.03,5,2021-11-29 13:19:13
930,1265,3.36,5,2023-12-31 23:04:08
931,724,3.54,0,2019-09-13 15:24:11
932,270,3.28,2,2019-02-22 20:55:41
933,213,4.17,1,2021-08-05 21:13:37
934,1667,4.48,3,2022-10-17 21:57:25
935,476,4.6,2,2023-01-14 02:19:39
936,99,4.77,5,2022-03-13 15:44:18
937,459,4.23,9,2020-10-08 23:48:26
938,1778,4.35,4,2022-07-30 23:08:58
939,1961,4.28,18,2022-01-02 02:42:10
940,587,3.63,1,2020-11-28 23:03:57
941,1254,4.85,6,2023-01-01 05:57:20
942,518,3.82,13,2022-12-17 15:02:44
943,64,4.21,3,2021-07-21 09:40:12
944,900,4.44,1,2019-03-16 21:30:23
945,1632,4.94,14,2020-02-21 03:01:52
946,581,3.54,17,2021-12-07 17:04:05
947,1042,4.65,3,2022-01-20 15:42:46
948,583,4.17,14,2021-12-25 18:13:52
949,69,3.22,2,2019-04-26 03:02:59
950,429,3.26,20,2019-11-27 06:20:59
951,425,4.15,3,2019-12-10 03:00:40
952,60,3.64,1,2023-07-27 11:25:00
953,698,4.16,75,2019-10-10 11:23:49
954,1838,3.34,1,2022-08-28 13:12:37
955,1619,4.08,3,2022-06-11 01:25:00
956,1236,4.99,5,2021-06-06 03:05:24
957,386,4.47,1,2023-07-23 20:39:51
958,1945,4.77,1,2021-03-04 04:29:33
959,1342,3.96,4,2022-08-22 15:00:05
960,1160,4.58,2,2023-05-15 23:53:07
961,1578,4.35,2,2020-01-30 06:28:39
962,1468,3.43,4,2022-03-24 15:48:56
963,501,5.0,1,2019-01-31 01:10:05
964,298,4.0,62,2021-04-16 11:33:47
965,1020,3.62,0,2021-03-15 02:51:42
966,411,3.05,14,2020-12-17 19:49:31
967,237,3.88,2,2023-09-29 01:29:07
968,395,4.95,33,2023-10-21 00:16:51
969,706,3.22,20,2019-04-12 01:32:17
970,257,3.98,3,2024-04-09 09:01:05
971,653,4.69,0,2020-02-10 20:26:29
972,699,3.17,5,2021-07-23 11:26:59
973,1189,3.09,1,2022-06-08 03:21:48
974,387,4.14,2,2023-07-02 19:33:01
975,1142,4.87,76,2020-09-18 08:23:10
976,329,3.79,3,2024-04-26 19:46:43
977,1501,3.26,8,2020-09-05 05:45:22
978,287,4.57,1,2020-12-17 00:26:05
979,1750,3.56,5,2021-04-15 19:15:03
980,1557,4.02,2,2021-04-20 03:54:13
981,255,3.9,1,2019-05-02 09:28:16
982,586,4.01,17,2019-12-31 08:09:44
983,563,3.45,1,2023-06-28 18:25:57
984,1422,3.82,1,2021-05-02 06:51:37
985,49,3.86,9,2020-04-04 22:13:48
986,1802,4.43,3,2019-01-31 05:23:52
987,703,3.34,3,2020-06-01 07:07:05
988,1552,3.4,3,2023-03-08 13:25:17
989,1098,4.37,2,2020-04-06 00:20:32
990,531,4.73,4,2022-01-21 05:49:46
991,1669,4.81,23,2019-01-05 15:06:32
992,1964,4.76,50,2020-11-07 16:38:38
993,1703,3.0,13,2019-03-06 01:37:37
994,203,3.04,16,2023-06-01 11:13:56
995,1395,3.75,67,2021-06-25 06:02:35
996,1533,4.49,5,2022-06-07 00:41:02
997,1967,3.91,21,2024-01-19 16:44:20
998,312,3.22,4,2019-01-16 00:05:43
999,1051,3.01,3,2023-06-07 23:27:22
1000,1258,4.14,4,2023-11-01 02:42:13
1001,976,5.0,2,2020-01-12 22:07:54
1002,1370,3.5,24,2022-06-16 00:00:14
1003,337,4.6,9,2019-03-13 21:38:29
1004,575,4.16,1,2019-10-14 21:45:47
1005,471,3.77,13,2024-05-04 10:20:28
1006,1524,3.3,21,2020-12-31 10:05:56
1007,1009,3.28,16,2023-03-17 06:30:49
1008,1707,3.4,3,2022-11-20 01:28:28
1009,1333,4.48,1,2023-12-14 02:59:51
1010,1774,4.35,19,2023-11-29 04:53:22
1011,279,4.45,1,2024-04-03 08:42:41
1012,384,3.09,2,2019-01-28 16:06:28
1013,1143,4.08,48,2021-11-12 12:29:31
1014,1540,3.6,5,2019-09-13 09:18:46
1015,85,4.89,4,2023-08-29 08:59:51
1016,1528,3.85,1,2021-03-12 14:51:37
1017,876,3.78,5,2019-05-07 05:37:37
1018,291,3.1,54,2024-01-28 23:03:31
1019,528,4.63,1,2024-01-06 11:17:45
1020,1847,4.03,13,2020-11-11 18:37:43
1021,849,3.5,16,2020-01-04 21:56:53
1022,1551,4.78,3,2021-01-29 01:42:33
1023,989,4.91,12,2019-09-14 06:17:54
1024,899,4.86,1,2023-06-15 02:53:21
1025,399,4.76,4,2021-09-16 01:12:28
1026,1761,3.18,1,2024-02-20 23:07:39
1027,850,4.11,4,2022-02-21 14:58:15
1028,668,4.39,1,2021-10-21 10:09:32
1029,87,4.0,0,2023-11-17 06:39:57
1030,185,4.93,10,2021-08-18 04:08:03
1031,1473,3.3,4,2019-02-26 10:56:10
1032,220,3.38,67,2021-03-18 02:10:14
1033,798,4.61,2,2019-02-07 09:38:24
1034,1559,3.14,2,2020-09-24 02:34:37
1035,1834,3.65,12,2021-01-13 02:04:10
1036,1800,3.56,1,2022-07-01 07:01:01
1037,236,3.06,4,2021-09-26 08:05:05
1038,1303,3.75,3,2023-11-21 16:46:30
1039,301,4.21,7,2021-02-16 21:53:57
1040,1666,3.57,16,2021-04-29 05:34:34
1041,1614,4.73,7,2022-09-03 23:57:44
1042,666,3.88,1,2019-06-16 17:48:52
1043,347,3.19,1,2023-09-07 10:58:23
1044,881,3.28,1,2024-06-23 17:19:05
1045,1052,4.44,13,2020-03-08 17:24:21
1046,560,4.41,61,2023-08-02 20:20:06
1047,1055,4.82,4,2023-04-25 04:20:03
1048,1195,3.3,1,2020-03-04 01:04:56
1049,1441,4.31,1,2023-05-14 21:19:29
1050,592,3.89,0,2021-06-16 20:21:18
1051,753,4.94,2,2020-04-08 20:00:14
1052,839,4.92,0,2022-04-30 01:11:27
1053,802,3.28,1,2023-07-08 09:09:58
1054,1284,3.69,4,2019-08-06 13:39:02
1055,1588,3.99,4,2021-10-05 23:59:06
1056,663,4.81,3,2022-12-23 16:28:14
1057,1238,3.45,4,2022-01-18 20:31:04
1058,13,4.27,1,2020-08-21 13:16:41
1059,1489,3.82,12,2020-05-11 09:16:19
1060,805,4.9,3,2020-11-21 13:35:29
1061,1097,3.69,3,2022-11-12 21:02:24
1062,186,3.03,11,2021-07-04 11:23:09
1063,1179,3.17,2,2024-04-09 12:16:40
1064,1862,3.19,2,2023-10-06 21:38:49
1065,1337,4.9,2,2023-09-10 22:47:08
1066,524,4.4,1,2019-11-30 00:08:03
1067,1391,4.1,20,2022-07-24 18:30:48
1068,1433,4.88,24,2024-05-06 04:33:35
1069,1835,3.35,19,2024-05-16 03:31:57
1070,594,4.95,2,2021-12-10 20:01:06
1071,924,4.13,17,2021-06-10 06:10:54
1072,109,4.33,19,2022-05-20 05:55:05
1073,215,3.23,19,2019-04-09 12:15:23
1074,1815,3.12,4,2024-02-13 03:40:08
1075,486,3.35,4,2019-06-22 01:32:11
1076,808,3.53,3,2022-06-22 20:24:01
1077,231,3.05,3,2019-09-22 20:55:41
1078,285,3.26,1,2021-01-22 19:25:03
1079,1184,4.04,3,2022-11-24 19:55:32
1080,464,3.17,23,2019-10-06 18:50:01
1081,4,4.45,1,2020-06-30 03:11:02
1082,951,3.4,4,2020-01-31 01:09:36
1083,302,4.14,4,2024-05-02 11:26:51
1084,243,3.85,1,2021-12-26 01:05:05
1085,1358,3.18,11,2019-04-02 05:37:05
1086,897,4.31,4,2021-04-01 17:56:59
1087,157,4.89,9,2022-03-08 18:56:32
1088,173,3.02,1,2022-08-27 01:08:00
1089,1232,3.87,3,2021-10-07 01:23:04
1090,18,3.45,1,2021-03-14 06:47:45
1091,954,3.62,0,2019-05-23 22:16:09
1092,993,4.94,1,2021-08-07 00:51:37
1093,1525,4.31,10,2020-03-24 09:46:07
1094,1860,4.96,1,2022-07-25 16:03:52
1095,358,4.98,10,2024-05-23 19:26:32
1096,1463,3.6,19,2019-03-20 03:33:34
1097,625,3.21,13,2019-10-01 18:09:03
1098,1157,3.67,22,2019-01-22 06:17:39
1099,1816,3.73,17,2024-04-28 16:05:29
1100,416,4.97,1,2021-08-18 10:13:41
1101,479,3.98,2,2020-04-07 14:50:44
1102,1698,3.52,1,2021-12-22 13:11:13
1103,1740,4.12,13,2022-08-03 15:50:41
1104,1242,3.17,1,2022-06-27 07:18:43
1105,238,4.07,2,2020-05-21 23:43:26
1106,156,4.88,1,2019-11-12 12:37:21
1107,16,4.5,3,2020-01-28 03:27:58
1108,719,4.65,7,2020-07-23 09:48:59
1109,840,3.79,3,2019-01-12 18:51:09
1110,1442,4.02,1,2022-07-23 15:07:19
1111,1855,4.41,2,2022-04-18 16:38:23
1112,463,4.87,2,2022-05-28 08:16:53
1113,1201,4.91,5,2020-02-08 23:08:39
1114,716,3.55,2,2019-08-26 22:50:41
1115,357,4.91,2,2024-04-14 15:01:42
1116,556,4.76,7,2022-06-24 00:04:59
1117,445,4.7,1,2022-10-05 05:44:51
1118,1543,4.02,1,2021-04-17 12:02:10
1119,140,4.58,5,2021-06-30 17:21:10
1120,709,3.95,18,2019-09-08 03:58:35
1121,1047,4.32,1,2023-12-02 08:18:27
1122,1992,3.12,0,2020-10-07 06:44:56
1123,576,3.72,3,2019-04-24 09:35:41
1124,1018,3.83,3,2019-12-05 04:40:30
1125,1678,4.61,0,2021-07-31 08:17:18
1126,1696,4.0,2,2023-02-10 18:52:31
1127,46,4.99,2,2020-03-28 06:48:56
1128,1,3.25,66,2021-08-31 02:24:25
1129,1268,4.73,2,2020-10-12 19:34:49
1130,937,3.62,1,2021-08-12 13:22:03
1131,1536,4.45,4,2022-03-21 15:49:29
1132,369,4.1,4,2019-12-10 04:42:25
1133,9,3.3,1,2021-11-10 18:44:10
1134,330,4.58,11,2022-09-06 17:40:08
1135,1289,4.69,14,2024-02-22 10:20:10
1136,1113,4.48,84,2022-01-11 22:11:12
1137,1898,3.33,25,2021-03-08 18:44:55
1138,1930,4.15,1,2020-06-18 14:17:08
1139,1244,3.03,1,2022-05-26 17:30:42
1140,1900,4.32,5,2021-05-08 18:47:34
1141,1901,4.6,1,2024-06-20 03:59:26
1142,886,4.64,4,2020-01-20 09:35:20
1143,1486,3.2,3,2024-03-17 20:15:41
1144,276,3.99,1,2020-08-30 14:22:00
1145,1940,4.09,4,2019-09-07 12:11:15
1146,1445,4.06,21,2022-12-11 08:28:12
1147,936,3.5,4,2022-08-25 23:07:50
1148,682,3.47,36,2020-12-01 03:06:46
1149,1813,3.67,1,2023-12-28 23:56:54
1150,1725,4.58,16,2023-04-04 19:43:09
1151,1456,4.75,14,2023-04-11 19:17:55
1152,1779,4.61,25,2019-07-21 05:48:56
1153,854,4.06,0,2021-05-11 07:34:34
1154,1220,4.17,0,2022-07-28 04:43:32
1155,1554,4.07,1,2022-06-12 18:18:27
1156,1723,3.81,5,2019-02-26 19:32:37
1157,462,3.69,2,2019-11-02 12:43:51
1158,686,4.63,1,2019-05-16 21:40:10
1159,1601,3.36,1,2020-05-15 04:52:14
1160,1462,4.63,20,2022-02-26 20:58:55
1161,1027,3.62,78,2021-05-16 17:12:17
1162,1596,3.16,7,2020-08-02 09:33:40
1163,720,3.49,1,2019-04-02 01:19:58
1164,1854,3.24,14,2022-06-01 06:10:32
1165,1411,3.1,1,2024-03-14 05:53:20
1166,1581,4.49,13,2023-06-29 02:31:27
1167,254,3.85,3,2021-01-14 18:37:47
1168,1609,3.99,5,2019-11-09 04:20:25
1169,483,4.43,1,2024-06-17 04:33:08
1170,983,4.74,22,2022-04-11 07:27:02
1171,761,3.11,3,2019-07-01 14:39:30
1172,1249,3.41,17,2019-07-14 02:59:36
1173,361,5.0,5,2020-09-18 11:41:54
1174,1587,3.21,1,2022-10-19 21:59:33
1175,747,4.1,3,2024-01-14 23:37:17
1176,1167,4.25,2,2019-06-03 18:53:12
1177,1245,3.16,14,2021-05-07 13:43:40
1178,1176,3.06,8,2019-02-11 00:44:08
1179,306,3.42,7,2023-01-15 06:55:31
1180,806,4.63,3,2021-01-17 20:01:55
1181,1638,3.21,11,2023-03-23 04:55:24
