trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method
1133,102,181,9,6,"2024-03-24 23:07:06","2024-03-24 23:16:06","2024-03-24 23:25:06",completed,4.97,9,9.77,1,9.77,cash
1134,102,46,22,30,"2024-04-11 10:26:56","2024-04-11 10:32:56","2024-04-11 11:29:56",completed,26.5,57,43.05,1,43.05,wallet
1135,102,131,36,38,"2023-01-25 21:00:09","2023-01-25 21:09:09",NULL,cancelled,22.53,49,37.08,1,37.08,card
1136,102,208,19,18,"2023-11-22 07:31:17","2023-11-22 07:38:17","2023-11-22 07:51:17",completed,12.23,13,18.55,2.89,53.61,wallet
1137,102,193,6,8,"2024-04-15 13:06:59","2024-04-15 13:11:59",NULL,cancelled,0.55,3,3.71,1,3.71,card
1138,102,132,1,6,"2023-03-22 07:10:57","2023-03-22 07:17:57","2023-03-22 07:20:57",completed,0.5,3,3.65,1.98,7.23,card
1139,103,132,10,2,"2024-06-07 00:45:12","2024-06-07 00:50:12",NULL,cancelled,17.77,36,29.25,1.94,56.74,wallet
1140,103,293,38,32,"2022-07-29 07:08:20","2022-07-29 07:13:20","2022-07-29 08:05:20",completed,26.63,52,42.19,2.66,112.23,cash
1141,104,97,36,34,"2023-07-27 07:58:11","2023-07-27 08:09:11","2023-07-27 08:43:11",completed,15.03,34,25.83,1.53,39.52,card
1142,105,207,2,10,"2023-09-19 13:34:52","2023-09-19 13:36:52","2023-09-19 14:36:52",completed,20.25,60,36.78,1,36.78,wallet
1143,106,193,9,3,"2024-01-10 14:01:21","2024-01-10 14:06:21","2024-01-10 14:58:21",completed,19.65,52,34.52,1,34.52,cash
1144,106,186,40,39,"2023-01-20 02:29:17","2023-01-20 02:37:17","2023-01-20 03:36:17",completed,31.58,59,49.04,1,49.04,wallet
1145,106,322,16,11,"2022-03-27 19:49:25","2022-03-27 20:01:25","2022-03-27 20:43:25",completed,33.05,42,47.25,1,47.25,cash
1146,106,282,20,17,"2022-09-02 00:17:37","2022-09-02 00:28:37",NULL,cancelled,10.38,10,15.92,2.53,40.28,cash
1147,106,247,13,17,"2023-07-07 13:10:26","2023-07-07 13:14:26",NULL,cancelled,5.21,13,10.83,1,10.83,wallet
1148,106,126,12,16,"2023-10-23 18:23:07","2023-10-23 18:32:07","2023-10-23 18:36:07",completed,1.61,4,5.07,1.8,9.13,wallet
1149,106,375,18,13,"2023-03-08 19:07:44","2023-03-08 19:19:44",NULL,cancelled,15,43,27.6,2.19,60.44,wallet
1150,106,271,5,1,"2024-02-08 17:07:39","2024-02-08 17:14:39","2024-02-08 17:30:39",completed,8.83,16,15.41,2.71,41.76,wallet
1151,106,162,40,38,"2022-08-09 11:43:37","2022-08-09 11:51:37","2022-08-09 12:15:37",completed,18.92,24,28.11,1.28,35.98,card
1152,106,142,4,1,"2023-09-27 23:09:18","2023-09-27 23:20:18","2023-09-27 23:36:18",completed,7.57,16,14.03,1,14.03,wallet
1153,106,99,38,31,"2022-10-12 12:44:48","2022-10-12 12:53:48","2022-10-12 13:51:48",completed,44.21,58,62.73,1,62.73,wallet
1154,106,348,9,3,"2022-06-23 10:12:25","2022-06-23 10:18:25",NULL,cancelled,24.79,61,41.97,1,41.97,cash
1155,106,39,4,1,"2023-10-24 22:17:57","2023-10-24 22:22:57","2023-10-24 22:37:57",completed,8.3,15,14.63,1,14.63,cash
1156,106,227,9,4,"2023-10-23 07:04:45","2023-10-23 07:14:45","2023-10-23 07:38:45",completed,14.86,24,23.65,1.8,42.57,cash
1157,106,269,11,17,"2024-01-08 13:57:05","2024-01-08 14:06:05","2024-01-08 14:53:05",completed,28.25,47,42.98,1,42.98,card
1158,106,291,16,15,"2022-06-06 02:17:45","2022-06-06 02:19:45","2022-06-06 02:29:45",completed,5.24,10,10.26,1,10.26,cash
1159,106,390,25,21,"2022-10-05 19:28:15","2022-10-05 19:35:15","2022-10-05 20:34:15",completed,21.88,59,38.37,2.48,95.16,wallet
1160,106,25,9,6,"2023-05-21 09:18:30","2023-05-21 09:28:30","2023-05-21 09:40:30",completed,4.05,12,9.36,1,9.36,cash
1161,106,254,11,19,"2022-02-03 01:22:54","2022-02-03 01:26:54","2022-02-03 01:58:54",completed,27.3,32,38.93,1.21,47.11,cash
1162,107,291,15,20,"2023-01-16 02:53:50","2023-01-16 02:56:50","2023-01-16 03:08:50",completed,4.94,12,10.33,1,10.33,card
1163,108,33,26,27,"2023-11-10 10:19:11","2023-11-10 10:22:11","2023-11-10 10:52:11",completed,14.79,30,24.77,1,24.77,card
1164,108,17,25,26,"2024-05-07 11:53:53","2024-05-07 11:59:53","2024-05-07 12:28:53",completed,21.7,29,32.17,1,32.17,cash
1165,108,347,20,11,"2023-08-21 04:28:36","2023-08-21 04:34:36","2023-08-21 05:18:36",completed,23.66,44,37.33,1,37.33,wallet
1166,108,141,19,11,"2022-12-16 22:27:40","2022-12-16 22:39:40","2022-12-16 23:39:40",completed,28.35,60,45.69,1.83,83.61,card
1167,109,345,5,6,"2023-05-21 04:36:44","2023-05-21 04:46:44","2023-05-21 05:09:44",completed,10.16,23,18.28,1,18.28,cash
1168,110,25,5,3,"2023-02-09 21:10:01","2023-02-09 21:16:01","2023-02-09 22:20:01",completed,21.47,64,38.92,1,38.92,cash
1169,111,281,20,11,"2022-03-05 02:40:09","2022-03-05 02:42:09","2022-03-05 03:20:09",completed,20.19,38,32.31,1,32.31,wallet
1170,111,9,19,17,"2024-02-10 05:19:50","2024-02-10 05:31:50",NULL,cancelled,1.47,3,4.72,1.33,6.28,cash
1171,111,21,40,39,"2023-11-27 15:49:54","2023-11-27 15:54:54","2023-11-27 16:22:54",completed,19.32,28,29.35,1,29.35,cash
1172,111,380,9,2,"2022-12-13 05:30:16","2022-12-13 05:32:16","2022-12-13 06:37:16",completed,25.51,65,43.56,1,43.56,card
1173,112,274,39,32,"2023-07-21 18:00:44","2023-07-21 18:02:44","2023-07-21 18:16:44",completed,6.47,14,12.42,2.89,35.89,card
1174,112,150,4,2,"2022-08-29 10:53:52","2022-08-29 11:00:52","2022-08-29 11:31:52",completed,21.44,31,32.28,1,32.28,wallet
1175,113,185,13,20,"2023-07-05 22:30:34","2023-07-05 22:39:34","2023-07-05 22:45:34",completed,3.61,6,7.67,1,7.67,wallet
1176,113,24,40,39,"2023-12-03 03:38:25","2023-12-03 03:41:25","2023-12-03 04:35:25",completed,25.55,54,41.41,1,41.41,cash
1177,113,36,7,1,"2023-03-08 11:05:11","2023-03-08 11:09:11","2023-03-08 11:12:11",completed,3.3,3,6.73,1,6.73,cash
1178,114,184,7,6,"2022-02-27 07:25:43","2022-02-27 07:31:43","2022-02-27 07:37:43",completed,2.81,6,6.79,1,6.79,cash
1179,114,275,19,13,"2023-10-06 06:17:54","2023-10-06 06:28:54","2023-10-06 06:33:54",completed,4.22,5,8.14,1,8.14,wallet
1180,114,318,32,34,"2023-12-21 02:25:59","2023-12-21 02:35:59",NULL,cancelled,5.38,11,10.62,1,10.62,wallet
1181,115,76,39,34,"2023-11-22 02:36:37","2023-11-22 02:41:37","2023-11-22 02:47:37",completed,6.24,6,10.56,1,10.56,cash
1182,116,270,21,28,"2023-03-14 00:17:32","2023-03-14 00:29:32","2023-03-14 01:13:32",completed,21.76,44,35.24,1,35.24,cash
1183,116,2,23,27,"2022-07-12 14:05:35","2022-07-12 14:10:35","2022-07-12 15:02:35",completed,24.96,52,40.36,1,40.36,wallet
1184,116,82,27,23,"2022-05-18 03:29:24","2022-05-18 03:34:24","2022-05-18 04:07:24",completed,27.98,33,39.88,1,39.88,wallet
1185,116,270,25,23,"2023-07-17 09:22:28","2023-07-17 09:26:28","2023-07-17 09:39:28",completed,6.1,13,11.81,1,11.81,wallet
1186,116,24,35,39,"2022-09-25 01:45:19","2022-09-25 01:47:19","2022-09-25 01:57:19",completed,6.99,10,12.19,1,12.19,card
1187,116,278,33,40,"2022-11-26 03:52:57","2022-11-26 04:01:57","2022-11-26 05:02:57",completed,24.38,61,41.52,1,41.52,cash
1188,116,100,23,27,"2022-07-14 18:17:21","2022-07-14 18:26:21","2022-07-14 19:05:21",completed,26.54,39,39.49,1.94,76.61,cash
1189,116,362,19,12,"2024-06-20 23:36:30","2024-06-20 23:48:30","2024-06-20 23:55:30",completed,1.88,7,5.97,1,5.97,cash
1190,116,299,40,33,"2024-06-12 12:11:08","2024-06-12 12:17:08","2024-06-12 12:44:08",completed,20.57,27,30.53,1,30.53,wallet
1191,116,350,23,27,"2023-09-28 03:45:36","2023-09-28 03:55:36","2023-09-28 04:20:36",completed,23.43,25,33.27,1,33.27,cash
1192,116,260,8,9,"2022-11-22 00:56:01","2022-11-22 01:00:01","2022-11-22 01:06:01",completed,3.14,6,7.15,1,7.15,card
1193,116,347,18,20,"2022-01-24 00:17:54","2022-01-24 00:24:54","2022-01-24 01:10:54",completed,16.56,46,29.92,1,29.92,card
1194,116,82,26,22,"2024-03-06 12:07:52","2024-03-06 12:09:52",NULL,in_progress,8.7,20,16.07,1,16.07,cash
1195,116,53,31,32,"2022-12-11 23:48:01","2022-12-11 23:58:01","2022-12-12 01:02:01",completed,31.03,64,49.43,1,49.43,card
1196,116,29,16,15,"2023-01-10 07:59:54","2023-01-10 08:10:54","2023-01-10 08:18:54",completed,5.84,8,10.52,2.23,23.46,card
1197,116,341,20,12,"2022-02-03 09:09:32","2022-02-03 09:21:32","2022-02-03 09:40:32",completed,8.65,19,15.82,1,15.82,wallet
1198,116,154,21,25,"2023-09-09 23:52:19","2023-09-09 23:54:19","2023-09-10 00:45:19",completed,24.51,51,39.66,2.87,113.82,card
1199,116,128,38,39,"2022-07-24 18:53:06","2022-07-24 18:57:06","2022-07-24 19:19:06",completed,22.03,22,31.13,1,31.13,wallet
1200,116,57,37,32,"2023-01-16 03:36:21","2023-01-16 03:43:21",NULL,cancelled,15.94,51,30.23,1,30.23,cash
1201,116,14,26,28,"2024-06-23 00:05:18","2024-06-23 00:14:18","2024-06-23 01:29:18",completed,26.43,75,46.57,1,46.57,card
1202,116,15,10,8,"2023-07-04 15:17:31","2023-07-04 15:21:31","2023-07-04 15:53:31",completed,17.24,32,27.86,1,27.86,wallet
1203,116,88,29,22,"2023-08-31 21:57:50","2023-08-31 22:07:50",NULL,cancelled,34.91,47,50.3,1,50.3,card
1204,116,193,4,1,"2024-03-27 06:21:31","2024-03-27 06:33:31","2024-03-27 07:00:31",completed,10.28,27,19.21,1,19.21,card
1205,116,249,20,13,"2022-02-10 15:32:36","2022-02-10 15:34:36","2022-02-10 15:40:36",completed,2.77,6,6.75,1,6.75,cash
1206,116,3,3,5,"2024-02-04 23:24:26","2024-02-04 23:30:26","2024-02-05 00:15:26",completed,20.14,45,33.65,1,33.65,wallet
1207,116,285,29,30,"2022-09-24 20:33:33","2022-09-24 20:36:33","2022-09-24 21:27:33",completed,27.78,51,43.26,1,43.26,card
1208,116,61,34,33,"2022-07-30 00:01:28","2022-07-30 00:12:28",NULL,cancelled,8.77,14,14.95,1.88,28.11,wallet
1209,116,271,4,9,"2023-04-05 09:58:16","2023-04-05 10:07:16","2023-04-05 10:32:16",completed,13.73,25,22.6,1,22.6,cash
1210,116,313,16,20,"2023-02-21 17:39:49","2023-02-21 17:48:49","2023-02-21 18:16:49",completed,10.68,28,19.85,2.6,51.61,cash
1211,116,89,17,20,"2024-03-23 19:49:56","2024-03-23 19:54:56","2024-03-23 20:11:56",completed,8.26,17,14.99,1,14.99,cash
1212,116,221,9,8,"2023-07-15 14:13:00","2023-07-15 14:15:00","2023-07-15 14:23:00",completed,3.09,8,7.5,1,7.5,card
1213,116,290,32,38,"2022-08-13 22:55:40","2022-08-13 22:58:40","2022-08-14 00:09:40",completed,26.93,71,46.32,2.65,122.75,wallet
1214,116,206,25,24,"2022-11-22 09:53:53","2022-11-22 09:58:53","2022-11-22 10:24:53",completed,18.44,26,27.98,1,27.98,card
1215,116,20,35,37,"2022-02-18 03:32:59","2022-02-18 03:35:59","2022-02-18 04:12:59",completed,23.87,37,36.16,1,36.16,cash
1216,116,75,7,3,"2022-09-28 12:45:43","2022-09-28 12:53:43","2022-09-28 13:54:43",completed,15.55,61,31.8,1,31.8,wallet
1217,116,114,37,34,"2022-12-26 00:08:10","2022-12-26 00:11:10","2022-12-26 00:54:10",completed,18.79,43,31.77,1,31.77,card
1218,116,76,31,32,"2024-01-09 10:39:29","2024-01-09 10:42:29","2024-01-09 11:14:29",completed,32.66,32,44.83,1,44.83,cash
1219,116,190,25,21,"2023-06-04 13:09:56","2023-06-04 13:12:56",NULL,cancelled,21.04,65,38.64,1,38.64,card
1220,116,241,31,36,"2023-10-04 16:20:33","2023-10-04 16:29:33",NULL,in_progress,29.84,39,43.12,1,43.12,cash
1221,116,399,26,30,"2023-07-28 08:18:32","2023-07-28 08:21:32",NULL,cancelled,17.55,31,28.01,1.77,49.58,wallet
1222,116,374,3,9,"2023-08-08 16:10:43","2023-08-08 16:19:43","2023-08-08 16:47:43",completed,24.94,28,35.53,1,35.53,cash
1223,116,10,35,40,"2022-09-18 08:56:16","2022-09-18 09:01:16","2022-09-18 09:55:16",completed,29.88,54,46.17,1,46.17,wallet
1224,116,18,28,22,"2024-02-14 04:47:34","2024-02-14 04:54:34","2024-02-14 05:24:34",completed,10.68,30,20.25,1,20.25,wallet
1225,116,336,18,16,"2022-09-11 13:05:00","2022-09-11 13:13:00","2022-09-11 13:48:00",completed,16.26,35,27.39,1,27.39,wallet
1226,117,362,19,20,"2022-06-29 04:24:48","2022-06-29 04:32:48","2022-06-29 04:46:48",completed,9.42,14,15.66,1,15.66,cash
1227,117,344,32,35,"2022-09-10 09:45:57","2022-09-10 09:51:57","2022-09-10 10:00:57",completed,2.3,9,6.83,1,6.83,cash
1228,117,385,8,4,"2022-04-26 12:27:16","2022-04-26 12:39:16","2022-04-26 12:58:16",completed,9.42,19,16.66,1,16.66,cash
1229,118,35,31,37,"2023-09-17 22:21:24","2023-09-17 22:32:24","2023-09-17 23:17:24",completed,41.96,45,57.66,1,57.66,cash
1230,118,293,31,34,"2023-01-30 20:00:25","2023-01-30 20:02:25","2023-01-30 20:32:25",completed,40.92,30,53.51,1,53.51,card
1231,118,189,17,12,"2022-11-17 11:17:17","2022-11-17 11:29:17","2022-11-17 11:33:17",completed,2.06,4,5.57,1,5.57,card
1232,119,269,19,12,"2023-12-08 22:30:08","2023-12-08 22:34:08","2023-12-08 22:38:08",completed,1.11,4,4.52,2.21,9.99,cash
1233,119,106,1,2,"2024-06-04 01:18:43","2024-06-04 01:21:43",NULL,cancelled,28.43,45,42.77,1,42.77,cash
1234,119,287,38,39,"2022-08-19 18:26:09","2022-08-19 18:32:09","2022-08-19 18:55:09",completed,12.93,23,21.32,1.81,38.59,card
1235,119,126,12,15,"2024-01-05 19:42:32","2024-01-05 19:49:32","2024-01-05 20:01:32",completed,7.03,12,12.63,1.72,21.72,wallet
1236,119,57,34,31,"2023-10-23 21:08:06","2023-10-23 21:14:06","2023-10-23 21:43:06",completed,33.25,29,44.88,1,44.88,wallet
1237,119,106,1,4,"2024-03-16 11:48:19","2024-03-16 11:59:19","2024-03-16 12:25:19",completed,9.48,26,18.13,1,18.13,wallet
1238,119,174,26,23,"2022-04-11 09:33:59","2022-04-11 09:42:59","2022-04-11 10:32:59",completed,24.62,50,39.58,1,39.58,cash
1239,119,298,5,10,"2023-05-04 12:24:50","2023-05-04 12:26:50","2023-05-04 12:42:50",completed,11.84,16,18.72,1,18.72,card
1240,119,196,32,34,"2023-03-28 10:22:50","2023-03-28 10:34:50","2023-03-28 10:42:50",completed,7.11,8,11.92,1,11.92,card
1241,119,375,19,20,"2022-03-12 16:50:51","2022-03-12 17:02:51","2022-03-12 17:17:51",completed,7.83,15,14.11,1,14.11,card
1242,119,226,39,34,"2022-01-22 06:25:45","2022-01-22 06:31:45","2022-01-22 06:38:45",completed,4.49,7,8.84,1,8.84,cash
1243,119,98,25,24,"2023-07-31 12:20:04","2023-07-31 12:32:04","2023-07-31 13:10:04",completed,29.03,38,42.03,1,42.03,cash
1244,119,15,7,9,"2023-07-14 15:07:34","2023-07-14 15:11:34","2023-07-14 15:27:34",completed,8.84,16,15.42,1,15.42,wallet
1245,119,198,26,21,"2023-01-30 18:01:20","2023-01-30 18:03:20",NULL,cancelled,36,38,49.7,2.21,109.84,wallet
1246,120,46,26,30,"2023-09-11 00:06:27","2023-09-11 00:16:27","2023-09-11 00:44:27",completed,18.64,28,28.6,1,28.6,wallet
1247,120,10,36,31,"2023-06-28 20:41:52","2023-06-28 20:50:52","2023-06-28 21:24:52",completed,31.08,34,43.49,1,43.49,cash
1248,120,289,17,19,"2022-03-19 02:14:21","2022-03-19 02:22:21","2022-03-19 02:25:21",completed,2.35,3,5.69,1,5.69,wallet
1249,120,36,10,6,"2023-02-23 12:16:32","2023-02-23 12:18:32","2023-02-23 12:44:32",completed,17.51,26,26.96,1,26.96,wallet
1250,120,354,30,21,"2024-03-04 01:39:28","2024-03-04 01:49:28","2024-03-04 02:17:28",completed,43.33,28,55.76,1,55.76,card
1251,120,304,33,32,"2023-12-17 03:05:22","2023-12-17 03:16:22","2023-12-17 03:45:22",completed,10.23,29,19.55,1,19.55,card
1252,120,86,12,13,"2023-05-27 14:04:36","2023-05-27 14:12:36","2023-05-27 14:24:36",completed,6.24,12,11.76,1,11.76,card
1253,120,212,36,37,"2022-07-11 12:26:58","2022-07-11 12:34:58","2022-07-11 13:28:58",completed,22.17,54,37.69,1,37.69,cash
1254,120,35,35,33,"2024-02-11 18:14:05","2024-02-11 18:26:05","2024-02-11 18:52:05",completed,11.8,26,20.68,1,20.68,wallet
1255,120,201,5,3,"2022-06-07 06:11:02","2022-06-07 06:23:02",NULL,cancelled,23.96,34,35.66,1.2,42.79,wallet
1256,120,98,28,25,"2022-06-23 21:10:37","2022-06-23 21:17:37",NULL,cancelled,11.24,19,18.66,1,18.66,wallet
1257,120,135,20,13,"2023-05-28 15:34:00","2023-05-28 15:39:00","2023-05-28 15:42:00",completed,3.91,3,7.4,1,7.4,cash
1258,120,277,39,38,"2024-02-07 23:27:35","2024-02-07 23:38:35","2024-02-08 00:05:35",completed,20.63,27,30.59,1,30.59,card
1259,120,200,38,40,"2023-06-25 23:10:20","2023-06-25 23:19:20","2023-06-25 23:40:20",completed,14.69,21,22.86,1,22.86,card
1260,120,50,23,22,"2023-01-07 19:44:12","2023-01-07 19:51:12","2023-01-07 20:09:12",completed,14.91,18,22.5,1,22.5,card
1261,120,12,16,14,"2023-08-03 08:47:44","2023-08-03 08:59:44","2023-08-03 09:40:44",completed,17.33,41,29.76,2.11,62.79,wallet
1262,120,330,5,2,"2022-09-22 21:50:32","2022-09-22 21:55:32","2022-09-22 22:28:32",completed,25.06,33,36.67,1,36.67,card
1263,120,227,4,9,"2023-05-15 19:51:51","2023-05-15 20:00:51","2023-05-15 20:12:51",completed,8.62,12,14.38,1.81,26.03,card
1264,120,101,31,39,"2023-07-03 18:25:18","2023-07-03 18:35:18","2023-07-03 19:33:18",completed,38.94,58,56.93,1.81,103.04,card
1265,120,92,22,27,"2024-05-10 10:37:56","2024-05-10 10:41:56","2024-05-10 10:57:56",completed,8.45,16,15,1.5,22.5,cash
1266,121,27,22,30,"2022-12-27 05:18:14","2022-12-27 05:21:14","2022-12-27 05:53:14",completed,26.07,32,37.58,1,37.58,wallet
1267,121,313,14,19,"2022-01-05 20:04:44","2022-01-05 20:09:44","2022-01-05 20:51:44",completed,19.74,42,32.61,1,32.61,wallet
1268,121,320,39,32,"2022-05-29 16:37:27","2022-05-29 16:42:27","2022-05-29 16:59:27",completed,10.07,17,16.98,1,16.98,cash
1269,121,334,16,15,"2022-02-18 10:13:59","2022-02-18 10:22:59","2022-02-18 10:27:59",completed,7.17,5,11.39,1.47,16.74,cash
1270,121,261,9,3,"2022-11-14 14:58:38","2022-11-14 15:04:38","2022-11-14 15:35:38",completed,20.52,31,31.27,1,31.27,card
1271,121,270,23,30,"2022-12-27 22:20:07","2022-12-27 22:30:07","2022-12-28 00:45:07",completed,50,135,84.5,1,84.5,cash
1272,122,198,29,23,"2023-06-14 02:54:18","2023-06-14 03:04:18","2023-06-14 04:08:18",completed,32.54,64,51.09,1,51.09,cash
1273,123,38,14,11,"2023-11-25 05:20:18","2023-11-25 05:22:18","2023-11-25 06:13:18",completed,28.29,51,43.82,1,43.82,wallet
1274,123,353,27,24,"2022-12-28 20:11:03","2022-12-28 20:14:03","2022-12-28 20:17:03",completed,1.91,3,5.2,1,5.2,card
1275,123,396,30,26,"2023-06-08 10:45:24","2023-06-08 10:50:24","2023-06-08 11:16:24",completed,12.7,26,21.67,1,21.67,cash
1276,123,275,14,18,"2024-02-05 16:26:26","2024-02-05 16:37:26","2024-02-05 17:31:26",completed,15.77,54,30.65,1.48,45.36,wallet
1277,123,262,1,7,"2022-06-01 11:54:24","2022-06-01 12:04:24","2022-06-01 12:07:24",completed,3.72,3,7.19,1,7.19,wallet
1278,123,50,28,23,"2022-05-30 21:47:39","2022-05-30 21:55:39","2022-05-30 22:07:39",completed,5.89,12,11.38,1,11.38,cash
1279,123,370,14,13,"2023-07-14 12:41:48","2023-07-14 12:48:48","2023-07-14 13:40:48",completed,15.61,52,30.07,1,30.07,wallet
1280,123,267,1,6,"2022-12-06 23:04:13","2022-12-06 23:12:13","2022-12-06 23:15:13",completed,0.5,3,3.65,1,3.65,card
1281,123,361,11,20,"2023-06-21 20:17:34","2023-06-21 20:26:34","2023-06-21 21:29:34",completed,23.08,63,40.49,1.19,48.18,wallet
1282,123,131,39,32,"2024-06-01 22:22:39","2024-06-01 22:33:39","2024-06-01 22:48:39",completed,9.86,15,16.35,2.31,37.77,wallet
1283,123,107,16,17,"2023-05-23 10:05:41","2023-05-23 10:14:41","2023-05-23 10:25:41",completed,4.87,11,10.06,1,10.06,cash
1284,123,107,13,11,"2023-05-04 16:55:23","2023-05-04 17:01:23",NULL,cancelled,20.77,65,38.35,1,38.35,cash
1285,123,368,36,37,"2024-01-23 09:42:20","2024-01-23 09:48:20","2024-01-23 10:24:20",completed,20.52,36,32.27,1.39,44.86,cash
1286,123,243,10,4,"2022-02-25 01:06:48","2022-02-25 01:08:48",NULL,cancelled,13.39,13,19.83,1.95,38.67,wallet
1287,123,254,11,17,"2024-01-14 17:17:01","2024-01-14 17:19:01","2024-01-14 18:00:01",completed,30.25,41,43.98,1,43.98,cash
1288,123,146,29,25,"2022-01-09 15:11:39","2022-01-09 15:13:39","2022-01-09 15:33:39",completed,20.25,20,28.78,1.39,40,cash
1289,123,102,38,37,"2024-03-31 21:02:14","2024-03-31 21:07:14","2024-03-31 22:06:14",completed,36.07,59,53.98,1,53.98,cash
1290,123,168,5,9,"2024-06-21 11:50:11","2024-06-21 12:01:11","2024-06-21 12:10:11",completed,3.29,9,7.92,1,7.92,card
1291,123,33,24,29,"2022-03-03 09:30:48","2022-03-03 09:39:48",NULL,cancelled,19.99,24,29.29,1,29.29,wallet
1292,123,354,27,26,"2022-10-02 18:40:01","2022-10-02 18:52:01","2022-10-02 19:42:01",completed,19.39,50,33.83,1,33.83,card
1293,123,127,32,36,"2022-02-03 10:51:25","2022-02-03 11:00:25","2022-02-03 11:05:25",completed,6.96,5,11.16,1,11.16,wallet
1294,123,178,35,38,"2024-01-23 04:01:07","2024-01-23 04:13:07","2024-01-23 05:02:07",completed,22.85,49,37.44,1,37.44,card
1295,123,308,23,24,"2022-07-08 23:03:26","2022-07-08 23:14:26","2022-07-08 23:53:26",completed,24.93,39,37.72,2.04,76.95,card
1296,123,171,35,37,"2023-10-14 13:07:27","2023-10-14 13:13:27","2023-10-14 14:10:27",completed,18.65,57,34.41,1,34.41,cash
1297,123,275,12,19,"2022-12-21 01:51:25","2022-12-21 01:55:25","2022-12-21 01:58:25",completed,1.56,3,4.82,1,4.82,cash
1298,123,255,5,8,"2022-09-02 01:48:55","2022-09-02 01:59:55","2022-09-02 02:07:55",completed,7.89,8,12.78,2.58,32.97,cash
1299,123,388,10,5,"2022-02-01 02:13:08","2022-02-01 02:15:08","2022-02-01 02:42:08",completed,12.92,27,22.11,1,22.11,cash
1300,123,355,34,40,"2022-08-29 06:24:22","2022-08-29 06:36:22",NULL,cancelled,32.99,54,49.59,1,49.59,cash
1301,123,298,8,7,"2024-01-12 12:33:34","2024-01-12 12:41:34","2024-01-12 12:49:34",completed,4.12,8,8.63,1,8.63,card
1302,123,131,35,33,"2023-06-29 15:43:32","2023-06-29 15:46:32",NULL,cancelled,10.88,17,17.87,1,17.87,wallet
1303,123,231,15,18,"2023-11-08 02:04:07","2023-11-08 02:13:07","2023-11-08 02:38:07",completed,16.63,25,25.79,1,25.79,card
1304,123,238,10,4,"2023-07-21 16:01:05","2023-07-21 16:05:05","2023-07-21 16:41:05",completed,16.8,36,28.18,1,28.18,card
1305,123,43,7,10,"2024-02-10 20:19:27","2024-02-10 20:21:27",NULL,cancelled,17.32,36,28.75,1,28.75,wallet
1306,123,152,17,14,"2023-10-08 17:17:25","2023-10-08 17:26:25","2023-10-08 18:10:25",completed,15.46,44,28.31,1,28.31,cash
1307,123,385,2,5,"2022-02-22 21:28:02","2022-02-22 21:35:02",NULL,cancelled,31.71,54,48.18,1,48.18,cash
1308,123,399,21,22,"2023-07-14 04:51:01","2023-07-14 04:58:01",NULL,cancelled,27.89,41,41.38,1,41.38,wallet
1309,123,278,39,36,"2023-12-13 22:19:29","2023-12-13 22:26:29","2023-12-13 22:39:29",completed,7.66,13,13.53,1,13.53,cash
1310,123,371,9,5,"2023-07-09 11:33:42","2023-07-09 11:40:42","2023-07-09 11:50:42",completed,4.81,10,9.79,1,9.79,wallet
1311,123,169,34,36,"2023-02-26 17:46:16","2023-02-26 17:50:16","2023-02-26 18:01:16",completed,8.25,11,13.78,1.33,18.33,card
1312,123,311,8,3,"2024-01-01 18:33:39","2024-01-01 18:42:39","2024-01-01 19:47:39",completed,16.31,65,33.44,2.56,85.61,cash
1313,123,159,6,9,"2024-05-14 04:44:31","2024-05-14 04:53:31","2024-05-14 04:58:31",completed,3.07,5,6.88,1,6.88,wallet
1314,123,349,37,31,"2022-12-31 16:18:38","2022-12-31 16:26:38","2022-12-31 17:30:38",completed,48,64,68.1,1,68.1,card
1315,123,310,27,25,"2023-02-15 10:11:49","2023-02-15 10:21:49","2023-02-15 10:46:49",completed,21.07,25,30.68,1,30.68,card
1316,123,382,30,27,"2022-06-09 09:35:45","2022-06-09 09:43:45","2022-06-09 10:09:45",completed,13.91,26,23,1,23,cash
1317,123,201,7,5,"2024-05-26 12:48:46","2024-05-26 12:51:46",NULL,cancelled,11.97,24,20.47,1,20.47,wallet
1318,123,193,3,6,"2022-10-01 07:13:05","2022-10-01 07:20:05","2022-10-01 08:09:05",completed,15.36,49,29.2,1,29.2,wallet
1319,123,196,31,38,"2024-03-02 16:11:16","2024-03-02 16:15:16",NULL,cancelled,37.64,55,54.9,1,54.9,card
1320,123,80,5,10,"2022-01-29 13:21:27","2022-01-29 13:25:27","2022-01-29 13:38:27",completed,10.17,13,16.29,1,16.29,cash
1321,123,232,13,15,"2023-03-14 03:36:01","2023-03-14 03:39:01","2023-03-14 03:50:01",completed,3.2,11,8.22,1,8.22,wallet
1322,123,247,12,13,"2024-06-08 03:14:28","2024-06-08 03:20:28",NULL,cancelled,5.98,12,11.48,1,11.48,card
1323,123,225,10,2,"2023-02-13 19:36:05","2023-02-13 19:44:05","2023-02-13 20:46:05",completed,24.15,62,41.47,2.02,83.77,wallet
1324,123,57,34,40,"2022-04-03 12:33:37","2022-04-03 12:40:37","2022-04-03 13:37:37",completed,30.45,57,47.4,1,47.4,cash
