trip_id,rider_id,driver_id,pickup_location_id,dropoff_location_id,requested_at,started_at,completed_at,status,distance_km,duration_mins,base_fare,surge_multiplier,total_fare,payment_method,hour,day_of_week,month,year,is_weekend,wait_time_mins,fare_per_km,surge_tier,fare_bucket
1160,106,25,9,6,2023-05-21 09:18:30,2023-05-21 09:28:30,2023-05-21 09:40:30,completed,4.05,12,9.36,1.0,9.36,cash,9,Sunday,2023-05,2023,True,10.0,2.311111111111111,No Surge,Under $10
1161,106,254,11,19,2022-02-03 01:22:54,2022-02-03 01:26:54,2022-02-03 01:58:54,completed,27.3,32,38.93,1.21,47.11,cash,1,Thursday,2022-02,2022,False,4.0,1.7256410256410255,Low Surge,$25–$50
1162,107,291,15,20,2023-01-16 02:53:50,2023-01-16 02:56:50,2023-01-16 03:08:50,completed,4.94,12,10.33,1.0,10.33,card,2,Monday,2023-01,2023,False,3.0,2.091093117408907,No Surge,$10–$25
1163,108,33,26,27,2023-11-10 10:19:11,2023-11-10 10:22:11,2023-11-10 10:52:11,completed,14.79,30,24.77,1.0,24.77,card,10,Friday,2023-11,2023,False,3.0,1.6747802569303585,No Surge,$10–$25
1164,108,17,25,26,2024-05-07 11:53:53,2024-05-07 11:59:53,2024-05-07 12:28:53,completed,21.7,29,32.17,1.0,32.17,cash,11,Tuesday,2024-05,2024,False,6.0,1.482488479262673,No Surge,$25–$50
1165,108,347,20,11,2023-08-21 04:28:36,2023-08-21 04:34:36,2023-08-21 05:18:36,completed,23.66,44,37.33,1.0,37.33,wallet,4,Monday,2023-08,2023,False,6.0,1.577768385460693,No Surge,$25–$50
1166,108,141,19,11,2022-12-16 22:27:40,2022-12-16 22:39:40,2022-12-16 23:39:40,completed,28.35,60,45.69,1.83,83.61,card,22,Friday,2022-12,2022,False,12.0,2.949206349206349,High Surge,$50–$100
1167,109,345,5,6,2023-05-21 04:36:44,2023-05-21 04:46:44,2023-05-21 05:09:44,completed,10.16,23,18.28,1.0,18.28,cash,4,Sunday,2023-05,2023,True,10.0,1.799212598425197,No Surge,$10–$25
1168,110,25,5,3,2023-02-09 21:10:01,2023-02-09 21:16:01,2023-02-09 22:20:01,completed,21.47,64,38.92,1.0,38.92,cash,21,Thursday,2023-02,2023,False,6.0,1.8127619934792736,No Surge,$25–$50
1169,111,281,20,11,2022-03-05 02:40:09,2022-03-05 02:42:09,2022-03-05 03:20:09,completed,20.19,38,32.31,1.0,32.31,wallet,2,Saturday,2022-03,2022,True,2.0,1.6002971768202081,No Surge,$25–$50
1171,111,21,40,39,2023-11-27 15:49:54,2023-11-27 15:54:54,2023-11-27 16:22:54,completed,19.32,28,29.35,1.0,29.35,cash,15,Monday,2023-11,2023,False,5.0,1.519151138716356,No Surge,$25–$50
1172,111,380,9,2,2022-12-13 05:30:16,2022-12-13 05:32:16,2022-12-13 06:37:16,completed,25.51,65,43.56,1.0,43.56,card,5,Tuesday,2022-12,2022,False,2.0,1.7075656605252842,No Surge,$25–$50
1173,112,274,39,32,2023-07-21 18:00:44,2023-07-21 18:02:44,2023-07-21 18:16:44,completed,6.47,14,12.42,2.89,35.89,card,18,Friday,2023-07,2023,False,2.0,5.547140649149923,High Surge,$25–$50
1174,112,150,4,2,2022-08-29 10:53:52,2022-08-29 11:00:52,2022-08-29 11:31:52,completed,21.44,31,32.28,1.0,32.28,wallet,10,Monday,2022-08,2022,False,7.0,1.505597014925373,No Surge,$25–$50
1175,113,185,13,20,2023-07-05 22:30:34,2023-07-05 22:39:34,2023-07-05 22:45:34,completed,3.61,6,7.67,1.0,7.67,wallet,22,Wednesday,2023-07,2023,False,9.0,2.1246537396121883,No Surge,Under $10
1176,113,24,40,39,2023-12-03 03:38:25,2023-12-03 03:41:25,2023-12-03 04:35:25,completed,25.55,54,41.41,1.0,41.41,cash,3,Sunday,2023-12,2023,True,3.0,1.6207436399217219,No Surge,$25–$50
1177,113,36,7,1,2023-03-08 11:05:11,2023-03-08 11:09:11,2023-03-08 11:12:11,completed,3.3,3,6.73,1.0,6.73,cash,11,Wednesday,2023-03,2023,False,4.0,2.0393939393939395,No Surge,Under $10
1178,114,184,7,6,2022-02-27 07:25:43,2022-02-27 07:31:43,2022-02-27 07:37:43,completed,2.81,6,6.79,1.0,6.79,cash,7,Sunday,2022-02,2022,True,6.0,2.416370106761566,No Surge,Under $10
1179,114,275,19,13,2023-10-06 06:17:54,2023-10-06 06:28:54,2023-10-06 06:33:54,completed,4.22,5,8.14,1.0,8.14,wallet,6,Friday,2023-10,2023,False,11.0,1.9289099526066353,No Surge,Under $10
1181,115,76,39,34,2023-11-22 02:36:37,2023-11-22 02:41:37,2023-11-22 02:47:37,completed,6.24,6,10.56,1.0,10.56,cash,2,Wednesday,2023-11,2023,False,5.0,1.6923076923076923,No Surge,$10–$25
1182,116,270,21,28,2023-03-14 00:17:32,2023-03-14 00:29:32,2023-03-14 01:13:32,completed,21.76,44,35.24,1.0,35.24,cash,0,Tuesday,2023-03,2023,False,12.0,1.619485294117647,No Surge,$25–$50
1183,116,2,23,27,2022-07-12 14:05:35,2022-07-12 14:10:35,2022-07-12 15:02:35,completed,24.96,52,40.36,1.0,40.36,wallet,14,Tuesday,2022-07,2022,False,5.0,1.6169871794871795,No Surge,$25–$50
1184,116,82,27,23,2022-05-18 03:29:24,2022-05-18 03:34:24,2022-05-18 04:07:24,completed,27.98,33,39.88,1.0,39.88,wallet,3,Wednesday,2022-05,2022,False,5.0,1.4253037884203004,No Surge,$25–$50
1185,116,270,25,23,2023-07-17 09:22:28,2023-07-17 09:26:28,2023-07-17 09:39:28,completed,6.1,13,11.81,1.0,11.81,wallet,9,Monday,2023-07,2023,False,4.0,1.936065573770492,No Surge,$10–$25
1186,116,24,35,39,2022-09-25 01:45:19,2022-09-25 01:47:19,2022-09-25 01:57:19,completed,6.99,10,12.19,1.0,12.19,card,1,Sunday,2022-09,2022,True,2.0,1.7439198855507867,No Surge,$10–$25
1187,116,278,33,40,2022-11-26 03:52:57,2022-11-26 04:01:57,2022-11-26 05:02:57,completed,24.38,61,41.52,1.0,41.52,cash,3,Saturday,2022-11,2022,True,9.0,1.7030352748154227,No Surge,$25–$50
1188,116,100,23,27,2022-07-14 18:17:21,2022-07-14 18:26:21,2022-07-14 19:05:21,completed,26.54,39,39.49,1.94,76.61,cash,18,Thursday,2022-07,2022,False,9.0,2.886586284853052,High Surge,$50–$100
1189,116,362,19,12,2024-06-20 23:36:30,2024-06-20 23:48:30,2024-06-20 23:55:30,completed,1.88,7,5.97,1.0,5.97,cash,23,Thursday,2024-06,2024,False,12.0,3.175531914893617,No Surge,Under $10
1190,116,299,40,33,2024-06-12 12:11:08,2024-06-12 12:17:08,2024-06-12 12:44:08,completed,20.57,27,30.53,1.0,30.53,wallet,12,Wednesday,2024-06,2024,False,6.0,1.4842002916869228,No Surge,$25–$50
1191,116,350,23,27,2023-09-28 03:45:36,2023-09-28 03:55:36,2023-09-28 04:20:36,completed,23.43,25,33.27,1.0,33.27,cash,3,Thursday,2023-09,2023,False,10.0,1.4199743918053778,No Surge,$25–$50
1192,116,260,8,9,2022-11-22 00:56:01,2022-11-22 01:00:01,2022-11-22 01:06:01,completed,3.14,6,7.15,1.0,7.15,card,0,Tuesday,2022-11,2022,False,4.0,2.2770700636942673,No Surge,Under $10
1193,116,347,18,20,2022-01-24 00:17:54,2022-01-24 00:24:54,2022-01-24 01:10:54,completed,16.56,46,29.92,1.0,29.92,card,0,Monday,2022-01,2022,False,7.0,1.8067632850241548,No Surge,$25–$50
1195,116,53,31,32,2022-12-11 23:48:01,2022-12-11 23:58:01,2022-12-12 01:02:01,completed,31.03,64,49.43,1.0,49.43,card,23,Sunday,2022-12,2022,True,10.0,1.5929745407669995,No Surge,$25–$50
1196,116,29,16,15,2023-01-10 07:59:54,2023-01-10 08:10:54,2023-01-10 08:18:54,completed,5.84,8,10.52,2.23,23.46,card,7,Tuesday,2023-01,2023,False,11.0,4.017123287671233,High Surge,$10–$25
1197,116,341,20,12,2022-02-03 09:09:32,2022-02-03 09:21:32,2022-02-03 09:40:32,completed,8.65,19,15.82,1.0,15.82,wallet,9,Thursday,2022-02,2022,False,12.0,1.828901734104046,No Surge,$10–$25
1198,116,154,21,25,2023-09-09 23:52:19,2023-09-09 23:54:19,2023-09-10 00:45:19,completed,24.51,51,39.66,2.87,113.82,card,23,Saturday,2023-09,2023,True,2.0,4.643818849449204,High Surge,Over $100
1199,116,128,38,39,2022-07-24 18:53:06,2022-07-24 18:57:06,2022-07-24 19:19:06,completed,22.03,22,31.13,1.0,31.13,wallet,18,Sunday,2022-07,2022,True,4.0,1.4130730821606898,No Surge,$25–$50
1201,116,14,26,28,2024-06-23 00:05:18,2024-06-23 00:14:18,2024-06-23 01:29:18,completed,26.43,75,46.57,1.0,46.57,card,0,Sunday,2024-06,2024,True,9.0,1.7620128641695043,No Surge,$25–$50
1202,116,15,10,8,2023-07-04 15:17:31,2023-07-04 15:21:31,2023-07-04 15:53:31,completed,17.24,32,27.86,1.0,27.86,wallet,15,Tuesday,2023-07,2023,False,4.0,1.6160092807424595,No Surge,$25–$50
1204,116,193,4,1,2024-03-27 06:21:31,2024-03-27 06:33:31,2024-03-27 07:00:31,completed,10.28,27,19.21,1.0,19.21,card,6,Wednesday,2024-03,2024,False,12.0,1.8686770428015567,No Surge,$10–$25
1205,116,249,20,13,2022-02-10 15:32:36,2022-02-10 15:34:36,2022-02-10 15:40:36,completed,2.77,6,6.75,1.0,6.75,cash,15,Thursday,2022-02,2022,False,2.0,2.436823104693141,No Surge,Under $10
1206,116,3,3,5,2024-02-04 23:24:26,2024-02-04 23:30:26,2024-02-05 00:15:26,completed,20.14,45,33.65,1.0,33.65,wallet,23,Sunday,2024-02,2024,True,6.0,1.6708043694141013,No Surge,$25–$50
1207,116,285,29,30,2022-09-24 20:33:33,2022-09-24 20:36:33,2022-09-24 21:27:33,completed,27.78,51,43.26,1.0,43.26,card,20,Saturday,2022-09,2022,True,3.0,1.5572354211663066,No Surge,$25–$50
1209,116,271,4,9,2023-04-05 09:58:16,2023-04-05 10:07:16,2023-04-05 10:32:16,completed,13.73,25,22.6,1.0,22.6,cash,9,Wednesday,2023-04,2023,False,9.0,1.6460305899490169,No Surge,$10–$25
1210,116,313,16,20,2023-02-21 17:39:49,2023-02-21 17:48:49,2023-02-21 18:16:49,completed,10.68,28,19.85,2.6,51.61,cash,17,Tuesday,2023-02,2023,False,9.0,4.832397003745318,High Surge,$50–$100
1211,116,89,17,20,2024-03-23 19:49:56,2024-03-23 19:54:56,2024-03-23 20:11:56,completed,8.26,17,14.99,1.0,14.99,cash,19,Saturday,2024-03,2024,True,5.0,1.8147699757869251,No Surge,$10–$25
1212,116,221,9,8,2023-07-15 14:13:00,2023-07-15 14:15:00,2023-07-15 14:23:00,completed,3.09,8,7.5,1.0,7.5,card,14,Saturday,2023-07,2023,True,2.0,2.4271844660194177,No Surge,Under $10
1213,116,290,32,38,2022-08-13 22:55:40,2022-08-13 22:58:40,2022-08-14 00:09:40,completed,26.93,71,46.32,2.65,122.75,wallet,22,Saturday,2022-08,2022,True,3.0,4.558113627924248,High Surge,Over $100
1214,116,206,25,24,2022-11-22 09:53:53,2022-11-22 09:58:53,2022-11-22 10:24:53,completed,18.44,26,27.98,1.0,27.98,card,9,Tuesday,2022-11,2022,False,5.0,1.517353579175705,No Surge,$25–$50
1215,116,20,35,37,2022-02-18 03:32:59,2022-02-18 03:35:59,2022-02-18 04:12:59,completed,23.87,37,36.16,1.0,36.16,cash,3,Friday,2022-02,2022,False,3.0,1.5148722245496438,No Surge,$25–$50
1216,116,75,7,3,2022-09-28 12:45:43,2022-09-28 12:53:43,2022-09-28 13:54:43,completed,15.55,61,31.8,1.0,31.8,wallet,12,Wednesday,2022-09,2022,False,8.0,2.045016077170418,No Surge,$25–$50
1217,116,114,37,34,2022-12-26 00:08:10,2022-12-26 00:11:10,2022-12-26 00:54:10,completed,18.79,43,31.77,1.0,31.77,card,0,Monday,2022-12,2022,False,3.0,1.690792974986695,No Surge,$25–$50
1218,116,76,31,32,2024-01-09 10:39:29,2024-01-09 10:42:29,2024-01-09 11:14:29,completed,32.66,32,44.83,1.0,44.83,cash,10,Tuesday,2024-01,2024,False,3.0,1.372627066748316,No Surge,$25–$50
1222,116,374,3,9,2023-08-08 16:10:43,2023-08-08 16:19:43,2023-08-08 16:47:43,completed,24.94,28,35.53,1.0,35.53,cash,16,Tuesday,2023-08,2023,False,9.0,1.4246190858059342,No Surge,$25–$50
1223,116,10,35,40,2022-09-18 08:56:16,2022-09-18 09:01:16,2022-09-18 09:55:16,completed,29.88,54,46.17,1.0,46.17,wallet,8,Sunday,2022-09,2022,True,5.0,1.5451807228915664,No Surge,$25–$50
1224,116,18,28,22,2024-02-14 04:47:34,2024-02-14 04:54:34,2024-02-14 05:24:34,completed,10.68,30,20.25,1.0,20.25,wallet,4,Wednesday,2024-02,2024,False,7.0,1.8960674157303372,No Surge,$10–$25
1225,116,336,18,16,2022-09-11 13:05:00,2022-09-11 13:13:00,2022-09-11 13:48:00,completed,16.26,35,27.39,1.0,27.39,wallet,13,Sunday,2022-09,2022,True,8.0,1.6845018450184501,No Surge,$25–$50
1226,117,362,19,20,2022-06-29 04:24:48,2022-06-29 04:32:48,2022-06-29 04:46:48,completed,9.42,14,15.66,1.0,15.66,cash,4,Wednesday,2022-06,2022,False,8.0,1.6624203821656052,No Surge,$10–$25
1227,117,344,32,35,2022-09-10 09:45:57,2022-09-10 09:51:57,2022-09-10 10:00:57,completed,2.3,9,6.83,1.0,6.83,cash,9,Saturday,2022-09,2022,True,6.0,2.9695652173913047,No Surge,Under $10
1228,117,385,8,4,2022-04-26 12:27:16,2022-04-26 12:39:16,2022-04-26 12:58:16,completed,9.42,19,16.66,1.0,16.66,cash,12,Tuesday,2022-04,2022,False,12.0,1.7685774946921444,No Surge,$10–$25
1229,118,35,31,37,2023-09-17 22:21:24,2023-09-17 22:32:24,2023-09-17 23:17:24,completed,41.96,45,57.66,1.0,57.66,cash,22,Sunday,2023-09,2023,True,11.0,1.3741658722592944,No Surge,$50–$100
1230,118,293,31,34,2023-01-30 20:00:25,2023-01-30 20:02:25,2023-01-30 20:32:25,completed,40.92,30,53.51,1.0,53.51,card,20,Monday,2023-01,2023,False,2.0,1.3076735092864125,No Surge,$50–$100
1231,118,189,17,12,2022-11-17 11:17:17,2022-11-17 11:29:17,2022-11-17 11:33:17,completed,2.06,4,5.57,1.0,5.57,card,11,Thursday,2022-11,2022,False,12.0,2.703883495145631,No Surge,Under $10
1232,119,269,19,12,2023-12-08 22:30:08,2023-12-08 22:34:08,2023-12-08 22:38:08,completed,1.11,4,4.52,2.21,9.99,cash,22,Friday,2023-12,2023,False,4.0,9.0,High Surge,Under $10
1234,119,287,38,39,2022-08-19 18:26:09,2022-08-19 18:32:09,2022-08-19 18:55:09,completed,12.93,23,21.32,1.81,38.59,card,18,Friday,2022-08,2022,False,6.0,2.9845320959010055,High Surge,$25–$50
1235,119,126,12,15,2024-01-05 19:42:32,2024-01-05 19:49:32,2024-01-05 20:01:32,completed,7.03,12,12.63,1.72,21.72,wallet,19,Friday,2024-01,2024,False,7.0,3.0896159317211946,High Surge,$10–$25
1236,119,57,34,31,2023-10-23 21:08:06,2023-10-23 21:14:06,2023-10-23 21:43:06,completed,33.25,29,44.88,1.0,44.88,wallet,21,Monday,2023-10,2023,False,6.0,1.3497744360902257,No Surge,$25–$50
1237,119,106,1,4,2024-03-16 11:48:19,2024-03-16 11:59:19,2024-03-16 12:25:19,completed,9.48,26,18.13,1.0,18.13,wallet,11,Saturday,2024-03,2024,True,11.0,1.9124472573839661,No Surge,$10–$25
1238,119,174,26,23,2022-04-11 09:33:59,2022-04-11 09:42:59,2022-04-11 10:32:59,completed,24.62,50,39.58,1.0,39.58,cash,9,Monday,2022-04,2022,False,9.0,1.6076360682372053,No Surge,$25–$50
1239,119,298,5,10,2023-05-04 12:24:50,2023-05-04 12:26:50,2023-05-04 12:42:50,completed,11.84,16,18.72,1.0,18.72,card,12,Thursday,2023-05,2023,False,2.0,1.581081081081081,No Surge,$10–$25
1240,119,196,32,34,2023-03-28 10:22:50,2023-03-28 10:34:50,2023-03-28 10:42:50,completed,7.11,8,11.92,1.0,11.92,card,10,Tuesday,2023-03,2023,False,12.0,1.6765119549929675,No Surge,$10–$25
1241,119,375,19,20,2022-03-12 16:50:51,2022-03-12 17:02:51,2022-03-12 17:17:51,completed,7.83,15,14.11,1.0,14.11,card,16,Saturday,2022-03,2022,True,12.0,1.8020434227330777,No Surge,$10–$25
1242,119,226,39,34,2022-01-22 06:25:45,2022-01-22 06:31:45,2022-01-22 06:38:45,completed,4.49,7,8.84,1.0,8.84,cash,6,Saturday,2022-01,2022,True,6.0,1.9688195991091313,No Surge,Under $10
1243,119,98,25,24,2023-07-31 12:20:04,2023-07-31 12:32:04,2023-07-31 13:10:04,completed,29.03,38,42.03,1.0,42.03,cash,12,Monday,2023-07,2023,False,12.0,1.4478126076472615,No Surge,$25–$50
1244,119,15,7,9,2023-07-14 15:07:34,2023-07-14 15:11:34,2023-07-14 15:27:34,completed,8.84,16,15.42,1.0,15.42,wallet,15,Friday,2023-07,2023,False,4.0,1.744343891402715,No Surge,$10–$25
1246,120,46,26,30,2023-09-11 00:06:27,2023-09-11 00:16:27,2023-09-11 00:44:27,completed,18.64,28,28.6,1.0,28.6,wallet,0,Monday,2023-09,2023,False,10.0,1.5343347639484979,No Surge,$25–$50
1247,120,10,36,31,2023-06-28 20:41:52,2023-06-28 20:50:52,2023-06-28 21:24:52,completed,31.08,34,43.49,1.0,43.49,cash,20,Wednesday,2023-06,2023,False,9.0,1.3992921492921495,No Surge,$25–$50
1248,120,289,17,19,2022-03-19 02:14:21,2022-03-19 02:22:21,2022-03-19 02:25:21,completed,2.35,3,5.69,1.0,5.69,wallet,2,Saturday,2022-03,2022,True,8.0,2.421276595744681,No Surge,Under $10
1249,120,36,10,6,2023-02-23 12:16:32,2023-02-23 12:18:32,2023-02-23 12:44:32,completed,17.51,26,26.96,1.0,26.96,wallet,12,Thursday,2023-02,2023,False,2.0,1.5396916047972586,No Surge,$25–$50
1250,120,354,30,21,2024-03-04 01:39:28,2024-03-04 01:49:28,2024-03-04 02:17:28,completed,43.33,28,55.76,1.0,55.76,card,1,Monday,2024-03,2024,False,10.0,1.2868682206323563,No Surge,$50–$100
1251,120,304,33,32,2023-12-17 03:05:22,2023-12-17 03:16:22,2023-12-17 03:45:22,completed,10.23,29,19.55,1.0,19.55,card,3,Sunday,2023-12,2023,True,11.0,1.911045943304008,No Surge,$10–$25
1252,120,86,12,13,2023-05-27 14:04:36,2023-05-27 14:12:36,2023-05-27 14:24:36,completed,6.24,12,11.76,1.0,11.76,card,14,Saturday,2023-05,2023,True,8.0,1.8846153846153846,No Surge,$10–$25
1253,120,212,36,37,2022-07-11 12:26:58,2022-07-11 12:34:58,2022-07-11 13:28:58,completed,22.17,54,37.69,1.0,37.69,cash,12,Monday,2022-07,2022,False,8.0,1.7000451059990977,No Surge,$25–$50
1254,120,35,35,33,2024-02-11 18:14:05,2024-02-11 18:26:05,2024-02-11 18:52:05,completed,11.8,26,20.68,1.0,20.68,wallet,18,Sunday,2024-02,2024,True,12.0,1.7525423728813558,No Surge,$10–$25
1257,120,135,20,13,2023-05-28 15:34:00,2023-05-28 15:39:00,2023-05-28 15:42:00,completed,3.91,3,7.4,1.0,7.4,cash,15,Sunday,2023-05,2023,True,5.0,1.8925831202046035,No Surge,Under $10
1258,120,277,39,38,2024-02-07 23:27:35,2024-02-07 23:38:35,2024-02-08 00:05:35,completed,20.63,27,30.59,1.0,30.59,card,23,Wednesday,2024-02,2024,False,11.0,1.4827920504120213,No Surge,$25–$50
1259,120,200,38,40,2023-06-25 23:10:20,2023-06-25 23:19:20,2023-06-25 23:40:20,completed,14.69,21,22.86,1.0,22.86,card,23,Sunday,2023-06,2023,True,9.0,1.5561606535057864,No Surge,$10–$25
1260,120,50,23,22,2023-01-07 19:44:12,2023-01-07 19:51:12,2023-01-07 20:09:12,completed,14.91,18,22.5,1.0,22.5,card,19,Saturday,2023-01,2023,True,7.0,1.5090543259557343,No Surge,$10–$25
1261,120,12,16,14,2023-08-03 08:47:44,2023-08-03 08:59:44,2023-08-03 09:40:44,completed,17.33,41,29.76,2.11,62.79,wallet,8,Thursday,2023-08,2023,False,12.0,3.6231967686093483,High Surge,$50–$100
1262,120,330,5,2,2022-09-22 21:50:32,2022-09-22 21:55:32,2022-09-22 22:28:32,completed,25.06,33,36.67,1.0,36.67,card,21,Thursday,2022-09,2022,False,5.0,1.4632881085395053,No Surge,$25–$50
1263,120,227,4,9,2023-05-15 19:51:51,2023-05-15 20:00:51,2023-05-15 20:12:51,completed,8.62,12,14.38,1.81,26.03,card,19,Monday,2023-05,2023,False,9.0,3.0197215777262185,High Surge,$25–$50
1264,120,101,31,39,2023-07-03 18:25:18,2023-07-03 18:35:18,2023-07-03 19:33:18,completed,38.94,58,56.93,1.81,103.04,card,18,Monday,2023-07,2023,False,10.0,2.6461222393425787,High Surge,Over $100
1265,120,92,22,27,2024-05-10 10:37:56,2024-05-10 10:41:56,2024-05-10 10:57:56,completed,8.45,16,15.0,1.5,22.5,cash,10,Friday,2024-05,2024,False,4.0,2.6627218934911245,Low Surge,$10–$25
1266,121,27,22,30,2022-12-27 05:18:14,2022-12-27 05:21:14,2022-12-27 05:53:14,completed,26.07,32,37.58,1.0,37.58,wallet,5,Tuesday,2022-12,2022,False,3.0,1.4415036440352895,No Surge,$25–$50
1267,121,313,14,19,2022-01-05 20:04:44,2022-01-05 20:09:44,2022-01-05 20:51:44,completed,19.74,42,32.61,1.0,32.61,wallet,20,Wednesday,2022-01,2022,False,5.0,1.6519756838905777,No Surge,$25–$50
1268,121,320,39,32,2022-05-29 16:37:27,2022-05-29 16:42:27,2022-05-29 16:59:27,completed,10.07,17,16.98,1.0,16.98,cash,16,Sunday,2022-05,2022,True,5.0,1.686196623634558,No Surge,$10–$25
1269,121,334,16,15,2022-02-18 10:13:59,2022-02-18 10:22:59,2022-02-18 10:27:59,completed,7.17,5,11.39,1.47,16.74,cash,10,Friday,2022-02,2022,False,9.0,2.3347280334728033,Low Surge,$10–$25
1270,121,261,9,3,2022-11-14 14:58:38,2022-11-14 15:04:38,2022-11-14 15:35:38,completed,20.52,31,31.27,1.0,31.27,card,14,Monday,2022-11,2022,False,6.0,1.523879142300195,No Surge,$25–$50
1271,121,270,23,30,2022-12-27 22:20:07,2022-12-27 22:30:07,2022-12-28 00:45:07,completed,50.0,135,84.5,1.0,84.5,cash,22,Tuesday,2022-12,2022,False,10.0,1.69,No Surge,$50–$100
1272,122,198,29,23,2023-06-14 02:54:18,2023-06-14 03:04:18,2023-06-14 04:08:18,completed,32.54,64,51.09,1.0,51.09,cash,2,Wednesday,2023-06,2023,False,10.0,1.5700676090964967,No Surge,$50–$100
1273,123,38,14,11,2023-11-25 05:20:18,2023-11-25 05:22:18,2023-11-25 06:13:18,completed,28.29,51,43.82,1.0,43.82,wallet,5,Saturday,2023-11,2023,True,2.0,1.5489572287027218,No Surge,$25–$50
1274,123,353,27,24,2022-12-28 20:11:03,2022-12-28 20:14:03,2022-12-28 20:17:03,completed,1.91,3,5.2,1.0,5.2,card,20,Wednesday,2022-12,2022,False,3.0,2.722513089005236,No Surge,Under $10
1275,123,396,30,26,2023-06-08 10:45:24,2023-06-08 10:50:24,2023-06-08 11:16:24,completed,12.7,26,21.67,1.0,21.67,cash,10,Thursday,2023-06,2023,False,5.0,1.7062992125984253,No Surge,$10–$25
1276,123,275,14,18,2024-02-05 16:26:26,2024-02-05 16:37:26,2024-02-05 17:31:26,completed,15.77,54,30.65,1.48,45.36,wallet,16,Monday,2024-02,2024,False,11.0,2.8763474952441346,Low Surge,$25–$50
1277,123,262,1,7,2022-06-01 11:54:24,2022-06-01 12:04:24,2022-06-01 12:07:24,completed,3.72,3,7.19,1.0,7.19,wallet,11,Wednesday,2022-06,2022,False,10.0,1.9327956989247312,No Surge,Under $10
1278,123,50,28,23,2022-05-30 21:47:39,2022-05-30 21:55:39,2022-05-30 22:07:39,completed,5.89,12,11.38,1.0,11.38,cash,21,Monday,2022-05,2022,False,8.0,1.9320882852292023,No Surge,$10–$25
1279,123,370,14,13,2023-07-14 12:41:48,2023-07-14 12:48:48,2023-07-14 13:40:48,completed,15.61,52,30.07,1.0,30.07,wallet,12,Friday,2023-07,2023,False,7.0,1.926329276105061,No Surge,$25–$50
1280,123,267,1,6,2022-12-06 23:04:13,2022-12-06 23:12:13,2022-12-06 23:15:13,completed,0.5,3,3.65,1.0,3.65,card,23,Tuesday,2022-12,2022,False,8.0,7.3,No Surge,Under $10
1281,123,361,11,20,2023-06-21 20:17:34,2023-06-21 20:26:34,2023-06-21 21:29:34,completed,23.08,63,40.49,1.19,48.18,wallet,20,Wednesday,2023-06,2023,False,9.0,2.087521663778163,Low Surge,$25–$50
1282,123,131,39,32,2024-06-01 22:22:39,2024-06-01 22:33:39,2024-06-01 22:48:39,completed,9.86,15,16.35,2.31,37.77,wallet,22,Saturday,2024-06,2024,True,11.0,3.8306288032454368,High Surge,$25–$50
1283,123,107,16,17,2023-05-23 10:05:41,2023-05-23 10:14:41,2023-05-23 10:25:41,completed,4.87,11,10.06,1.0,10.06,cash,10,Tuesday,2023-05,2023,False,9.0,2.0657084188911705,No Surge,$10–$25
1285,123,368,36,37,2024-01-23 09:42:20,2024-01-23 09:48:20,2024-01-23 10:24:20,completed,20.52,36,32.27,1.39,44.86,cash,9,Tuesday,2024-01,2024,False,6.0,2.186159844054581,Low Surge,$25–$50
1287,123,254,11,17,2024-01-14 17:17:01,2024-01-14 17:19:01,2024-01-14 18:00:01,completed,30.25,41,43.98,1.0,43.98,cash,17,Sunday,2024-01,2024,True,2.0,1.453884297520661,No Surge,$25–$50
1288,123,146,29,25,2022-01-09 15:11:39,2022-01-09 15:13:39,2022-01-09 15:33:39,completed,20.25,20,28.78,1.39,40.0,cash,15,Sunday,2022-01,2022,True,2.0,1.9753086419753085,Low Surge,$25–$50
1289,123,102,38,37,2024-03-31 21:02:14,2024-03-31 21:07:14,2024-03-31 22:06:14,completed,36.07,59,53.98,1.0,53.98,cash,21,Sunday,2024-03,2024,True,5.0,1.496534516218464,No Surge,$50–$100
1290,123,168,5,9,2024-06-21 11:50:11,2024-06-21 12:01:11,2024-06-21 12:10:11,completed,3.29,9,7.92,1.0,7.92,card,11,Friday,2024-06,2024,False,11.0,2.407294832826748,No Surge,Under $10
1292,123,354,27,26,2022-10-02 18:40:01,2022-10-02 18:52:01,2022-10-02 19:42:01,completed,19.39,50,33.83,1.0,33.83,card,18,Sunday,2022-10,2022,True,12.0,1.7447137699845279,No Surge,$25–$50
1293,123,127,32,36,2022-02-03 10:51:25,2022-02-03 11:00:25,2022-02-03 11:05:25,completed,6.96,5,11.16,1.0,11.16,wallet,10,Thursday,2022-02,2022,False,9.0,1.603448275862069,No Surge,$10–$25
1294,123,178,35,38,2024-01-23 04:01:07,2024-01-23 04:13:07,2024-01-23 05:02:07,completed,22.85,49,37.44,1.0,37.44,card,4,Tuesday,2024-01,2024,False,12.0,1.6385120350109408,No Surge,$25–$50
1295,123,308,23,24,2022-07-08 23:03:26,2022-07-08 23:14:26,2022-07-08 23:53:26,completed,24.93,39,37.72,2.04,76.95,card,23,Friday,2022-07,2022,False,11.0,3.0866425992779787,High Surge,$50–$100
1296,123,171,35,37,2023-10-14 13:07:27,2023-10-14 13:13:27,2023-10-14 14:10:27,completed,18.65,57,34.41,1.0,34.41,cash,13,Saturday,2023-10,2023,True,6.0,1.8450402144772118,No Surge,$25–$50
