cancel_id,trip_id,cancelled_by,reason,cancelled_at
531,3612,rider,waited too long,2022-03-19 20:13:02
532,3624,driver,area not safe,2023-01-30 13:56:18
533,3627,driver,wrong pickup,2023-10-21 03:48:45
534,3640,rider,too long wait,2022-04-01 11:37:26
535,3669,driver,area not safe,2023-08-26 06:43:27
536,3680,rider,price too high,2022-11-19 13:26:51
537,3685,driver,rider unresponsive,2022-12-12 20:06:48
538,3701,driver,rider rating too low,2022-06-16 08:10:13
539,3705,rider,too long wait,2024-06-14 18:13:24
540,3706,rider,too long wait,2022-05-10 10:06:03
541,3713,rider,changed my mind,2022-12-23 14:26:06
542,3725,rider,duplicate booking,2022-07-01 01:37:12
543,3726,driver,rider rating too low,2024-03-25 17:55:39
544,3731,rider,changed my mind,2024-02-14 05:14:43
545,3734,rider,personal emergency,2022-07-06 19:43:06
546,3747,rider,found another ride,2022-11-13 17:01:32
547,3748,rider,changed my mind,2024-06-27 22:39:55
548,3751,driver,personal emergency,2022-08-05 10:01:50
549,3761,driver,vehicle issue,2022-04-18 05:45:20
550,3764,rider,driver too far,2022-09-14 15:56:59
551,3770,rider,changed my mind,2022-09-19 02:00:01
552,3777,driver,personal emergency,2023-03-10 19:00:16
553,3782,rider,found another ride,2024-02-04 17:33:10
554,3790,rider,found another ride,2023-09-07 08:06:06
555,3809,driver,area not safe,2022-02-21 12:16:49
556,3810,rider,waited too long,2022-07-28 21:17:22
557,3811,driver,personal emergency,2022-01-21 03:18:18
558,3815,rider,price too high,2024-04-04 07:46:09
559,3816,rider,driver too far,2024-04-26 23:49:46
560,3817,rider,changed my mind,2024-04-02 23:31:37
561,3836,rider,personal emergency,2022-02-27 19:49:58
562,3837,rider,driver too far,2022-04-03 09:04:28
563,3859,rider,personal emergency,2022-08-01 21:46:11
564,3863,rider,price too high,2022-12-06 00:35:01
565,3868,rider,driver too far,2023-10-06 23:57:40
566,3869,rider,duplicate booking,2023-10-12 18:05:46
567,3870,rider,driver too far,2022-05-04 16:46:53
568,3876,rider,changed my mind,2024-02-27 16:06:02
569,3878,rider,too long wait,2022-06-30 23:02:02
570,3881,rider,found another ride,2023-08-21 16:42:13
571,3882,driver,personal emergency,2023-09-11 18:19:26
572,3884,rider,personal emergency,2022-12-05 16:00:38
573,3892,rider,found another ride,2023-11-20 20:40:29
574,3897,rider,found another ride,2023-11-15 13:01:43
575,3900,rider,changed my mind,2023-12-03 07:03:57
576,3907,driver,rider rating too low,2022-11-16 05:59:17
577,3909,rider,too long wait,2024-01-01 09:58:58
578,3916,rider,waited too long,2022-04-10 14:24:41
579,3921,rider,price too high,2023-01-22 17:24:43
580,3927,rider,price too high,2023-06-13 15:17:29
581,3928,rider,personal emergency,2024-01-24 19:55:25
582,3930,rider,price too high,2022-07-02 18:53:21
583,3935,rider,waited too long,2024-03-27 01:49:03
584,3948,rider,found another ride,2023-06-06 03:03:24
585,3952,rider,personal emergency,2023-12-22 08:14:05
586,3955,rider,changed my mind,2022-05-26 17:32:53
587,3961,rider,driver too far,2022-07-12 18:02:00
588,3964,driver,rider rating too low,2022-01-11 16:20:39
589,3966,rider,waited too long,2022-05-31 23:27:49
590,3968,rider,personal emergency,2022-05-20 11:00:23
591,3969,driver,system error,2024-02-09 16:51:07
592,3970,driver,rider unresponsive,2022-11-12 08:55:38
593,3974,driver,rider unresponsive,2023-10-13 04:59:43
594,3983,rider,changed my mind,2024-04-20 12:48:10
595,3986,driver,personal emergency,2022-10-21 20:03:21
596,3988,driver,rider rating too low,2022-12-16 17:32:46
597,3997,driver,personal emergency,2022-03-26 22:00:00
598,3999,rider,too long wait,2023-01-22 01:15:12
599,4001,rider,duplicate booking,2023-03-02 14:33:52
600,4004,driver,area not safe,2022-01-24 11:40:31
601,4007,rider,found another ride,2022-01-18 12:24:19
602,4013,driver,area not safe,2023-02-27 05:41:10
603,4027,rider,waited too long,2024-05-08 12:11:32
604,4033,rider,too long wait,2024-02-11 13:42:37
605,4039,rider,personal emergency,2022-05-13 11:31:52
606,4055,rider,personal emergency,2022-09-05 19:21:13
607,4056,rider,driver too far,2022-06-23 02:21:09
608,4065,driver,rider rating too low,2022-06-08 23:33:02
609,4078,driver,wrong pickup,2022-12-29 04:17:13
610,4080,driver,system error,2024-03-20 17:44:33
611,4082,rider,price too high,2024-01-29 07:42:16
612,4085,rider,too long wait,2024-06-08 00:04:54
613,4104,rider,changed my mind,2024-04-14 17:16:00
614,4106,driver,personal emergency,2022-04-28 00:01:40
615,4107,rider,found another ride,2023-05-08 19:19:23
616,4113,rider,duplicate booking,2023-10-26 22:58:30
617,4114,rider,duplicate booking,2024-04-03 11:21:06
618,4116,driver,rider rating too low,2022-09-10 12:17:24
619,4117,driver,area not safe,2022-07-25 20:50:23
620,4124,driver,system error,2024-01-07 04:42:00
621,4129,driver,rider rating too low,2024-04-11 09:26:47
622,4137,rider,personal emergency,2023-07-29 20:01:03
623,4142,driver,rider unresponsive,2023-04-24 21:33:30
624,4145,driver,system error,2022-09-25 03:48:36
625,4152,rider,found another ride,2024-05-12 09:11:47
626,4158,driver,vehicle issue,2023-04-17 08:50:33
627,4166,rider,waited too long,2022-06-04 22:50:17
628,4167,rider,waited too long,2023-06-18 00:46:51
629,4180,rider,changed my mind,2022-09-18 14:25:29
630,4185,rider,price too high,2023-09-06 15:41:40
631,4191,rider,changed my mind,2022-08-23 12:45:28
632,4202,rider,personal emergency,2022-07-27 19:56:48
633,4207,rider,found another ride,2023-07-16 05:20:43
634,4214,rider,too long wait,2023-03-27 07:37:50
635,4219,rider,changed my mind,2023-07-26 16:32:46
636,4222,driver,system error,2022-06-11 11:06:08
637,4237,rider,changed my mind,2023-01-27 12:39:48
638,4244,driver,vehicle issue,2024-05-03 22:59:03
639,4264,rider,personal emergency,2022-09-16 11:54:47
640,4269,rider,personal emergency,2022-09-02 21:39:41
641,4275,driver,vehicle issue,2022-04-03 00:05:10
642,4278,rider,price too high,2024-02-26 17:05:45
643,4300,rider,price too high,2024-05-11 14:23:28
644,4311,driver,rider rating too low,2022-10-18 20:59:28
645,4312,rider,driver too far,2022-09-23 19:57:43
646,4314,rider,driver too far,2022-07-29 20:15:42
647,4319,driver,vehicle issue,2022-11-27 04:57:21
648,4329,rider,driver too far,2024-02-01 18:16:47
649,4340,rider,price too high,2024-03-15 06:11:53
650,4349,rider,changed my mind,2024-02-29 16:23:46
651,4360,driver,area not safe,2022-07-20 09:32:06
652,4372,rider,changed my mind,2024-01-28 18:59:57
653,4373,rider,personal emergency,2023-10-01 05:34:42
654,4378,driver,rider unresponsive,2022-01-20 03:32:19
655,4383,rider,price too high,2023-05-05 11:45:54
656,4402,driver,area not safe,2023-01-11 14:45:17
657,4407,driver,vehicle issue,2023-04-18 13:26:01
658,4409,rider,driver too far,2022-12-08 23:02:59
659,4415,rider,too long wait,2023-05-15 10:30:20
660,4417,rider,duplicate booking,2022-11-09 05:44:38
661,4421,rider,found another ride,2023-09-01 01:05:07
662,4426,driver,area not safe,2024-01-05 02:52:47
663,4429,driver,system error,2024-01-08 17:58:56
664,4430,rider,found another ride,2024-05-24 21:08:40
665,4433,rider,too long wait,2022-03-19 23:43:49
666,4440,rider,duplicate booking,2024-06-01 08:40:05
667,4442,driver,area not safe,2023-11-21 19:43:00
668,4453,rider,changed my mind,2023-10-03 20:39:53
669,4461,driver,vehicle issue,2022-04-27 00:13:31
670,4474,driver,system error,2023-03-17 03:16:58
671,4491,rider,price too high,2023-08-05 06:22:50
672,4495,rider,waited too long,2022-06-08 08:11:57
673,4500,driver,wrong pickup,2023-08-09 11:38:27
674,4503,rider,driver too far,2023-05-10 23:32:33
675,4508,rider,personal emergency,2023-06-20 16:32:27
676,4510,rider,changed my mind,2023-11-12 01:43:32
677,4522,rider,duplicate booking,2022-06-02 05:57:54
678,4524,rider,changed my mind,2023-01-14 10:28:04
679,4528,driver,wrong pickup,2022-12-27 14:33:36
680,4537,driver,area not safe,2022-10-15 15:57:52
681,4542,driver,system error,2023-12-29 06:14:51
682,4544,driver,personal emergency,2023-01-30 05:11:53
683,4550,driver,rider rating too low,2022-01-16 18:21:48
684,4552,rider,waited too long,2024-01-23 01:51:37
685,4553,rider,changed my mind,2023-05-31 20:05:00
686,4560,rider,driver too far,2024-01-28 21:13:26
687,4565,driver,wrong pickup,2023-03-20 20:55:07
688,4572,rider,too long wait,2024-05-08 00:38:57
689,4581,rider,price too high,2023-11-29 15:29:18
690,4583,rider,personal emergency,2022-03-15 12:17:30
691,4597,rider,price too high,2024-04-19 01:23:05
692,4602,rider,waited too long,2024-03-18 10:08:00
693,4605,rider,waited too long,2023-06-23 13:20:57
694,4626,rider,found another ride,2023-01-29 11:48:23
695,4636,driver,area not safe,2022-08-30 21:29:49
696,4648,rider,driver too far,2022-04-25 08:43:44
697,4652,driver,rider unresponsive,2023-12-12 04:00:14
698,4665,rider,price too high,2023-03-03 08:50:30
699,4666,driver,vehicle issue,2022-12-06 06:44:15
700,4671,rider,driver too far,2023-07-24 18:57:37
701,4673,rider,driver too far,2023-04-23 15:34:58
702,4687,rider,too long wait,2022-01-08 19:17:55
703,4688,rider,too long wait,2022-11-23 09:07:29
704,4706,driver,rider rating too low,2022-06-30 17:46:00
705,4716,rider,price too high,2022-01-14 14:20:16
706,4726,rider,duplicate booking,2023-12-19 05:07:14
707,4748,rider,waited too long,2022-01-08 05:55:06
708,4752,rider,changed my mind,2023-12-31 17:39:20
709,4756,rider,driver too far,2022-05-14 15:20:54
710,4758,rider,price too high,2024-03-21 07:28:28
711,4759,rider,price too high,2023-07-29 21:26:37
712,4762,rider,found another ride,2023-06-03 19:54:47
713,4768,rider,personal emergency,2022-03-10 08:23:05
714,4772,driver,system error,2024-04-27 18:00:38
715,4773,rider,changed my mind,2024-03-29 22:36:46
716,4774,rider,waited too long,2023-06-14 15:35:43
717,4780,driver,vehicle issue,2024-06-29 02:31:23
718,4786,driver,wrong pickup,2024-04-25 05:03:21
719,4799,rider,personal emergency,2022-06-05 00:57:57
720,4841,rider,too long wait,2023-06-20 16:54:58
721,4844,rider,waited too long,2022-01-29 16:17:10
722,4846,rider,waited too long,2023-03-17 08:11:15
723,4847,rider,personal emergency,2023-01-16 00:21:49
724,4858,rider,duplicate booking,2023-10-02 04:42:51
725,4859,rider,price too high,2024-01-28 05:09:46
726,4867,rider,found another ride,2022-11-13 12:31:36
727,4873,rider,driver too far,2024-04-13 03:11:13
728,4880,driver,area not safe,2023-03-28 01:45:42
729,4884,rider,personal emergency,2022-11-03 12:00:05
730,4886,rider,waited too long,2023-07-06 14:27:16
731,4893,rider,waited too long,2023-02-19 06:09:52
732,4896,rider,duplicate booking,2024-01-21 06:58:03
733,4899,driver,vehicle issue,2023-08-23 10:01:27
734,4910,driver,rider unresponsive,2023-05-28 12:13:24
735,4911,rider,changed my mind,2022-10-30 10:22:42
736,4912,rider,waited too long,2023-01-20 22:59:38
737,4916,rider,driver too far,2023-02-18 14:49:24
738,4922,rider,personal emergency,2022-11-02 08:04:23
739,4924,rider,price too high,2022-02-21 11:34:30
740,4934,rider,personal emergency,2024-04-07 19:14:30
741,4939,rider,found another ride,2023-04-18 17:01:33
742,4942,rider,driver too far,2022-07-06 13:21:42
743,4945,rider,driver too far,2022-03-29 13:33:12
744,4946,rider,changed my mind,2023-01-19 20:05:36
745,4950,rider,driver too far,2022-04-15 01:48:17
746,4964,rider,waited too long,2024-01-18 14:46:29
747,4968,rider,duplicate booking,2024-02-27 07:47:04
748,4973,rider,waited too long,2023-04-08 02:33:52
749,4979,rider,duplicate booking,2023-11-04 12:16:11
750,4980,driver,rider rating too low,2024-06-17 04:32:57
751,4982,rider,too long wait,2022-03-04 23:24:21
752,4984,rider,personal emergency,2022-07-02 17:50:49
753,4986,rider,too long wait,2023-10-22 20:32:29
754,4992,rider,too long wait,2022-11-21 01:14:15
755,5000,rider,found another ride,2022-05-09 01:00:21
756,5001,rider,price too high,2023-06-07 22:49:41
757,5008,rider,price too high,2022-05-22 23:36:11
758,5022,driver,wrong pickup,2023-09-21 11:18:01
759,5026,rider,too long wait,2022-02-28 07:51:10
760,5031,rider,waited too long,2024-05-28 19:16:09
761,5032,rider,price too high,2024-01-22 04:43:01
762,5039,rider,driver too far,2022-04-21 01:38:27
763,5041,rider,changed my mind,2023-11-13 05:28:07
764,5051,rider,driver too far,2023-07-29 13:40:05
765,5055,rider,changed my mind,2023-11-14 00:15:30
766,5060,driver,wrong pickup,2024-04-26 11:58:44
767,5064,rider,driver too far,2022-10-14 21:13:53
768,5068,rider,too long wait,2023-01-06 01:05:10
769,5072,driver,area not safe,2024-04-18 13:37:01
770,5076,rider,duplicate booking,2024-03-04 07:21:19
771,5089,rider,personal emergency,2023-09-08 17:56:37
772,5110,rider,driver too far,2022-12-30 15:18:26
773,5112,driver,rider rating too low,2024-03-17 18:11:57
774,5115,rider,personal emergency,2024-06-20 17:02:48
775,5121,rider,found another ride,2024-03-02 18:44:22
776,5144,driver,area not safe,2023-12-19 09:58:21
777,5146,rider,waited too long,2023-08-04 23:46:21
778,5147,rider,changed my mind,2022-08-10 20:44:13
779,5159,rider,duplicate booking,2024-01-22 23:41:58
780,5175,driver,rider unresponsive,2024-05-30 18:22:51
781,5179,driver,system error,2022-09-20 15:52:45
782,5180,rider,waited too long,2023-12-29 04:50:30
783,5189,rider,changed my mind,2022-05-07 20:04:07
784,5198,driver,personal emergency,2022-09-10 04:36:10
785,5203,rider,too long wait,2022-09-08 00:08:43
786,5209,rider,changed my mind,2023-11-11 19:05:03
787,5223,rider,duplicate booking,2023-02-03 14:32:45
788,5226,rider,price too high,2022-07-27 23:44:02
789,5232,rider,duplicate booking,2023-11-10 07:52:03
790,5239,rider,found another ride,2023-09-02 12:25:35
791,5248,driver,personal emergency,2024-05-22 08:41:23
792,5250,rider,personal emergency,2024-05-29 14:28:04
793,5255,driver,vehicle issue,2023-04-11 16:11:49
794,5262,rider,found another ride,2023-08-30 22:24:14
795,5263,rider,driver too far,2022-08-07 06:27:12
796,5264,driver,vehicle issue,2023-08-06 02:20:33
797,5267,driver,wrong pickup,2022-09-20 21:46:42
798,5268,rider,found another ride,2024-06-01 22:35:30
799,5269,driver,personal emergency,2024-02-29 12:12:01
800,5271,rider,driver too far,2024-01-14 10:16:46
801,5293,rider,found another ride,2024-04-18 08:20:58
802,5294,rider,driver too far,2024-02-07 22:23:34
803,5298,rider,changed my mind,2022-08-20 09:53:40
804,5312,driver,wrong pickup,2022-04-10 11:10:16
805,5313,driver,area not safe,2022-10-19 05:23:47
806,5317,rider,personal emergency,2022-11-04 08:24:45
807,5327,driver,wrong pickup,2022-10-29 03:41:56
808,5332,driver,system error,2022-11-29 07:23:08
809,5333,driver,wrong pickup,2023-08-14 00:14:15
810,5335,rider,driver too far,2024-05-10 07:38:24
811,5340,rider,personal emergency,2023-12-28 19:52:11
812,5348,rider,found another ride,2024-04-05 21:17:33
813,5349,driver,area not safe,2022-07-12 22:34:42
814,5357,rider,changed my mind,2023-11-17 14:42:31
815,5359,rider,waited too long,2024-01-09 00:12:39
816,5361,rider,price too high,2022-12-03 14:27:47
817,5369,rider,personal emergency,2024-05-01 06:06:43
818,5378,rider,found another ride,2024-06-19 00:39:25
819,5390,rider,changed my mind,2023-07-26 13:16:21
820,5394,rider,duplicate booking,2023-01-04 03:00:14
821,5401,rider,found another ride,2023-08-08 09:43:47
822,5407,rider,duplicate booking,2023-02-27 19:23:48
823,5408,driver,area not safe,2023-05-13 18:47:02
824,5414,rider,waited too long,2022-08-09 14:55:00
825,5415,rider,found another ride,2023-12-30 12:12:52
826,5429,rider,personal emergency,2022-01-18 16:45:30
827,5433,rider,price too high,2022-03-31 08:59:20
828,5453,driver,area not safe,2023-09-28 16:56:58
829,5463,rider,driver too far,2023-07-08 06:51:37
830,5466,rider,price too high,2023-11-28 13:33:33
831,5471,driver,rider unresponsive,2022-06-07 13:12:41
832,5495,driver,vehicle issue,2023-11-30 15:41:16
833,5513,driver,rider rating too low,2024-04-09 22:28:02
834,5516,driver,personal emergency,2024-05-20 09:58:09
835,5519,rider,driver too far,2024-03-17 21:47:03
836,5520,driver,wrong pickup,2023-07-12 23:15:08
837,5522,rider,duplicate booking,2023-06-25 18:30:02
838,5532,rider,driver too far,2022-12-21 23:49:50
839,5543,driver,rider rating too low,2022-10-31 04:09:11
840,5544,rider,price too high,2022-01-08 23:27:17
841,5547,driver,area not safe,2023-12-26 10:53:50
842,5555,driver,wrong pickup,2024-02-11 07:22:37
843,5561,driver,rider unresponsive,2022-08-13 12:53:35
844,5567,rider,price too high,2023-03-11 22:54:42
845,5572,driver,area not safe,2022-05-18 22:05:54
846,5581,rider,duplicate booking,2023-12-19 20:11:56
847,5588,rider,found another ride,2022-03-21 15:16:39
848,5590,rider,duplicate booking,2022-09-28 07:26:38
849,5593,driver,wrong pickup,2024-03-15 16:57:12
850,5597,rider,too long wait,2024-03-30 19:30:58
851,5598,rider,changed my mind,2023-06-15 16:31:33
852,5610,rider,waited too long,2023-07-22 16:17:32
853,5614,driver,area not safe,2024-01-31 02:55:11
854,5615,rider,driver too far,2023-03-26 19:00:34
855,5616,rider,price too high,2022-06-29 10:49:03
856,5625,driver,system error,2023-12-24 10:46:29
857,5636,rider,driver too far,2023-10-01 20:31:52
858,5639,driver,wrong pickup,2024-01-13 02:31:20
859,5647,rider,personal emergency,2022-04-02 19:57:40
860,5651,driver,personal emergency,2024-04-22 06:23:31
861,5665,rider,changed my mind,2022-11-16 03:02:51
862,5666,rider,found another ride,2022-12-30 00:10:46
863,5670,rider,too long wait,2024-06-18 11:01:59
864,5682,rider,driver too far,2022-08-06 05:03:57
865,5689,driver,vehicle issue,2024-04-30 01:49:26
866,5705,driver,system error,2023-02-19 05:37:38
867,5709,rider,found another ride,2022-05-15 15:30:49
868,5716,rider,price too high,2022-07-30 11:14:51
869,5725,driver,wrong pickup,2022-03-13 06:24:45
870,5734,driver,rider rating too low,2024-01-20 17:34:15
871,5738,rider,too long wait,2022-11-15 19:58:50
872,5742,driver,area not safe,2022-04-09 11:55:25
873,5766,driver,rider rating too low,2023-03-29 22:57:46
874,5775,rider,too long wait,2023-10-12 12:59:26
875,5776,rider,changed my mind,2022-08-31 09:51:38
876,5780,rider,changed my mind,2022-03-21 15:52:33
877,5782,rider,found another ride,2023-06-01 13:14:01
878,5784,rider,duplicate booking,2022-03-05 06:39:47
879,5789,driver,rider rating too low,2023-01-16 07:55:17
880,5797,driver,system error,2022-02-08 19:53:48
881,5798,rider,duplicate booking,2022-10-18 00:55:13
882,5821,rider,changed my mind,2023-06-02 08:17:33
883,5823,rider,personal emergency,2023-02-20 23:46:45
884,5842,rider,found another ride,2023-06-27 10:33:18
885,5851,rider,changed my mind,2022-05-14 19:01:41
886,5855,rider,price too high,2023-09-16 19:41:15
887,5862,driver,wrong pickup,2024-04-17 03:04:19
888,5866,rider,found another ride,2023-07-20 14:51:22
889,5877,rider,duplicate booking,2022-03-13 08:06:38
890,5899,rider,duplicate booking,2024-04-25 14:47:54
891,5910,driver,vehicle issue,2022-08-22 06:07:31
892,5918,rider,found another ride,2024-04-09 05:03:58
893,5921,rider,driver too far,2022-12-27 01:10:10
894,5924,rider,changed my mind,2022-08-30 13:52:44
895,5925,rider,waited too long,2024-03-10 06:44:23
896,5929,driver,rider unresponsive,2023-05-28 14:23:46
897,5935,driver,area not safe,2024-02-06 10:55:50
898,5952,rider,too long wait,2023-09-02 19:47:54
899,5957,rider,driver too far,2022-01-05 19:36:09
900,5958,rider,personal emergency,2023-05-05 00:55:30
901,5959,rider,driver too far,2024-06-18 04:20:47
902,5960,driver,personal emergency,2023-11-22 08:03:39
903,5976,driver,personal emergency,2023-02-27 20:50:51
904,5977,rider,found another ride,2023-12-31 20:43:40
905,5982,rider,driver too far,2023-08-24 02:04:45
906,6007,driver,vehicle issue,2022-06-16 09:49:24
907,6013,driver,personal emergency,2022-03-26 04:04:07
908,6027,driver,rider rating too low,2022-11-18 11:08:23
909,6038,driver,vehicle issue,2023-08-19 00:00:06
910,6041,rider,driver too far,2023-04-04 03:51:37
911,6053,driver,area not safe,2023-02-11 22:30:36
912,6055,rider,changed my mind,2024-05-30 17:57:25
913,6058,driver,personal emergency,2024-04-29 13:15:14
914,6063,rider,driver too far,2024-03-23 00:09:25
915,6064,rider,too long wait,2023-06-06 04:05:36
916,6069,rider,too long wait,2023-05-09 11:58:57
917,6089,rider,duplicate booking,2023-05-16 00:33:45
918,6092,rider,price too high,2023-07-29 03:54:32
919,6101,driver,wrong pickup,2023-05-01 02:14:58
920,6111,rider,changed my mind,2022-01-17 01:23:23
921,6120,driver,system error,2024-06-19 01:48:13
922,6133,rider,found another ride,2022-12-28 16:38:14
923,6138,rider,waited too long,2022-11-02 02:41:14
924,6143,rider,found another ride,2022-03-16 01:51:02
925,6144,rider,found another ride,2024-04-12 21:26:50
926,6146,rider,price too high,2024-04-26 23:45:46
927,6155,rider,too long wait,2023-11-28 13:23:42
928,6158,rider,duplicate booking,2023-06-14 11:24:45
929,6179,driver,system error,2022-04-20 04:48:25
930,6185,rider,personal emergency,2023-06-07 06:04:04
931,6189,rider,personal emergency,2023-08-07 01:37:18
932,6192,driver,rider rating too low,2023-09-16 09:28:08
933,6198,driver,area not safe,2022-05-05 15:31:29
934,6200,rider,too long wait,2022-11-08 10:50:13
935,6202,driver,rider rating too low,2023-04-03 07:31:29
936,6208,rider,changed my mind,2023-02-08 02:52:45
937,6215,rider,found another ride,2023-02-21 12:06:38
938,6222,driver,vehicle issue,2023-12-11 12:10:03
939,6234,rider,changed my mind,2022-03-11 09:15:54
940,6247,driver,rider rating too low,2023-07-08 10:46:32
941,6251,rider,waited too long,2022-07-04 07:36:08
942,6258,rider,found another ride,2023-10-07 19:33:26
943,6271,rider,price too high,2023-11-15 13:23:00
944,6274,driver,wrong pickup,2024-04-28 04:11:51
945,6279,rider,too long wait,2022-03-29 01:20:32
946,6282,rider,duplicate booking,2024-05-08 00:01:07
947,6288,rider,too long wait,2023-05-06 08:21:46
948,6290,driver,personal emergency,2023-03-12 20:55:20
949,6295,rider,changed my mind,2023-01-13 20:45:40
950,6300,driver,system error,2022-11-13 12:42:17
951,6301,driver,rider unresponsive,2023-08-22 23:49:26
952,6302,rider,changed my mind,2022-03-04 09:40:50
953,6305,driver,wrong pickup,2023-12-20 04:24:22
954,6311,rider,duplicate booking,2023-01-03 11:03:15
955,6318,rider,changed my mind,2024-05-07 00:06:00
956,6337,driver,personal emergency,2022-09-07 13:08:36
957,6340,driver,rider unresponsive,2023-10-29 05:52:55
958,6347,driver,rider rating too low,2023-06-19 13:13:44
959,6350,rider,too long wait,2024-03-28 05:27:26
960,6351,rider,too long wait,2023-02-21 23:12:48
961,6355,rider,price too high,2022-05-24 18:57:50
962,6356,driver,personal emergency,2022-06-18 08:36:44
963,6359,rider,price too high,2023-09-13 23:44:04
964,6373,driver,system error,2023-11-07 01:57:12
965,6378,rider,duplicate booking,2022-06-05 23:55:45
966,6390,driver,personal emergency,2024-03-13 13:14:33
967,6397,rider,price too high,2022-10-05 17:35:37
968,6399,rider,duplicate booking,2022-04-11 11:58:27
969,6410,rider,waited too long,2023-12-08 06:15:56
970,6412,rider,too long wait,2022-07-19 13:16:32
971,6415,driver,wrong pickup,2022-11-30 19:35:50
972,6427,rider,changed my mind,2024-01-21 05:39:03
973,6434,rider,changed my mind,2022-11-20 16:49:04
974,6436,driver,rider unresponsive,2023-04-05 01:23:40
975,6439,rider,too long wait,2023-01-31 17:00:14
976,6440,rider,driver too far,2022-07-08 06:45:54
977,6446,driver,wrong pickup,2023-11-08 09:25:11
978,6454,rider,found another ride,2023-10-11 18:17:07
979,6483,rider,price too high,2023-06-27 04:03:22
980,6513,rider,personal emergency,2023-01-08 02:42:56
981,6529,rider,driver too far,2024-01-12 01:48:26
982,6531,rider,waited too long,2024-02-22 02:21:24
983,6533,rider,waited too long,2024-01-29 13:29:06
984,6546,driver,wrong pickup,2023-02-22 03:25:49
985,6550,rider,waited too long,2024-01-04 11:08:43
986,6560,rider,driver too far,2023-11-29 05:01:34
987,6561,driver,system error,2022-07-22 05:41:15
988,6571,rider,too long wait,2024-01-21 19:08:27
989,6584,rider,personal emergency,2023-03-31 18:51:20
990,6587,rider,personal emergency,2022-05-13 16:40:54
991,6607,rider,waited too long,2024-01-30 11:52:05
992,6608,driver,rider unresponsive,2024-06-20 19:37:09
993,6610,rider,waited too long,2022-06-14 20:11:46
994,6627,driver,vehicle issue,2023-11-01 15:13:26
995,6629,rider,too long wait,2024-02-03 18:49:54
996,6635,rider,price too high,2022-01-14 18:40:48
997,6636,rider,waited too long,2024-05-04 09:15:46
998,6641,rider,price too high,2023-01-31 14:38:09
999,6647,rider,found another ride,2023-09-14 08:57:55
1000,6650,rider,personal emergency,2023-04-23 14:21:15
1001,6656,rider,driver too far,2022-11-13 17:47:57
1002,6673,rider,too long wait,2024-04-29 01:35:30
1003,6674,rider,personal emergency,2023-05-03 07:12:27
1004,6677,rider,waited too long,2022-10-20 19:57:16
1005,6698,rider,found another ride,2022-11-30 02:29:12
1006,6705,rider,changed my mind,2023-09-23 03:47:59
1007,6722,rider,duplicate booking,2022-10-20 03:10:25
1008,6733,rider,found another ride,2022-02-05 09:02:30
1009,6734,rider,duplicate booking,2023-12-09 09:14:36
1010,6736,rider,waited too long,2022-12-14 10:43:03
1011,6742,driver,rider unresponsive,2023-02-25 00:12:03
1012,6770,driver,wrong pickup,2022-11-28 08:33:13
1013,6776,driver,rider rating too low,2022-07-26 06:52:57
1014,6779,rider,too long wait,2023-05-27 13:55:29
1015,6784,rider,personal emergency,2023-01-28 06:34:32
1016,6791,rider,duplicate booking,2022-02-03 12:28:45
1017,6810,rider,found another ride,2023-07-14 05:02:11
1018,6812,driver,vehicle issue,2023-04-09 11:42:23
1019,6829,driver,wrong pickup,2022-10-07 05:00:46
1020,6830,driver,system error,2022-01-21 21:32:44
1021,6838,rider,found another ride,2024-01-31 01:18:19
1022,6856,rider,found another ride,2024-01-16 02:19:35
1023,6867,rider,price too high,2022-09-06 09:26:31
1024,6885,rider,driver too far,2023-05-08 17:13:41
1025,6891,rider,price too high,2023-12-18 21:11:36
1026,6892,rider,driver too far,2023-03-10 00:13:26
1027,6893,rider,found another ride,2023-11-11 21:40:27
1028,6894,rider,changed my mind,2022-10-29 12:22:15
1029,6895,driver,rider rating too low,2023-09-02 07:32:09
1030,6907,driver,vehicle issue,2023-01-13 15:32:41
1031,6911,rider,found another ride,2023-11-06 16:16:57
1032,6914,rider,driver too far,2023-02-09 21:59:15
1033,6915,rider,waited too long,2022-12-04 18:54:43
1034,6918,rider,changed my mind,2023-11-21 03:18:11
1035,6926,driver,rider unresponsive,2022-05-21 06:49:23
1036,6939,rider,changed my mind,2024-03-09 08:06:13
1037,6948,driver,vehicle issue,2023-09-14 08:47:03
1038,6962,rider,found another ride,2022-04-06 03:57:40
1039,6976,rider,personal emergency,2024-02-19 21:13:58
1040,6979,rider,duplicate booking,2022-12-16 00:56:54
1041,6983,driver,personal emergency,2022-07-09 00:13:26
1042,6984,rider,price too high,2024-03-24 23:20:48
1043,7002,rider,price too high,2022-07-05 15:37:59
1044,7004,rider,price too high,2022-03-30 11:52:57
1045,7007,rider,found another ride,2022-11-28 04:51:33
1046,7008,driver,personal emergency,2023-11-16 13:20:02
1047,7016,driver,area not safe,2022-02-24 19:03:34
1048,7020,driver,wrong pickup,2024-02-25 20:39:08
1049,7023,driver,wrong pickup,2022-09-28 20:34:29
1050,7024,rider,duplicate booking,2023-07-19 07:48:30
1051,7038,rider,changed my mind,2024-05-27 05:49:47
1052,7056,rider,driver too far,2022-03-28 14:32:31
1053,7065,rider,price too high,2023-09-16 03:42:02
