driver_id,user_id,vehicle_make,vehicle_model,vehicle_year,license_plate,rating,join_date,is_active,rating_bucket,tenure_days
278,433,Ford,Mustang,2017,PRP-1527,4.35,2023-11-09,1,4.0 - 4.5,234
279,1030,Chevrolet,Equinox,2015,CWV-2774,4.94,2019-09-21,1,4.5 - 5.0,1744
280,461,Kia,Stinger,2023,APD-6448,3.76,2020-08-16,1,3.5 - 4.0,1414
281,389,Nissan,Maxima,2023,FQH-6968,4.49,2022-07-24,1,4.0 - 4.5,707
282,825,Toyota,RAV4,2012,XZX-1166,4.32,2023-10-23,1,4.0 - 4.5,251
283,376,Ford,Explorer,2021,UPD-6055,4.45,2020-08-17,1,4.0 - 4.5,1413
284,494,Toyota,Highlander,2019,VCV-8783,4.89,2020-02-02,1,4.5 - 5.0,1610
285,1651,Nissan,Sentra,2016,KDQ-7828,4.75,2020-05-02,1,4.5 - 5.0,1520
286,229,Subaru,Forester,2012,AWL-3800,4.64,2022-03-28,1,4.5 - 5.0,825
287,1210,Chevrolet,Malibu,2013,SVJ-9800,4.42,2020-12-23,1,4.0 - 4.5,1285
288,1371,Honda,CR-V,2022,QWH-4785,4.92,2023-01-05,1,4.5 - 5.0,542
289,1544,Kia,Soul,2012,TFG-0442,4.57,2021-12-06,1,4.5 - 5.0,937
290,777,Ford,Explorer,2018,SQJ-5087,4.88,2019-09-06,1,4.5 - 5.0,1759
291,1309,Ford,Mustang,2023,YBU-0962,3.8,2021-12-16,1,3.5 - 4.0,927
292,778,Chevrolet,Malibu,2014,YHT-1391,3.62,2019-06-22,1,3.5 - 4.0,1835
293,502,Chevrolet,Equinox,2022,CQA-1725,3.7,2022-03-12,1,3.5 - 4.0,841
294,543,Mazda,MX-5,2017,KEL-8535,3.75,2022-08-29,1,3.5 - 4.0,671
295,248,Hyundai,Sonata,2014,WHB-8420,4.52,2019-12-26,1,4.5 - 5.0,1648
296,1704,Kia,Sportage,2020,CDM-7611,2.77,2019-12-06,0,Below 3.5,1668
297,1555,Subaru,Crosstrek,2020,VCE-5915,4.24,2023-07-07,1,4.0 - 4.5,359
298,1386,Tesla,Model X,2015,UWF-8215,4.99,2021-09-14,1,4.5 - 5.0,1020
299,883,Toyota,RAV4,2015,PLT-4756,4.89,2020-01-30,1,4.5 - 5.0,1613
300,1710,Subaru,Legacy,2023,BWM-9588,3.8,2021-07-10,0,3.5 - 4.0,1086
301,210,Mazda,Mazda6,2013,REF-3603,4.05,2023-10-09,1,4.0 - 4.5,265
302,1899,Hyundai,Ioniq,2019,YSK-1069,3.47,2021-04-01,0,Below 3.5,1186
303,1117,Tesla,Model X,2019,UYP-5626,4.68,2019-07-04,1,4.5 - 5.0,1823
304,146,Ford,F-150,2012,WVY-6284,4.58,2020-10-26,1,4.5 - 5.0,1343
305,439,Mazda,CX-5,2022,DXJ-7566,4.18,2022-06-22,1,4.0 - 4.5,739
306,394,Mazda,CX-9,2012,SLJ-1843,4.65,2023-02-04,1,4.5 - 5.0,512
307,1293,Ford,Fusion,2021,LKB-6764,4.24,2022-06-14,1,4.0 - 4.5,747
308,1207,Ford,Mustang,2021,XNT-1835,4.62,2023-11-06,1,4.5 - 5.0,237
309,1317,Mazda,CX-5,2022,NKE-6202,4.02,2021-06-08,0,4.0 - 4.5,1118
310,1826,Kia,Sportage,2023,QSP-0125,4.01,2021-07-07,1,4.0 - 4.5,1089
311,14,Nissan,Rogue,2014,YKQ-1382,4.45,2020-02-28,1,4.0 - 4.5,1584
312,1752,Mazda,MX-5,2016,UVF-9595,4.11,2020-11-15,1,4.0 - 4.5,1323
313,1995,Honda,CR-V,2014,NJZ-4931,4.11,2022-09-19,1,4.0 - 4.5,650
314,1713,Chevrolet,Equinox,2017,NUJ-2955,4.05,2023-01-13,1,4.0 - 4.5,534
315,1134,Subaru,Crosstrek,2016,YYP-0346,3.84,2020-07-02,1,3.5 - 4.0,1459
316,779,Nissan,Maxima,2013,XXV-0895,3.8,2023-05-14,1,3.5 - 4.0,413
317,1310,Hyundai,Ioniq,2015,GAW-2334,3.99,2020-01-06,1,3.5 - 4.0,1637
318,1450,Chevrolet,Equinox,2017,QFL-7907,3.98,2019-07-03,1,3.5 - 4.0,1824
319,690,Tesla,Model S,2014,SRC-9703,4.42,2020-02-05,1,4.0 - 4.5,1607
320,878,Tesla,Cybertruck,2019,PQW-7032,4.34,2023-09-18,1,4.0 - 4.5,286
321,593,Hyundai,Santa Fe,2014,XYP-9749,4.38,2021-09-28,1,4.0 - 4.5,1006
322,1373,Subaru,Crosstrek,2019,GWD-7598,4.45,2023-07-10,1,4.0 - 4.5,356
323,645,Tesla,Model X,2017,VHT-6119,4.95,2023-12-20,1,4.5 - 5.0,193
324,1741,Kia,Sorento,2012,DWX-0832,3.85,2020-09-27,1,3.5 - 4.0,1372
325,726,Ford,Fusion,2017,WBA-3026,3.77,2019-12-23,1,3.5 - 4.0,1651
326,1331,Nissan,Rogue,2016,WNK-5944,4.99,2020-08-28,1,4.5 - 5.0,1402
327,1243,Kia,Sportage,2022,UTH-4718,4.56,2021-06-25,1,4.5 - 5.0,1101
328,1313,Nissan,Sentra,2013,NVE-5871,2.84,2020-03-20,0,Below 3.5,1563
329,842,Toyota,RAV4,2021,CKA-0221,4.19,2019-07-20,1,4.0 - 4.5,1807
330,1975,Mazda,Mazda6,2019,KSR-1134,4.96,2022-07-26,1,4.5 - 5.0,705
331,1605,Nissan,Pathfinder,2014,KWY-3657,4.18,2023-02-06,1,4.0 - 4.5,510
332,1288,Mazda,Mazda6,2023,CBW-7961,3.82,2021-11-24,1,3.5 - 4.0,949
333,665,Chevrolet,Impala,2022,PEW-0119,3.82,2021-09-21,1,3.5 - 4.0,1013
334,1532,Ford,Fusion,2023,LHW-0351,3.99,2021-06-14,1,3.5 - 4.0,1112
335,1060,Chevrolet,Impala,2020,EPH-4467,3.83,2023-12-12,1,3.5 - 4.0,201
336,601,Kia,Sorento,2015,YPG-2876,3.77,2021-12-02,1,3.5 - 4.0,941
337,2,Tesla,Cybertruck,2019,APL-1365,4.87,2023-06-12,1,4.5 - 5.0,384
338,1979,Honda,Civic,2019,SVD-9951,3.65,2019-12-19,0,3.5 - 4.0,1655
339,1561,Ford,Escape,2018,TTB-1007,4.72,2023-04-05,1,4.5 - 5.0,452
340,1607,Subaru,Crosstrek,2020,NPJ-2773,3.78,2022-12-27,1,3.5 - 4.0,551
341,1983,Mazda,CX-9,2012,VYU-8009,4.08,2019-11-15,1,4.0 - 4.5,1689
342,467,Tesla,Cybertruck,2017,CBW-1278,3.53,2020-04-01,1,3.5 - 4.0,1551
343,1649,Tesla,Model Y,2023,YTR-0128,3.59,2020-07-07,1,3.5 - 4.0,1454
344,1790,Toyota,Highlander,2018,ZBS-4613,4.6,2020-01-23,1,4.5 - 5.0,1620
345,258,Chevrolet,Equinox,2013,WYZ-4711,4.51,2020-01-24,1,4.5 - 5.0,1619
346,1111,Honda,Pilot,2018,CXB-6013,4.29,2021-11-13,1,4.0 - 4.5,960
347,1865,Chevrolet,Equinox,2021,TFH-1320,4.48,2023-02-22,1,4.0 - 4.5,494
348,15,Nissan,Maxima,2013,DUE-0053,4.88,2019-06-18,1,4.5 - 5.0,1839
349,1472,Tesla,Model S,2014,DGD-8573,4.58,2023-11-06,1,4.5 - 5.0,237
350,765,Honda,Accord,2015,TPJ-7587,4.18,2020-03-17,1,4.0 - 4.5,1566
351,1267,Nissan,Sentra,2018,YPN-3718,3.61,2023-07-30,1,3.5 - 4.0,336
352,1530,Ford,Fusion,2014,ZYL-3124,3.52,2019-10-04,0,3.5 - 4.0,1731
353,506,Subaru,Outback,2018,LQK-1859,3.98,2020-04-20,1,3.5 - 4.0,1532
354,1507,Toyota,Corolla,2023,TGF-1694,4.87,2023-01-01,1,4.5 - 5.0,546
355,1397,Subaru,Impreza,2018,XHB-4693,3.76,2020-10-17,1,3.5 - 4.0,1352
356,225,Nissan,Pathfinder,2013,DVM-0001,3.68,2020-07-29,1,3.5 - 4.0,1432
357,470,Toyota,Prius,2020,FLG-9440,2.67,2023-06-28,0,Below 3.5,368
358,1222,Hyundai,Santa Fe,2013,DAT-9741,3.27,2020-10-17,0,Below 3.5,1352
359,192,Toyota,Prius,2023,FBB-8352,4.7,2020-05-24,1,4.5 - 5.0,1498
360,1135,Honda,Civic,2012,ALJ-8647,4.24,2020-07-23,1,4.0 - 4.5,1438
361,271,Honda,Odyssey,2012,JZV-7618,4.88,2021-11-12,1,4.5 - 5.0,961
362,1853,Kia,Sportage,2014,BQN-8640,4.1,2021-10-19,1,4.0 - 4.5,985
363,469,Honda,CR-V,2017,RAB-1444,3.56,2023-08-12,1,3.5 - 4.0,323
364,164,Nissan,Maxima,2015,PYB-7786,3.5,2020-10-23,1,Below 3.5,1346
365,1606,Honda,CR-V,2014,BQN-8288,4.09,2022-10-24,1,4.0 - 4.5,615
366,818,Mazda,CX-9,2022,FBM-4146,3.65,2021-07-22,1,3.5 - 4.0,1074
367,125,Honda,Civic,2015,MYM-5287,3.82,2023-04-11,1,3.5 - 4.0,446
368,1380,Mazda,MX-5,2021,GPC-6808,4.83,2023-02-12,1,4.5 - 5.0,504
369,224,Ford,Fusion,2015,MNV-5100,4.5,2019-07-27,1,4.0 - 4.5,1800
370,1198,Nissan,Altima,2020,YVF-6755,4.67,2021-12-05,1,4.5 - 5.0,938
371,1227,Ford,Fusion,2013,ZZT-5699,4.72,2019-10-23,1,4.5 - 5.0,1712
372,1494,Mazda,CX-9,2016,HDU-4835,4.36,2021-11-18,1,4.0 - 4.5,955
373,1497,Mazda,CX-5,2019,YNB-0543,4.74,2020-06-03,1,4.5 - 5.0,1488
374,570,Chevrolet,Silverado,2021,CQC-6018,4.39,2023-11-07,1,4.0 - 4.5,236
375,1984,Ford,Mustang,2022,LXD-7396,4.5,2019-09-11,1,4.0 - 4.5,1754
376,491,Nissan,Altima,2021,JTG-7743,4.03,2023-01-06,0,4.0 - 4.5,541
377,142,Chevrolet,Equinox,2019,GXS-5331,4.37,2023-12-05,1,4.0 - 4.5,208
378,776,Kia,Soul,2016,RXY-7263,3.9,2022-11-04,1,3.5 - 4.0,604
379,1350,Kia,Optima,2016,LHB-0511,4.03,2023-09-04,1,4.0 - 4.5,300
380,323,Chevrolet,Silverado,2016,PDN-5725,4.25,2022-11-09,1,4.0 - 4.5,599
381,143,Toyota,Prius,2014,ZKD-9560,3.92,2019-11-30,0,3.5 - 4.0,1674
382,1890,Nissan,Altima,2015,ZCX-9269,3.74,2020-07-23,1,3.5 - 4.0,1438
383,458,Kia,Optima,2015,FTX-3902,3.64,2021-04-11,1,3.5 - 4.0,1176
384,1939,Toyota,Corolla,2017,XGH-1103,2.83,2021-01-13,0,Below 3.5,1264
385,202,Nissan,Altima,2021,KWM-7890,4.55,2022-09-30,1,4.5 - 5.0,639
386,695,Mazda,MX-5,2020,RPY-7845,2.64,2020-12-06,0,Below 3.5,1302
387,1427,Kia,Stinger,2013,UWQ-9695,4.31,2023-12-05,1,4.0 - 4.5,208
388,647,Chevrolet,Impala,2018,SPH-5568,4.38,2021-03-04,1,4.0 - 4.5,1214
389,1548,Toyota,Camry,2013,QTS-0643,4.07,2023-04-23,1,4.0 - 4.5,434
390,115,Toyota,RAV4,2013,BBS-0857,3.81,2021-03-05,1,3.5 - 4.0,1213
391,438,Chevrolet,Silverado,2023,RCP-3530,3.62,2022-08-16,0,3.5 - 4.0,684
392,1183,Nissan,Sentra,2016,NPE-2338,4.61,2022-07-15,1,4.5 - 5.0,716
393,1830,Tesla,Model X,2018,MBU-2073,4.05,2023-08-27,1,4.0 - 4.5,308
394,1993,Subaru,Impreza,2020,XPU-3327,3.54,2020-02-23,1,3.5 - 4.0,1589
395,540,Chevrolet,Traverse,2016,VXU-8147,3.17,2021-04-15,0,Below 3.5,1172
396,571,Tesla,Cybertruck,2017,FBS-6111,4.94,2023-11-21,1,4.5 - 5.0,222
397,1658,Subaru,Legacy,2019,SMK-7631,4.56,2019-12-22,1,4.5 - 5.0,1652
398,1764,Honda,CR-V,2020,VGV-6909,3.66,2022-09-18,1,3.5 - 4.0,651
399,446,Mazda,CX-9,2019,TZD-8159,4.68,2019-06-28,1,4.5 - 5.0,1829
400,1933,Nissan,Pathfinder,2014,ZKG-1807,3.58,2022-05-18,1,3.5 - 4.0,774
